locus_tag	common gene name	strand	start	end	25C
SL1344_2942	ygcY	-	3133363	3134703	3
SL1344_2943	gudT	-	3134700	3136058	2
SL1344_2944		-	3136539	3136988	151
SL1344_2945	yqcB	-	3137007	3137789	22
SL1344_2946	yqcC	-	3137789	3138118	52
CsrB		-	3138522	3138160	8581
SL1344_2947	syd	-	3138730	3139275	195
SL1344_2948	queF	+	3139344	3140192	33
SL1344_2949	ygdH	+	3140305	3141669	51
SL1344_2950	sdaC	+	3142234	3143523	371
SL1344_2951	sdaB	+	3143582	3144949	275
SL1344_2952	exo	+	3145060	3145875	34
SL1344_2953	fucO	-	3145967	3147115	1
SL1344_2954	fucA	-	3147132	3147779	0
SL1344_2955	fucP	+	3148334	3149650	0
SL1344_2956	fucI	+	3149682	3151457	1
SL1344_2957	fucK	+	3151558	3152976	1
SL1344_2958	fucU	+	3152978	3153400	2
SL1344_2959	fucR	+	3153458	3154168	22
SL1344_2960	ygdE	-	3154227	3155327	69
SL1344_2961	ygdD	-	3155320	3155715	57
SL1344_2962	gcvA	-	3155734	3156651	36
GcvB		+	3156779	3156979	27454
SL1344_2963	ygdI	-	3156998	3157225	158
SL1344_2964	csdA	+	3157418	3158623	21
SL1344_2965	ygdK	+	3158623	3159066	23
SL1344_2966		+	3159339	3160253	4
SL1344_2967	ygdL	-	3160305	3161111	105
SL1344_2968	mltA	-	3161221	3162318	63
SL1344_2969	amiC	-	3162818	3164071	51
SL1344_2970	argA	+	3164304	3165635	13
SL1344_2971	recD	-	3165738	3167573	16
SL1344_2972	recB	-	3167570	3171115	28
SL1344_2973	ptr	-	3171108	3173996	22
SL1344_2974	recC	-	3174174	3177545	19
SL1344_2975	comQ	-	3177561	3177881	12
SL1344_2976	comP	-	3177866	3178273	8
SL1344_2977	comO	-	3178270	3178833	4
SL1344_2978	comN	-	3178824	3179294	2
SL1344_2979	thyA	-	3179479	3180273	81
SL1344_2980	lgt	-	3180280	3181155	101
SL1344_2981	ptsP	-	3181371	3183617	65
SL1344_2982	nudH	-	3183630	3184160	224
SL1344_2983	mutH	+	3184843	3185538	47
SL1344_2984	ygdQ	+	3185720	3186433	64
STnc3830		-	3186537	3186446	84
SL1344_2985	ygdR	+	3186603	3186821	45
SL1344_2986	tas	+	3187012	3188052	36
SL1344_2987	ygeD	-	3188139	3189341	26
SL1344_2988	aas	-	3189334	3191493	33
OmrA		-	3191670	3191584	750
OmrB		-	3191870	3191785	2226
SL1344_2989	galR	+	3192086	3193114	46
SL1344_2990		+	3193125	3194147	22
SL1344_2991	lysA	-	3194157	3195419	3
SL1344_2992	lysR	+	3195537	3196472	5
SL1344_2993	ygeA	-	3196444	3197151	31
SL1344_2994	araE	-	3197264	3198682	3
SL1344_2995	kduD	-	3199036	3199797	3
SL1344_2996	kduI	-	3199854	3200690	2
SL1344_2997	yqeF	-	3201120	3202298	29
SL1344_2998		-	3202421	3203284	15
SL1344_2999		+	3203361	3203843	12
SL1344_3000		+	3203985	3205214	61
SL1344_3001	yohL	-	3205245	3205517	67
SL1344_3002	yohM	+	3205639	3206475	14
SL1344_3003	STM325	-	3206685	3207383	1
SL1344_3004	STM325.1N	-	3207430	3207942	1
SL1344_3005	STM326	-	3208086	3209162	2
SL1344_3006	stdC	-	3209159	3209902	1
SL1344_3007	stdB	-	3209943	3212432	1
SL1344_3008	stdA	-	3212552	3213262	1
SL1344_3009		-	3213855	3214487	16
SL1344_3010		-	3214534	3215070	1
STnc290		-	3215717	3215639	166
SL1344_3011		-	3215876	3216274	47
SL1344_3012		-	3216274	3216501	122
SL1344_3013		+	3217204	3218010	2
SL1344_3014		-	3218295	3219053	49
IsrO		+	3219100	3219300	60
SL1344_3015	idi	+	3219318	3219863	51
SL1344_3016	lysS	-	3219939	3221456	237
SL1344_3017	prfB	-	3221466	3222542	176
SL1344_3018	recJ	-	3222669	3224402	43
SL1344_3019	dsbC	-	3224408	3225082	39
SL1344_3020	xerD	-	3225145	3226041	43
SL1344_3021	fldB	+	3226154	3226675	51
SL1344_3022	ygfX	-	3226728	3227141	119
SL1344_3023	ygfY	-	3227122	3227388	117
SL1344_3024	ygfZ	+	3227638	3228618	23
SL1344_3025	yqfA	-	3228734	3229393	36
SL1344_3026	yqfB	-	3229557	3229868	47
SL1344_3027	bglA	+	3230027	3231460	15
SL1344_3028		-	3231508	3232401	5
SL1344_3029	gcvP	-	3232857	3235730	24
SL1344_3030	gcvH	-	3235893	3236282	73
SL1344_3031	gcvT	-	3236308	3237402	47
SL1344_3032	visC	-	3237857	3239059	40
SL1344_3033	ubiH	-	3239185	3240363	51
SL1344_3034	pepP	-	3240360	3241502	47
SL1344_3035	ygfB	-	3241702	3242280	72
SL1344_3036	ygfE	+	3242447	3242776	273
SsrS		+	3242594	3243000	24658
SL1344_3037	ygfA	+	3243142	3243618	14
RygC		+	3243669	3243813	650
SL1344_3038	serA	-	3243999	3245231	16
SL1344_3039	rpiA	-	3245497	3246156	83
SL1344_3040	iciA	+	3246310	3247203	11
SL1344_3041	yggE	-	3247469	3248215	44
SL1344_3042	yggA	-	3248309	3248944	8
SL1344_3043	yggB	-	3249144	3250004	45
STnc3030		+	3250106	3250210	110
SL1344_3044	fba	-	3250231	3251310	165
SL1344_3045	pgk	-	3251412	3252575	99
SL1344_3046	epd	-	3252597	3253643	92
SL1344_3047		+	3254017	3254442	0
SL1344_3048		+	3254468	3255046	3
SL1344_3049		+	3255047	3255754	1
SL1344_3050		+	3255742	3256419	2
SL1344_3051		+	3256413	3257069	3
SL1344_3052	tktA	-	3257113	3259059	102
SL1344_3053	yggG	+	3259380	3260138	23
SL1344_3054	speB	-	3260239	3261159	129
STnc750		-	3261273	3261185	543
SL1344_3055		-	3261364	3262254	3
SL1344_3056		-	3262534	3263007	3
SL1344_3057		-	3263046	3264053	5
SL1344_3058		-	3264067	3265083	1
SL1344_3059		-	3265086	3266558	1
SL1344_3060		-	3267800	3268549	137
SL1344_3061		-	3268754	3269485	6
SL1344_3062	speA	-	3269629	3271542	112
SL1344_3063	yqgB	-	3271614	3271745	364
SL1344_3064	yqgD	-	3272040	3272339	137
SL1344_3065	metK	+	3272395	3273549	142
STnc3150		-	3273824	3273499	35
SL1344_3066	galP	+	3274081	3275436	40
SL1344_3067	sprT	+	3275515	3276012	33
STnc3850		-	3276099	3275931	105
SL1344_3068	endA	+	3276107	3276814	18
SL1344_3069	yggJ	+	3276843	3277622	56
SL1344_3070	gshB	+	3277642	3278589	44
SL1344_3071	yqgE	+	3278805	3279368	37
SL1344_3072	yqgF	+	3279368	3279784	18
SL1344_3073	iclR	-	3279831	3280517	13
SL1344_3074	pilT	-	3280649	3281629	1
SL1344_3075	yggS	+	3281647	3282351	78
SL1344_3076	yggT	+	3282370	3282936	50
SL1344_3077	yggU	+	3282933	3283223	77
SL1344_3078	yggV	+	3283231	3283824	43
SL1344_3079	yggW	+	3283817	3284953	40
STnc3860		-	3283844	3283748	9
SL1344_3080	yggM	-	3285044	3286051	7
SL1344_3081	ansB	-	3286184	3287230	22
SL1344_3082	yggN	-	3287419	3288138	110
SL1344_3083	yggL	-	3288188	3288514	348
SL1344_3084	trmB	-	3288514	3289233	162
SL1344_3085	mutY	+	3289388	3290440	56
SL1344_3086	yggX	+	3290468	3290743	134
SL1344_3087	mltC	+	3290856	3291941	43
SL1344_3088	nupG	+	3292158	3293414	48
SL1344_3089	speC	-	3293476	3295611	11
SL1344_3090	yqgA	+	3296036	3296743	8
STnc3870		-	3297024	3296886	25
SL1344_3091		-	3297083	3297517	30
SL1344_3092		-	3297528	3298853	2
SL1344_3093		-	3298878	3299405	2
SL1344_3094		-	3299429	3300271	4
SL1344_3095		+	3300513	3301241	9
SL1344_3096		-	3301289	3303028	9
SL1344_3097		-	3303097	3304281	1
SL1344_3098		+	3304793	3305476	3
STnc3880		+	3305410	3305515	8
SL1344_3099		-	3305580	3306137	9
SL1344_3100		-	3306115	3307614	5
SL1344_3101		-	3307823	3308197	6
SL1344_3102	ordL	-	3308212	3309513	6
SL1344_3103		+	3309675	3311159	5
SL1344_3104	iraD	-	3311295	3311675	4
SL1344_3105		-	3311675	3312160	3
STnc1170		-	3312525	3312429	3
SL1344_3106		-	3312886	3313809	4
SL1344_3107		-	3313848	3314726	1
SL1344_3108	exuT	-	3315122	3316426	3
SL1344_3109	uxuA	+	3316831	3318015	5
SL1344_3110	uxuB	+	3318126	3319598	3
SL1344_3111	uxaC	+	3319610	3321022	22
SL1344_3112		-	3321322	3322380	13
STnc3890		+	3322951	3323033	113
SL1344_3113	gsp	-	3323050	3324906	21
SL1344_3114	yghU	+	3325133	3325999	21
SL1344_3115		-	3326067	3326777	9
SL1344_3116		-	3326777	3327829	3
SL1344_3117	hybG	-	3327905	3328153	17
SL1344_3118	hybF	-	3328181	3328522	9
SL1344_3119	hybE	-	3328515	3329003	14
SL1344_3120	hybD	-	3328996	3329490	16
SL1344_3121	hybC	-	3329490	3331193	11
SL1344_3122	hybB	-	3331190	3332368	6
SL1344_3123	hybA	-	3332358	3333344	4
SL1344_3124	hypO	-	3333347	3334465	16
SL1344_3125	yghW	-	3334655	3334942	45
SL1344_3126		-	3335027	3336670	58
SL1344_3127	yqhA	-	3336977	3337471	44
SL1344_3128		-	3337751	3338266	111
SL1344_3129		+	3338358	3338768	42
SL1344_3130		+	3338755	3339159	19
SL1344_3131	yghA	+	3339283	3340167	13
SL1344_3132	exbD	-	3340280	3340705	140
SL1344_3133	exbB	-	3340712	3341446	118
SL1344_3134		-	3341439	3341588	12
SL1344_3135	metC	+	3341698	3342885	6
SL1344_3136	yghB	+	3343025	3343684	57
SL1344_3137	yqhC	-	3343748	3344665	19
SL1344_3138	yqhD	+	3344840	3346003	8
SL1344_3139	dkgA	+	3346109	3346936	16
SL1344_3140		+	3347286	3348587	2
SL1344_3141		+	3348632	3349087	18
STnc1820		-	3349187	3349037	244
STnc3920		+	3349508	3349727	1
SL1344_3142	ygiR	-	3349642	3351813	38
SL1344_3143		+	3352301	3353284	1
SL1344_3144		+	3353326	3353808	1
SL1344_3145	ygiK	+	3353819	3355126	2
SL1344_3146	sufI	-	3355171	3356583	47
SL1344_3147	plsC	-	3356657	3357394	60
SL1344_3148	parC	-	3357651	3359909	88
SL1344_3149		-	3360020	3360886	11
SL1344_3150	ygiW	-	3360958	3361350	39
SL1344_3151	ygiX	+	3361502	3362161	12
SL1344_3152	ygiY	+	3362158	3363507	6
SL1344_3153	mdaB	+	3363614	3364195	8
SL1344_3154	ygiN	+	3364227	3364541	90
SL1344_3155	parE	-	3364666	3366558	61
SL1344_3156	yqiA	-	3366586	3367167	205
SL1344_3157	cpdA	-	3367167	3367994	78
SL1344_3158	yqiB	-	3368019	3368441	85
SL1344_3159	nudF	-	3368438	3369070	17
SL1344_3160	tolC	+	3369271	3370746	84
SL1344_3161	ygiB	+	3370959	3371630	75
SL1344_3162	ygiC	+	3371636	3372799	56
SL1344_3163	ygiD	-	3372861	3373691	20
SL1344_3164	ygiE	+	3373790	3374563	22
SL1344_3165	assT	+	3375206	3377002	1
SL1344_3166		+	3377022	3377693	3
SL1344_3167		+	3377708	3378385	6
SL1344_3168	ribB	-	3378556	3379209	105
SroG		-	3379412	3379312	821
SL1344_3169	yqiC	+	3379646	3379945	109
SL1344_3170	glgS	-	3380019	3380228	32
SL1344_3171		+	3380486	3381106	5
SL1344_3172	yqiK	+	3381125	3382804	5
STnc1420		+	3382981	3383131	70
SL1344_3172A	ibsC	+	3383044	3383103	0
RygD		-	3383144	3383000	855
SL1344_3173	rfaE	-	3383264	3384697	59
SL1344_3174	glnE	-	3384745	3387588	19
SL1344_3175	ygiF	-	3387706	3389007	18
SL1344_3176	ygiM	+	3389249	3389863	27
SL1344_3177	cca	+	3389926	3391167	32
SL1344_3178	bacA	-	3391272	3392096	46
SL1344_3179	folB	-	3392191	3392553	47
SL1344_3180	ygiH	+	3392657	3393268	86
SL1344_3182	gcp	-	3393519	3394532	115
SL1344_3183	rpsU	+	3394760	3394975	9896
SL1344_3184	dnaG	+	3395211	3396956	132
SL1344_3185	rpoD	+	3397106	3398953	140
SL1344_3186	mug	-	3399077	3399583	22
SL1344_3187	yqjH	-	3399864	3400631	18
SL1344_3188	yqjI	+	3400863	3401510	29
SL1344_3189		-	3401507	3403072	37
SL1344_3190	aer	-	3403460	3404980	27
SL1344_3191	oat	+	3405500	3406789	2
SL1344_3192	fadH	+	3406960	3408978	2
SL1344_3193	ygjO	-	3409059	3410195	95
SL1344_3194	ygjP	+	3410419	3410778	13
SL1344_3195	ygjQ	+	3410930	3411622	4
SL1344_3196	ygjR	+	3411711	3412709	9
SraF		+	3412774	3412961	1514
SL1344_3197	ygjT	+	3412982	3413950	30
STnc310		-	3414032	3413972	18
SL1344_3198	ygjU	+	3414205	3415449	47
SL1344_3199	yqjA	+	3415899	3416561	83
SL1344_3200	yqjB	+	3416565	3416948	54
SL1344_3201	yqjC	+	3417093	3417461	162
SL1344_3202	yqjE	+	3417811	3418209	103
SL1344_3203	yqjK	+	3418206	3418505	38
SL1344_3204	yqjF	+	3418650	3419135	4
SL1344_3205	yqjG	+	3419203	3420189	9
SL1344_3206	yhaH	+	3420313	3420678	22
SL1344_3207	yhaJ	-	3420717	3421613	48
SL1344_3208	yhaK	+	3421718	3422419	7
SL1344_3209	yhaL	+	3422476	3422607	20
SL1344_3210	yhaN	-	3422720	3424030	4
SL1344_3211	yhaO	-	3424056	3425387	3
SL1344_3212	tdcG	-	3425703	3427067	3
SL1344_3213	tdcE	-	3427137	3429431	3
SL1344_3214	tdcD	-	3429465	3430673	3
SL1344_3215	tdcC	-	3430739	3432070	3
SL1344_3216	tdcB	-	3432091	3433080	5
SL1344_3217	tdcA	-	3433178	3434116	4
SL1344_3220	garK	-	3435915	3437060	2
SL1344_3221	garRb	-	3437158	3438048	1
SL1344_3222	garL	-	3438074	3438790	1
SL1344_3223	garD	+	3439374	3440945	1
SL1344_3224		-	3441185	3442132	17
SL1344_3225	agaR	-	3442143	3442976	36
SL1344_3226	gatY	+	3443310	3444164	1
SL1344_3227		+	3444175	3445089	0
SL1344_3228		+	3445116	3446543	1
SL1344_3229		+	3446530	3447336	0
SL1344_3230		+	3447534	3448805	1
SL1344_3231	gatA	+	3448820	3449284	0
SL1344_3232	gatB	+	3449315	3449599	0
SL1344_3233	gatC	+	3449603	3450976	1
SL1344_3234	gatD	+	3451020	3452063	1
SL1344_3235	gatR	+	3452174	3452947	26
SL1344_3236	yraL	-	3453105	3453968	28
SL1344_3237	yraM	+	3454032	3456074	34
SL1344_3238	yraN	+	3456032	3456427	59
SL1344_3239	yraO	+	3456449	3457039	51
SL1344_3240	yraP	+	3457049	3457624	51
SL1344_3241	yraR	-	3457691	3458359	6
SL1344_3242	yhbO	+	3458457	3458975	1
SL1344_3243	yhbP	-	3458955	3459398	7
SL1344_3244	yhbQ	+	3459436	3459753	48
SL1344_3245	yhbS	-	3459740	3460243	36
SL1344_3246	yhbT	-	3460237	3460761	58
SL1344_3247	yhbU	+	3460978	3461973	1
SL1344_3248	yhbV	+	3461982	3462860	1
SL1344_3249	yhbW	+	3463038	3464045	5
SL1344_3250		-	3464023	3464742	2
SL1344_3251		+	3464901	3465431	1
SL1344_3252	mtr	-	3465492	3466652	10
SL1344_3253	deaD	-	3466890	3468779	126
SL1344_3253A	yrbN	-	3468772	3468852	202
SL1344_3254	nlpI	-	3468958	3469842	776
SL1344_3255	pnp	-	3469952	3472087	277
SraG		-	3472312	3472142	3185
SL1344_3256	rpsO	-	3472329	3472598	8623
SL1344_3257	truB	-	3472749	3473693	166
SL1344_3258	rbfA	-	3473693	3474094	136
SL1344_3259	infB	-	3474315	3476993	244
SL1344_3260	nusA	-	3477018	3478520	246
SL1344_3261	yhbC	-	3478548	3478970	266
SL1344_3262	argG	+	3479628	3480971	5
SL1344_3263		-	3481057	3482121	6
STnc3950		-	3481116	3480987	33
SL1344_3264	secG	-	3482557	3482889	1933
SL1344_3265	glmM	-	3483112	3484449	58
SL1344_3266	folP	-	3484442	3485290	56
SL1344_3267	tnpA_1c	-	3485437	3485895	0
SL1344_3268	ftsH	-	3486106	3488040	383
SL1344_3269	ftsJ	-	3488144	3488770	344
SL1344_3270	yhbY	+	3488897	3489190	532
STnc1660		-	3489247	3489125	234
SL1344_3271	greA	-	3489346	3489822	221
SL1344_3272	dacB	+	3490070	3491503	40
STnc3960		+	3491490	3491592	30
SL1344_3273	obgE	-	3491635	3492807	86
SL1344_3274	yhbE	-	3492823	3493833	121
SL1344_3275	rpmA	-	3493918	3494175	3945
SL1344_3276	rplU	-	3494195	3494506	5113
SL1344_3277	ispB	+	3494764	3495735	89
SL1344_3278	nlp	+	3495967	3496254	44
SL1344_3279	murA	-	3496312	3497571	81
SL1344_3280	yrbA	-	3497625	3497918	120
SL1344_3281	yrbB	-	3498067	3498363	134
SL1344_3282	yrbC	-	3498363	3498998	57
SL1344_3283	yrbD	-	3499017	3499568	55
SL1344_3284	yrbE	-	3499573	3500355	39
SL1344_3285	yrbF	-	3500363	3501175	99
SL1344_3286	yrbG	+	3501430	3502365	54
SL1344_3287	yrbH	+	3502379	3503365	62
SL1344_3288	yrbI	+	3503386	3503952	80
SL1344_3289	yrbK	+	3503949	3504524	71
SL1344_3290	yhbN	+	3504493	3505047	70
SL1344_3291	yhbG	+	3505054	3505779	71
SL1344_3292	rpoN	+	3505827	3507260	99
SL1344_3293	yhbH	+	3507283	3507570	212
STnc3970		-	3507677	3507628	48
SL1344_3294	ptsN	+	3507688	3508179	109
SL1344_3295	yhbJ	+	3508225	3509079	58
SL1344_3296	ptsO	+	3509076	3509348	29
SL1344_3297	yrbL	+	3509597	3510229	6
SL1344_3298	mtgA	-	3510304	3511032	28
SL1344_3299	yhbL	-	3511029	3511682	42
ArcZ		+	3511800	3511917	6116
SL1344_3300	arcB	-	3511909	3514245	32
SL1344_3301	yhcC	-	3514339	3515268	3
SL1344_3302	gltB	+	3515940	3520400	9
SL1344_3303	gltD	+	3520410	3521828	11
SL1344_3304	yhcG	+	3522035	3523138	1
SL1344_3305	codB	+	3523255	3524508	23
SL1344_3306	codA	+	3524495	3525775	22
SL1344_3307	yhcH	-	3525858	3526325	6
SL1344_3308	nanK	-	3526322	3527197	5
SL1344_3309	nanE	-	3527194	3527883	4
SL1344_3310	nanT	-	3527930	3529420	4
SL1344_3311	nanA	-	3529536	3530429	1
SL1344_3312	yhcK	-	3530564	3531355	36
SL1344_3313	sspB	-	3531464	3531964	319
SL1344_3314	sspA	-	3531970	3532608	318
SL1344_3315		-	3532871	3533623	18
STnc3060		+	3533708	3533783	63
SL1344_3316	rpsI	-	3533823	3534215	1966
SL1344_3317	rplM	-	3534231	3534659	2663
SL1344_3318	yhcM	-	3534962	3536086	33
SL1344_3319	yhcB	+	3536273	3536677	185
SL1344_3320	degQ	+	3536834	3538201	41
SL1344_3321	degS	+	3538294	3539364	57
SL1344_3322		-	3539398	3540129	3
SL1344_3323	oadB2	-	3540149	3541450	1
SL1344_3324	oadA2	-	3541466	3543241	0
SL1344_3325		-	3543257	3543511	1
STnc3050		-	3543654	3543529	18
SL1344_3326	ttdB	-	3543667	3544284	2
SL1344_3327	ttdA	-	3544284	3545183	1
SL1344_3328		-	3545216	3546484	0
SL1344_3329		-	3546695	3547360	49
SL1344_3330		-	3547347	3547976	92
SL1344_3331	mdh	-	3548096	3549034	159
SL1344_3332	argR	+	3549448	3549918	260
SL1344_3333	yhcN	+	3550283	3550546	18
SL1344_3334		+	3550650	3550916	13
STnc2100		+	3550903	3550965	62
SL1344_3335	yhcO	-	3550976	3551248	49
SL1344_3336	yhcP	-	3551420	3553387	6
SL1344_3337	yhcQ	-	3553393	3554325	3
SL1344_3338	yhcR	-	3554333	3554536	5
SL1344_3339	yhcS	+	3554718	3555647	8
SL1344_3340	tldD	-	3555770	3557215	51
SL1344_3341	yhdP	-	3557360	3561073	36
SL1344_3342	cafA	-	3561267	3562736	104
SL1344_3343	maf-b	-	3562726	3563319	68
SL1344_3344	mreD	-	3563328	3563819	88
SL1344_3345	mreC	-	3563819	3564871	106
SL1344_3346	mreB	-	3564936	3565979	177
SL1344_3348	yhdA	-	3566287	3568227	31
SL1344_3349	yhdH	+	3568431	3569405	17
SL1344_3350		+	3569518	3570522	11
SL1344_3351		+	3570523	3571122	25
SL1344_3352	accB	+	3571515	3571985	296
SL1344_3353	accC	+	3572086	3573345	422
SL1344_3354	yhdT	+	3573454	3573696	28
SL1344_3355	panF	+	3573686	3575137	30
SL1344_3356	prmA	+	3575149	3576030	30
SL1344_3357	yhdG	+	3576691	3577656	692
SL1344_3358	fis	+	3577682	3577978	500
SL1344_3359	yhdJ	+	3578064	3578948	37
SL1344_3360	yhdU	+	3579031	3579195	146
SL1344_3361		+	3579346	3581445	10
SL1344_3362	envR	-	3581448	3582110	4
SL1344_3363	acrE	+	3582524	3583681	1
SL1344_3364	acrF	+	3583693	3586806	2
SL1344_3365	yhdV	+	3587042	3587263	25
STnc3990		-	3587429	3587262	59
STnc1670		+	3593794	3593896	1
SL1344_3366	yrdA	+	3593964	3594518	19
SL1344_3367	yrdB	-	3594494	3594751	33
SL1344_3368		-	3594748	3595566	41
SL1344_3369	yrdC	-	3595571	3596143	44
SL1344_3370	yrdD	-	3596148	3596690	130
SL1344_3371	smg	-	3596717	3597190	99
SL1344_3372	dprA	-	3597162	3598286	17
SL1344_3373	def	+	3598418	3598927	236
SL1344_3374	fmt	+	3598943	3599890	78
SL1344_3375	fmu	+	3599942	3601231	35
SL1344_3376	sapG	+	3601253	3602629	42
SL1344_3377	mscL	+	3602771	3603184	600
SL1344_3378		-	3603120	3603389	401
SL1344_3379	zntR	-	3603447	3603872	35
SL1344_3380	yhdN	-	3603883	3604251	33
SL1344_3381	rplQ	-	3604359	3604742	3603
SL1344_3382	pez	-	3604783	3605772	4155
SL1344_3383	rpsD	-	3605798	3606418	4318
SL1344_3384	rpsK	-	3606452	3606784	3858
SL1344_3385	rpsM	-	3606858	3607214	5701
SL1344_3386	rpmJb	-	3607361	3607477	10837
SL1344_3387	prlA	-	3607509	3608840	4957
SL1344_3388	rplO	-	3608848	3609282	3250
SL1344_3389	rpmD	-	3609286	3609465	4688
SL1344_3390	rpsE	-	3609469	3609972	2636
SL1344_3391	rl18	-	3609987	3610340	4727
SL1344_3392	rplF	-	3610350	3610883	3528
SL1344_3393	rpsH	-	3610896	3611288	4447
SL1344_3394	rpsN	-	3611322	3611612	4241
SL1344_3395	rplE	-	3611642	3612181	6641
SL1344_3396	rplX	-	3612196	3612510	6962
SL1344_3397	rplN	-	3612521	3612892	4065
SL1344_3398	rpsQ	-	3613056	3613310	4578
SL1344_3399	rpmC	-	3613310	3613501	5387
SL1344_3400	rplP	-	3613501	3613911	2941
SL1344_3401	rpsC	-	3613924	3614625	2894
SL1344_3402	rplV	-	3614643	3614975	3451
SL1344_3403	rpsS	-	3614990	3615268	5512
SL1344_3404	rplB	-	3615285	3616106	1816
SL1344_3405	rplW	-	3616124	3616426	3755
SL1344_3406	rplD	-	3616423	3617028	2728
SL1344_3407	rplC	-	3617039	3617668	3023
SL1344_3408	rpsJ	-	3617701	3618012	3656
SL1344_3409	hopD	+	3618392	3618859	2
SL1344_3410	bfr	-	3618856	3619332	192
SL1344_3411	bfd	-	3619405	3619599	403
STnc4000		+	3619657	3619755	14
SL1344_3412	tufA	-	3619784	3620968	558
SL1344_3413	fusA	-	3621040	3623154	1460
SL1344_3414	rpsG	-	3623251	3623721	1883
SL1344_3415	rpsL	-	3623817	3624191	2542
SL1344_3416	yheL	-	3624317	3624604	78
SL1344_3417	yheM	-	3624612	3624968	53
SL1344_3418	yheN	-	3624968	3625354	74
SL1344_3419	yheO	-	3625354	3626088	103
SL1344_3420	fkpA	-	3626353	3627171	249
SL1344_3421	slyX	+	3627391	3627609	149
SL1344_3422	slyD	-	3627797	3628387	408
SL1344_3423	yheV	-	3628482	3628682	33
SL1344_3424	kefB	-	3628693	3630498	17
SL1344_3425	yheR	-	3630498	3631049	18
SL1344_3426	yheS	+	3631315	3633222	37
SL1344_3427		+	3633385	3633606	18
STnc1590		-	3633424	3633247	1776
SL1344_3428		-	3633608	3633919	52
SL1344_3429	yheT	+	3634117	3635184	36
SL1344_3430	yheU	+	3635181	3635399	24
SL1344_3431	prkB	+	3635451	3636320	28
SL1344_3432	yhfA	-	3636416	3636820	78
SL1344_3433	crp	+	3637128	3637760	243
SL1344_3434	yhfK	+	3637809	3639896	48
SL1344_3435	argDb	-	3639939	3641156	13
SL1344_3436	pabA	-	3641242	3641805	14
SL1344_3437	fic	-	3641837	3642439	15
SL1344_3438	yhfG	-	3642429	3642596	22
SL1344_3439	ppiA	-	3642705	3643277	84
SL1344_3440	yhfC	+	3643554	3644735	85
SL1344_3441	nirB	+	3644998	3647541	3
SL1344_3442	nirD	+	3647538	3647864	5
SL1344_3443	nirC	+	3648130	3648939	5
SL1344_3444	cysG	+	3648951	3650324	14
SL1344_3445	bigA	+	3650653	3656547	1
SL1344_3446	tnpA_1d	-	3656679	3657137	0
STnc340		-	3657403	3657275	37
SL1344_3447	yhfL	+	3657451	3657621	96
SL1344_3448	trpS	-	3657766	3658770	131
SL1344_3449	gph	-	3658763	3659521	112
SL1344_3450	rpe	-	3659514	3660191	52
SL1344_3451	dam	-	3660209	3661045	136
SL1344_3452	damX	-	3661226	3662503	188
SL1344_3453	aroB	-	3662601	3663689	262
SL1344_3454	aroK	-	3663746	3664267	393
SL1344_3455	comE	-	3664732	3665970	5
SL1344_3456	comD	-	3665885	3666286	4
SL1344_3457	comC	-	3666276	3666749	2
SL1344_3458	comB	-	3666733	3667272	1
SL1344_3459	comA	-	3667272	3668051	2
SL1344_3460	mrcA	+	3668148	3670724	41
SL1344_3461	nudE	-	3670820	3671383	46
SL1344_3462	igaA	+	3671706	3673838	36
SL1344_3463	yrfG	+	3673903	3674571	56
SL1344_3464	hslR	+	3674582	3674983	86
SL1344_3465	hslO	+	3675002	3675886	57
SL1344_3466	yhgE	-	3675996	3677705	5
SL1344_3467	pckA	+	3678085	3679704	81
SL1344_3468	envZ	-	3679779	3681014	37
SL1344_3469	ompR	-	3681128	3681847	79
SL1344_3470	greB	+	3682073	3682546	24
SL1344_3471	yhgF	+	3682648	3684975	30
STnc760		-	3685117	3684975	68
SL1344_3472	feoA	+	3685412	3685639	64
SL1344_3473	feoB	+	3685658	3687976	39
SL1344_3474	yhgG	+	3687989	3688225	110
SL1344_3475		+	3688460	3689374	9
SL1344_3476	bioH	-	3689410	3690180	29
SL1344_3477	comF	+	3690218	3690901	17
SL1344_3478	yhgI	+	3690960	3691535	160
SL1344_3479	gntT	+	3691960	3693228	12
SL1344_3480	malQ	-	3693347	3695425	19
SL1344_3481	malP	-	3695435	3697828	20
SL1344_3482	malT	+	3698422	3701127	43
SL1344_3483		-	3701215	3701490	50
SL1344_3484		-	3701493	3701753	263
SL1344_3485	rtcA	-	3701862	3702881	5
SL1344_3486	rtcB	-	3702885	3704102	7
SL1344_3487		-	3704447	3706000	2
SL1344_3488	rtcR	+	3706190	3707773	16
SL1344_3489	glpR	-	3707770	3708528	69
SL1344_3491	glpG	-	3708622	3709452	74
SL1344_3492	glpE	-	3709528	3709854	99
SL1344_3493	glpD	+	3710053	3711561	758
SL1344_3494		-	3711608	3712153	3
SL1344_3495		-	3712163	3713623	8
SL1344_3496		-	3713816	3714925	5
SL1344_3497		+	3715263	3716597	1
SL1344_3498		+	3716594	3718309	0
SL1344_3499		+	3718353	3719258	2
SL1344_3500		-	3719302	3720057	34
SL1344_3501	glgP	-	3720235	3722682	18
SL1344_3502	glgA	-	3722702	3724135	13
SL1344_3503	glgC	-	3724135	3725430	9
SL1344_3504	glgX	-	3725445	3727421	9
