locus_tag	common gene name	strand	start	end	NonSPI2	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_1538	tehB	-	1655215	1655811	58	46	38	42	39	16	67
SL1344_1539	tehA	-	1655798	1656811	29	18	24	21	22	10	64
SL1344_1540	ydcK	+	1656918	1657898	8	12	11	11	24	5	20
SL1344_1541	rimL	-	1657895	1658434	14	16	16	16	25	10	15
SL1344_1542		+	1658651	1659769	1	1	1	1	1	1	1
SL1344_1543		+	1659766	1660047	0	0	0	0	2	0	0
SL1344_1544		+	1660058	1661371	2	4	2	3	4	1	2
SL1344_1545		+	1661385	1662191	1	2	3	3	3	1	1
RyjB		-	1662282	1662190	1028	2034	1226	1630	853	1101	1180
SL1344_1546		+	1662323	1662760	4	3	4	4	7	1	2
SL1344_1547		+	1662772	1663404	2	6	4	5	3	1	1
SL1344_1548		+	1663420	1664211	9	13	11	12	18	14	18
SL1344_1549	aac	+	1664211	1664648	9	16	16	16	23	27	31
SL1344_1550		-	1664695	1665897	5	3	2	2	3	2	4
SL1344_1551		-	1665909	1666484	8	4	3	3	3	1	5
SL1344_1552	ydcG	-	1666680	1668335	43	26	24	25	21	4	15
SL1344_1553		-	1668555	1670063	15	16	13	14	17	3	8
SL1344_1554		-	1670112	1671455	5	5	6	6	11	2	5
SL1344_1555	ydcI	+	1671748	1672671	69	55	52	54	60	103	126
SL1344_1556	trg	-	1672732	1674357	66	2	3	2	6	23	25
SL1344_1557	adhC	-	1674526	1675644	25	33	26	30	43	54	19
SL1344_1558		-	1675676	1675951	47	27	24	25	30	378	18
SL1344_1559	steB	+	1676474	1676875	17	27	31	29	31	6	20
SL1344_1560		-	1677004	1677720	1	68	56	62	266	6	7
SL1344_1561	sseJ	+	1678146	1679372	2	740	532	636	667	180	75
SL1344_1562		-	1679493	1679837	12	23	28	26	22	7	12
SL1344_1563		+	1680744	1681505	57	631	507	569	166	5	12
SL1344_1564		+	1681512	1682159	32	215	220	218	82	7	13
SL1344_1565		+	1682184	1682915	8	71	50	61	14	1	3
SL1344_1566		+	1682912	1683592	4	32	26	29	12	1	3
SL1344_1567		+	1683729	1685279	9	22	22	22	37	6	10
SL1344_1568		+	1685743	1686405	347	107	86	96	20	14	14
RydC		+	1686526	1686591	27321	8946	13176	11061	10270	30174	34991
SL1344_1569	cybB	-	1686676	1687206	53	39	47	43	36	5	35
SL1344_1570	ydcF	-	1687323	1688123	29	20	18	19	26	7	15
SL1344_1571	hrpA	-	1688187	1692089	28	15	13	14	19	16	17
SL1344_1572	acpD	+	1692290	1692895	12	12	18	15	8	6	9
SL1344_1573		-	1692892	1693341	34	42	44	43	68	11	41
SL1344_1574	ydbL	-	1693484	1693807	23	20	15	18	18	4	16
SL1344_1575	ynbE	-	1693815	1694006	23	28	23	25	16	5	15
SL1344_1576	ydbH	-	1694006	1696642	17	22	22	22	24	6	17
SL1344_1577	ldhA	+	1696882	1697871	39	78	62	70	102	25	66
SL1344_1578	hslJ	+	1697982	1698392	14	21	21	21	21	14	18
SL1344_1579		-	1698436	1698591	55	88	90	89	127	2	27
SL1344_1580		+	1698618	1698917	10	21	16	18	62	36	58
SL1344_1581	nifJ	+	1698978	1702502	10	16	14	15	33	6	16
MicC		-	1702639	1702531	251	147	148	148	132	68	123
SL1344_1582	ynaF	+	1702984	1703418	59	26	24	25	24	167	71
SL1344_1583		-	1703468	1703806	166	136	116	126	253	157	231
SL1344_1584		+	1703907	1704110	52	38	28	33	30	5	7
SL1344_1585	ydaO	+	1704162	1705097	34	29	28	28	22	4	13
SL1344_1586	dbpA	-	1705141	1706514	18	23	20	22	43	5	10
FnrS		-	1706905	1706784	59	50	61	56	61	32	104
SL1344_1587	zntB	-	1707001	1707984	23	19	24	21	33	11	26
SL1344_1588		-	1708130	1709284	41	28	32	30	49	10	139
SL1344_1589	ydaL	-	1709695	1710258	46	50	46	48	59	22	50
SL1344_1590	ogt	+	1710516	1711031	39	36	38	37	52	25	52
SL1344_1591	fnr	+	1711227	1711979	385	225	241	233	283	282	288
SL1344_1592	ydaA	+	1712130	1713077	114	120	98	109	184	121	139
SL1344_1593	ynaJ	-	1713132	1713386	365	255	242	248	299	427	372
SL1344_1594	ynaI	+	1713625	1714656	15	15	13	14	16	10	21
SL1344_1595		-	1714742	1715344	22	20	21	21	22	17	28
SL1344_1596		+	1715388	1716074	6	5	5	5	4	3	3
SL1344_1597		-	1716546	1717103	2	2	3	2	2	2	3
SL1344_1598		-	1717202	1718032	2	1	2	1	5	0	4
SL1344_1599		-	1718053	1720035	1	1	1	1	1	1	1
SL1344_1600		-	1720110	1720955	1	1	1	1	4	1	4
SL1344_1601		+	1721249	1722107	4	2	2	2	2	1	4
SL1344_1602		+	1722495	1723607	304	479	471	475	625	221	266
SL1344_1603		-	1723821	1724075	16	11	8	10	14	21	16
SL1344_1604		-	1724186	1724776	9	9	6	8	8	10	8
SL1344_1605		+	1724854	1725567	10	9	9	9	9	10	11
SL1344_1606		-	1725658	1726527	38	47	44	45	44	13	53
SL1344_1607		-	1726801	1727706	9	5	6	5	9	4	7
SL1344_1608		+	1727825	1728754	1	1	1	1	2	1	1
SL1344_1609	mppA	-	1728851	1730464	36	37	34	36	54	20	39
SL1344_1610	ycjI	+	1730654	1731382	23	12	14	13	13	6	22
SL1344_1611	ycjG	-	1731357	1732322	15	34	31	32	65	15	12
SL1344_1612	tpx	+	1732438	1732944	685	580	515	547	409	417	565
SL1344_1613	tyrR	-	1733034	1734575	33	26	24	25	31	26	29
SL1344_1614	ycjF	-	1734723	1735784	17	39	34	37	19	5	29
SL1344_1615	ycjX	-	1735781	1737184	18	45	33	39	20	4	28
SL1344_1616	pspE	-	1737327	1737641	54	497	372	435	244	85	117
SL1344_1617	pspD	-	1737717	1737935	19	30	23	26	33	20	19
SL1344_1618	pspC	-	1737958	1738317	17	31	25	28	28	22	23
SL1344_1619	pspB	-	1738317	1738541	20	27	17	22	33	37	29
SL1344_1620	pspA	-	1738601	1739269	37	48	32	40	33	33	27
SL1344_1621	pspF	+	1739440	1740420	9	6	6	6	6	8	6
SL1344_1622	sapA	+	1740532	1742181	30	24	20	22	24	3	20
SL1344_1623	sapB	+	1742349	1743143	19	18	19	18	23	2	14
SL1344_1624	sapC	+	1743130	1744020	25	19	20	19	19	4	13
SL1344_1625	sapD	+	1744020	1745012	30	20	18	19	18	3	11
SL1344_1626	sapF	+	1745014	1745820	17	12	13	12	17	3	5
SL1344_1627		-	1745836	1746543	32	19	23	21	29	10	25
SL1344_1628	steC	-	1747010	1748383	4	980	732	856	373	55	98
SL1344_1629		+	1748418	1748597	2	631	353	492	475	61	60
SL1344_1630	ycjE	+	1748572	1748871	21	315	253	284	169	34	42
SL1344_1631	fabI	+	1748989	1749777	258	674	609	641	282	76	105
SL1344_1632	yciW	+	1749977	1751110	75	26	36	31	42	24	28
SL1344_1633	rnb	+	1751199	1753133	142	98	92	95	55	17	34
SL1344_1634	yciR	+	1753395	1755377	10	12	10	11	20	12	31
SL1344_1635		+	1755466	1755678	68	71	52	61	48	64	74
SL1344_1636	yciT	+	1755765	1756517	54	38	36	37	31	13	57
SL1344_1637	osmB	+	1756776	1756994	22	44	31	38	99	18	35
SL1344_1638	yciH	-	1757114	1757440	48	34	31	32	28	6	10
SL1344_1639	pyrF	-	1757440	1758177	39	32	29	31	35	8	15
SL1344_1640	yciM	-	1758368	1759483	71	55	46	51	63	6	57
SL1344_1641	yciS	-	1759544	1759852	132	97	130	113	113	57	117
SL1344_1642	pgpB	-	1760002	1760766	26	25	29	27	49	17	34
SL1344_1643	ribA	+	1760962	1761552	60	53	53	53	44	35	42
SL1344_1644	acnA	-	1761608	1764283	21	24	20	22	43	212	42
SL1344_1644A	ymiA	-	1764839	1764967	156	121	134	127	109	217	52
SL1344_1645	cysB	-	1765260	1766234	66	36	37	37	36	73	45
SL1344_1646	topA	-	1766645	1769242	80	49	45	47	43	7	23
SL1344_1647	yciN	+	1769645	1769896	109	92	85	88	127	99	82
SL1344_1648	sohB	-	1769938	1770984	46	52	49	50	44	30	32
SL1344_1649	yciK	+	1771222	1771983	47	25	26	26	18	5	12
SL1344_1650	btuR	+	1771980	1772570	53	42	38	40	31	33	34
SL1344_1651	yciL	-	1772657	1773532	90	44	48	46	29	9	24
SL1344_1652	yciO	-	1773633	1774253	45	44	44	44	51	29	47
SL1344_1653	trpH	-	1774261	1775142	38	33	32	33	38	43	35
SL1344_1654	trpE	+	1775403	1776965	46	33	27	30	9	30	6
SL1344_1655	trpD	+	1776965	1778560	55	38	31	34	10	12	7
SL1344_1656	trpC	+	1778564	1779922	76	50	42	46	16	14	12
SL1344_1657	trpB	+	1779932	1781125	77	60	52	56	20	16	14
SL1344_1658	trpA	+	1781125	1781931	69	65	57	61	17	17	15
SL1344_1659	yciG	+	1782411	1782593	11	56	40	48	424	17	49
SL1344_1660	yciF	+	1782683	1783186	5	7	5	6	19	1	8
SL1344_1661	yciE	+	1783260	1783766	3	5	4	4	13	1	3
SL1344_1662	katN	+	1783786	1784664	11	13	10	12	14	7	14
STnc2030		+	1784673	1784725	8	6	5	5	10	3	20
SL1344_1663	ompW	-	1784746	1785384	17	33	28	30	27	22	26
SL1344_1664		+	1785722	1786126	51	33	40	37	52	13	47
SL1344_1665	yciC	+	1786152	1786895	85	107	107	107	148	43	52
SL1344_1666	ispZ	+	1786952	1787491	100	114	112	113	138	25	84
SL1344_1667	yciA	+	1787652	1788053	72	60	52	56	59	13	27
SL1344_1668	tonB	-	1788113	1788841	83	15	9	12	7	26	23
SL1344_1669	yciI	+	1789065	1789361	131	101	109	105	96	27	67
STnc1270		-	1789691	1789368	329	521	509	515	610	211	330
SL1344_1670	cls	+	1789721	1791181	24	13	12	12	16	6	17
SL1344_1671	yciU	+	1791215	1791544	137	99	80	89	84	15	50
SL1344_1672		-	1791592	1792374	14	19	17	18	26	6	18
SL1344_1673	oppF	-	1792476	1793480	50	41	40	40	57	19	35
SL1344_1674	oppD	-	1793477	1794484	25	21	18	19	26	2	8
SL1344_1675	oppC	-	1794496	1795404	27	20	18	19	28	4	12
SL1344_1676	oppB	-	1795419	1796339	28	19	20	19	36	5	16
SL1344_1677	oppA	-	1796461	1798092	51	63	46	54	91	18	25
SL1344_1678		+	1798160	1798474	2	4	6	5	5	1	5
STnc3580		+	1798747	1798826	108	46	33	39	39	184	217
SL1344_1679	ychE	-	1798857	1799504	14	12	18	15	10	2	7
SL1344_1680	adh	+	1799981	1802659	106	96	92	94	95	60	17
SL1344_1681	tdk	-	1802856	1803473	63	46	51	48	51	21	56
SL1344_1682	hns	+	1804136	1804549	3452	3009	2581	2795	1984	803	2999
SL1344_1683	galU	-	1804681	1805589	90	101	94	97	92	36	61
SL1344_1684	hnr	-	1805792	1806805	57	47	39	43	61	10	39
SL1344_1685	ychK	-	1806896	1807801	66	56	53	54	73	13	39
SL1344_1686	ychJ	+	1807912	1808370	94	72	66	69	43	14	39
SL1344_1687	purU	+	1808421	1809263	122	91	83	87	48	19	34
SL1344_1688		-	1810579	1812054	11	11	11	11	25	6	15
STnc3600		+	1812121	1812328	66	24	24	24	57	89	81
SL1344_1689	narI	-	1812350	1813027	4	5	4	5	5	2	3
SL1344_1690	narJ	-	1813027	1813737	2	2	1	1	2	1	3
SL1344_1691	narH	-	1813734	1815269	1	2	1	1	2	1	1
SL1344_1692	narG	-	1815266	1819009	1	1	1	1	1	0	1
SL1344_1693	narK	-	1819397	1820794	1	1	1	1	4	1	9
STnc2040		-	1819414	1819352	60	83	37	60	138	74	170
SL1344_1694	narX	+	1821135	1822931	13	10	11	11	14	2	10
SL1344_1695	narL	+	1822924	1823574	17	24	18	21	26	11	21
SL1344_1696	ychP	-	1823575	1824999	18	18	16	17	34	10	23
SL1344_1697	ychN	+	1825176	1825529	84	81	69	75	74	51	59
SL1344_1698	chaB	-	1825609	1825839	82	155	210	183	204	24	85
SL1344_1699	chaA	+	1826106	1827206	45	15	19	17	21	6	17
SL1344_1700	kdsA	-	1827260	1828114	96	107	95	101	105	25	48
SL1344_1701	ychA	-	1828152	1828961	82	71	64	67	50	7	36
SL1344_1702	sirC	-	1828965	1829354	49	33	25	29	28	3	24
SL1344_1703	hemK	-	1829351	1830184	28	18	14	16	9	3	11
SL1344_1704	prfA	-	1830184	1831266	54	29	28	29	15	8	22
SL1344_1705	hemA	-	1831307	1832563	88	59	50	55	66	76	72
SL1344_1706	hemM	+	1832877	1833500	34	38	31	35	25	3	20
SL1344_1707	ipk	+	1833497	1834348	154	190	154	172	99	11	38
SL1344_1708	prs	+	1834614	1835561	301	286	277	281	104	26	31
SL1344_1709	ychM	+	1835710	1837371	10	12	12	12	6	3	6
SL1344_1710	ychH	-	1837416	1837694	13	6	13	9	31	251	10
SL1344_1711	pth	+	1837970	1838554	42	32	27	30	28	8	14
SL1344_1712	ychF	+	1838671	1839762	74	57	51	54	46	34	38
SL1344_1713		-	1839921	1841186	25	10	12	11	13	14	21
SL1344_1714	hyaA	+	1841681	1842799	0	0	0	0	0	0	0
SL1344_1715		+	1842796	1844589	1	1	2	1	2	1	1
SL1344_1716	hyaC	+	1844608	1845339	1	1	1	1	1	0	1
SL1344_1717	hyaD	+	1845336	1845932	1	1	1	1	1	0	1
SL1344_1718	hyaE	+	1845922	1846326	1	0	1	1	1	0	0
SL1344_1719	hyaF	+	1846323	1847171	1	1	0	1	1	0	1
SL1344_1720	appC	+	1847246	1848790	1	1	1	1	1	0	1
SL1344_1721	appB	+	1848802	1849938	1	2	2	2	3	0	2
SL1344_1722		+	1849951	1850040	29	51	31	41	41	41	64
SL1344_1723		+	1850384	1851709	5	6	6	6	16	12	14
STnc3610		-	1850400	1850045	127	102	83	93	109	47	136
SL1344_1724	treA	+	1851923	1853635	9	33	29	31	78	5	7
SL1344_1725	ymgE	-	1853698	1853952	20	65	69	67	256	22	72
SL1344_1726	ycgR	+	1854121	1854855	144	5	3	4	23	10	59
SL1344_1727	emtA	-	1854869	1855480	28	22	23	22	15	2	10
SL1344_1728	ldcA	+	1855651	1856565	20	23	24	24	42	10	25
SL1344_1729	cvrA	+	1856662	1858395	79	34	39	36	49	24	87
SL1344_1730	alr-a	-	1858458	1859528	6	9	7	8	24	20	34
SL1344_1731	dadA	-	1859542	1860840	5	7	9	8	34	48	39
SL1344_1732	ycgB	+	1861169	1862695	10	37	33	35	95	27	53
SL1344_1733	fadR	-	1862742	1863461	68	73	70	71	141	72	79
SL1344_1734	nhaB	+	1863681	1865225	54	34	38	36	28	13	33
SL1344_1735	dsbB	+	1865367	1865897	201	254	270	262	181	47	142
SL1344_1736		+	1866006	1866347	4	5	4	5	4	6	287
SL1344_1737		-	1866419	1866592	86	110	108	109	307	246	208
STnc3620		+	1866668	1866747	20	45	29	37	122	33	51
SL1344_1738		-	1866784	1866921	45	100	103	102	252	118	130
SL1344_1739	ycgN	-	1867273	1867734	81	46	45	45	28	5	27
SL1344_1740	ycgM	-	1867812	1868471	69	42	42	42	39	18	39
SL1344_1741	ycgL	-	1868521	1868853	133	99	64	81	78	72	104
SL1344_1742	minC	+	1868940	1869647	163	89	80	84	59	12	67
SL1344_1743	minD	+	1869671	1870483	233	142	146	144	96	50	123
SL1344_1744	minE	+	1870487	1870753	304	213	197	205	126	135	209
SL1344_1745	rnd	-	1870875	1872002	10	8	7	7	7	2	6
SL1344_1746	tnpA_1a	-	1872138	1872596	0	0	0	0	0	0	0
SL1344_1747	fadD	-	1872787	1874472	22	16	13	14	11	38	12
SL1344_1748	yeaY	-	1874677	1875258	56	42	34	38	60	13	23
SL1344_1749	yeaZ	-	1875330	1876025	91	42	52	47	31	4	25
SL1344_1750	yoaA	-	1876083	1877993	24	17	14	16	15	2	9
SL1344_1751	yoaB	+	1878124	1878468	564	450	409	429	445	198	360
SL1344_1752	yoaH	-	1878474	1878653	89	89	62	76	149	104	86
SL1344_1753	pabB	+	1878734	1880098	35	41	39	40	57	8	24
SL1344_1754	yeaB	+	1880102	1880680	19	22	22	22	35	3	12
SL1344_1755	sdaA	+	1880944	1882308	21	25	23	24	34	6	17
SL1344_1756		+	1882446	1884047	3	7	7	7	33	1	9
SL1344_1757	yoaE	-	1884069	1885628	9	15	14	15	7	1	9
SL1344_1759		+	1886101	1887069	298	88	84	86	81	206	27
SL1344_1760		+	1887122	1887922	212	61	62	61	42	81	18
SL1344_1761		+	1887926	1888786	252	107	110	108	86	205	42
SL1344_1762		+	1888844	1889302	22	10	11	10	12	3	5
SL1344_1763	yebN	+	1889712	1890278	23	12	19	16	27	1	10
SL1344_1764	rrmA	-	1890275	1891084	23	21	21	21	9	2	6
SL1344_1765	ftsI2	-	1891150	1892895	9	8	8	8	7	2	4
SL1344_1766	cspC	-	1893115	1893324	6113	5633	6114	5874	2267	307	1915
SL1344_1767	yobF	-	1893337	1893480	5522	4262	3746	4004	2570	307	1233
STnc3630		+	1894039	1894125	17	56	47	52	125	56	112
SL1344_1768		-	1894129	1894416	269	851	799	825	743	515	265
SL1344_1769	yobG	-	1894487	1894630	887	3661	3704	3682	4639	3169	1053
SL1344_1770		+	1894788	1895027	34	67	59	63	115	66	65
SL1344_1771	kdgR	-	1895239	1896030	119	106	96	101	85	105	96
SL1344_1772		+	1896206	1897579	7	8	6	7	11	4	14
SL1344_1773	htpX	-	1897627	1898508	117	56	56	56	39	39	55
SL1344_1774	prc	-	1898702	1900750	157	124	115	119	78	18	62
SL1344_1775	proQ	-	1900770	1901456	334	266	210	238	169	28	97
SL1344_1776	yebR	-	1901554	1902138	285	433	381	407	310	339	265
SL1344_1777	yebS	+	1902180	1903463	27	40	38	39	109	20	47
SL1344_1778		+	1903426	1906065	25	32	33	32	48	4	28
SL1344_1779	yebU	+	1906143	1907582	25	16	16	16	12	2	5
SL1344_1780		+	1907697	1907936	120	522	526	524	1298	99	286
SL1344_1781	yebW	+	1908047	1908238	24	57	44	50	137	29	80
SL1344_1782	pphA	-	1908257	1908907	6	26	25	25	41	1	10
SL1344_1783		-	1909131	1909295	99	606	704	655	1687	233	92
SL1344_1784	sopE2	-	1909580	1910302	25	3	3	3	12	3	13
SL1344_1785		+	1910986	1911381	3	6	7	6	15	3	6
SL1344_1786		+	1911711	1912187	30	30	51	40	52	21	26
SL1344_1787		-	1912575	1912994	172	191	151	171	88	20	146
SL1344_1788		+	1913364	1913633	19	27	24	25	49	12	38
STnc1130		-	1913755	1913615	88	91	95	93	248	55	171
SL1344_1789		+	1913799	1914048	39	90	88	89	110	27	63
SL1344_1790		-	1914085	1915279	1	1	1	1	2	1	2
SL1344_1791		+	1915403	1915771	3	2	2	2	4	2	2
STnc3640		+	1915824	1916082	40	41	31	36	60	50	137
SL1344_1792		-	1916257	1916457	6	8	5	6	13	4	6
SL1344_1793	pagO	+	1917075	1917989	16	106	129	118	146	14	15
SL1344_1794		+	1918122	1918280	35	186	259	223	188	3	17
SL1344_1795		+	1918290	1918904	12	81	101	91	65	2	5
SL1344_1796		-	1919231	1919377	4	36	30	33	130	1	4
SL1344_1797	pagM	-	1919657	1919839	16	575	468	522	3823	106	66
SL1344_1798		+	1920177	1920299	2	5	5	5	2	1	2
SL1344_1799	pagK	+	1920747	1920947	84	1439	2000	1720	3526	426	243
SL1344_1800	mig-3	-	1921044	1921925	1	1	1	1	2	1	2
SL1344_1801		-	1922080	1922343	2	3	3	3	7	2	4
SL1344_1802		+	1922651	1922818	180	33	29	31	59	1314	338
SL1344_1803		-	1923075	1923608	0	2	0	1	1	0	0
SL1344_1804		-	1923662	1923892	2	0	2	1	2	0	1
SL1344_1805		+	1923923	1924576	2	1	2	2	0	0	0
SL1344_1806		+	1924594	1925490	5	5	2	3	7	3	6
SraC		+	1925543	1925853	495	767	460	614	763	2010	1956
SdsR		-	1925723	1925621	1708	5463	6646	6055	44161	2265	2425
SL1344_1807		-	1925864	1926217	64	57	49	53	35	8	32
SL1344_1808		-	1926234	1927109	89	52	46	49	42	15	55
SL1344_1809	yobA	-	1927110	1927490	68	58	57	58	44	75	55
SL1344_1810	holE	+	1927622	1927852	100	85	62	74	55	4	23
SL1344_1811		+	1927960	1928616	28	33	31	32	68	18	28
SL1344_1812	exoX	+	1928640	1929338	53	43	40	41	42	11	34
SL1344_1813	opdB	-	1929373	1931424	22	26	23	25	41	15	27
STnc1690		+	1931455	1931546	776	379	359	369	161	348	451
SL1344_1814	yebE	-	1931637	1932296	42	23	22	23	33	121	44
SL1344_1815	yebF	-	1932390	1932743	135	198	166	182	328	407	126
SL1344_1816	yebG	-	1932811	1933101	74	53	45	49	58	866	129
SL1344_1817	purT	+	1933232	1934410	68	45	40	43	17	7	6
SL1344_1818	eda	-	1934510	1935151	53	81	61	71	58	12	21
SL1344_1819	edd	-	1935189	1937000	19	16	12	14	10	4	6
SL1344_1820	zwf	-	1937235	1938710	67	57	53	55	51	29	27
STnc200		-	1937244	1937130	150	168	155	161	135	179	157
SL1344_1821	hexR	+	1939052	1939921	22	21	15	18	20	10	17
SL1344_1822	pykA	+	1940045	1941487	52	57	50	54	43	17	30
SL1344_1823	msbB	-	1941560	1942531	43	38	32	35	55	43	34
SL1344_1824	yebA	-	1942648	1943967	52	35	34	35	33	5	13
SL1344_1825	znuA	-	1943983	1944984	61	28	26	27	21	8	13
SL1344_1826	znuC	+	1945006	1945761	27	19	16	18	15	11	13
SL1344_1827	znuB	+	1945758	1946543	22	14	14	14	14	2	12
SL1344_1828	ruvB	-	1946622	1947551	48	32	36	34	29	11	27
SL1344_1829	ruvA	-	1947641	1948252	68	55	51	53	44	54	60
SL1344_1830		+	1948585	1949567	4	4	2	3	8	2	10
SL1344_1830A		-	1949628	1950061	1	1	1	1	2	2	4
SL1344_1832	yebB	+	1950194	1950793	7	4	6	5	9	4	9
SL1344_1833	ruvC	-	1950795	1951316	170	132	119	125	33	7	15
SL1344_1834	yebC	-	1951353	1952093	139	171	144	157	84	16	26
SL1344_1835	ntpA	-	1952123	1952575	210	224	178	201	103	25	27
SL1344_1836	aspS	-	1952678	1954450	119	121	121	121	72	17	20
SL1344_1837	yecD	+	1954775	1955341	25	29	29	29	49	5	19
SL1344_1838	yecE	+	1955338	1956156	17	18	12	15	21	2	8
SL1344_1839	yecN	+	1956209	1956604	116	107	109	108	173	73	100
SL1344_1840	yecO	+	1956645	1957388	79	52	56	54	43	6	32
SL1344_1841	yecP	+	1957385	1958356	50	30	26	28	27	2	18
SL1344_1842	cutC	-	1958592	1959338	19	20	19	19	16	3	6
RyeF		-	1958819	1958513	43	66	66	66	393	22	32
SL1344_1843	yecM	-	1959358	1959927	31	27	37	32	17	3	10
SL1344_1844	argS	+	1960164	1961897	57	49	50	50	28	9	13
SL1344_1845		+	1962086	1963957	2	3	2	2	3	1	2
SL1344_1846		-	1964011	1965150	12	10	7	8	7	2	5
SL1344_1847	flhE	-	1965387	1965779	46	11	8	9	15	8	8
SL1344_1848	flhAa	-	1965779	1967857	55	10	10	10	13	3	5
SL1344_1849	flhB	-	1967850	1969001	103	16	16	16	22	3	7
SL1344_1850	cheZ	-	1969195	1969839	260	16	11	13	55	25	140
SL1344_1851	cheY	-	1969850	1970239	298	17	16	16	81	58	193
SL1344_1852	cheB	-	1970257	1971306	202	6	7	6	39	26	153
SL1344_1853	cheR	-	1971303	1972169	201	4	6	5	40	72	165
SL1344_1854	cheM	-	1972323	1973984	247	5	6	6	76	242	292
SL1344_1855	cheW	-	1974221	1974724	559	21	27	24	159	138	1000
SL1344_1856	cheA	-	1974745	1976760	287	6	9	7	60	33	268
SL1344_1857	motB	-	1976765	1977694	261	5	7	6	49	49	247
SL1344_1858	motA	-	1977691	1978521	238	4	8	6	67	75	345
SL1344_1859	flhC	-	1978703	1979281	258	129	119	124	117	258	465
SL1344_1860	flhD	-	1979284	1979634	256	166	140	153	87	26	123
SL1344_1861	yecG	+	1980421	1980849	38	53	46	49	64	138	51
SL1344_1862	otsA	-	1980867	1982288	18	40	42	41	132	14	44
SL1344_1863	otsB	-	1982263	1983066	18	39	47	43	148	23	61
SL1344_1864	araH	-	1983700	1984257	4	7	5	6	8	7	5
SL1344_1865	ftnB	+	1984808	1985311	14	30	28	29	50	5	31
SL1344_1866		-	1985490	1986128	7	8	9	8	15	5	10
SL1344_1867		+	1986384	1986719	95	15	20	17	22	16	10
SL1344_1868	ftn	+	1986959	1987456	101	440	426	433	794	70	76
SL1344_1869	yecH	-	1987502	1987741	4	3	5	4	2	8	2
SL1344_1870	tyrP	+	1987968	1989179	15	15	16	15	10	4	6
SL1344_1871	yecA	-	1989254	1989919	40	19	25	22	24	28	35
SL1344_1872		-	1990157	1990462	103	167	139	153	126	55	83
SL1344_1873		-	1990696	1992135	12	26	24	25	16	8	8
SL1344_1874		-	1992348	1992680	90	527	517	522	393	160	89
SL1344_1874A		-	1992726	1992853	14	5	3	4	4	0	3
STnc2180		-	1992913	1992863	4596	1321	1763	1542	2448	153	1917
SL1344_1875	pgsA	-	1993381	1993929	96	70	71	70	66	38	88
SL1344_1876	uvrC	-	1993986	1995818	35	18	21	20	17	7	33
SL1344_1877	sirA	-	1995815	1996471	97	79	70	75	91	47	113
SL1344_1878	yecF	+	1996935	1997159	163	112	190	151	52	16	37
SL1344_1879	sdiA	-	1997226	1997948	46	8	6	7	11	123	173
SL1344_1880	yecC	-	1998180	1998932	56	27	28	28	26	9	32
SL1344_1881	yecS	-	1998929	1999597	39	24	22	23	23	8	26
SL1344_1882	dcyD	-	1999618	2000604	33	21	22	22	22	11	18
SL1344_1883	fliY	-	2000758	2001558	205	115	100	107	108	90	161
SL1344_1884	fliZ	-	2001705	2002256	257	29	32	31	57	193	268
SL1344_1885	fliA	-	2002315	2003034	544	70	70	70	99	166	303
SL1344_1886	tnpA_2b	-	2003303	2003812	0	0	0	0	0	0	0
SL1344_1887	fliB	-	2003942	2005147	76	12	10	11	18	12	15
SL1344_1888	fliC	-	2005226	2006713	2816	53	72	63	578	1685	1612
SL1344_1889	fliD	+	2006970	2008373	568	34	42	38	117	79	369
SL1344_1890	fliS	+	2008388	2008795	677	45	52	48	95	52	316
SL1344_1891	fliT	+	2008795	2009163	367	24	26	25	58	26	197
SL1344_1892	amyA	+	2009235	2010719	15	14	11	13	25	4	9
SL1344_1893	yedD	-	2010759	2011184	57	72	64	68	43	14	20
SL1344_1894	yedE	+	2011310	2012575	13	10	11	10	3	3	3
SL1344_1895	yedF	+	2012572	2012805	28	22	22	22	11	19	6
SL1344_1896		+	2013070	2013456	12	2	2	2	5	2	7
SL1344_1897	fliE	-	2013576	2013890	315	8	9	9	58	8	23
SL1344_1898	fliF	+	2014107	2015789	157	5	6	5	20	8	12
SL1344_1899	fliG	+	2015782	2016777	184	6	9	8	26	26	21
SL1344_1900	fliH	+	2016770	2017477	159	6	6	6	22	12	16
SL1344_1901	fliI	+	2017477	2018847	119	4	6	5	18	10	13
SL1344_1902	fliJ	+	2018869	2019312	121	5	3	4	17	6	10
SL1344_1903	fliK	+	2019309	2020526	97	5	5	5	13	8	8
SL1344_1904	fliL	+	2020631	2021098	220	13	19	16	27	15	14
SL1344_1905	fliM	+	2021103	2022107	181	12	14	13	21	8	16
SL1344_1906	fliN	+	2022104	2022517	152	20	22	21	25	10	21
SL1344_1907	fliO	+	2022517	2022894	128	16	20	18	23	7	19
SL1344_1908	fliP	+	2022894	2023631	92	49	33	41	52	3	11
SL1344_1909	fliQ	+	2023641	2023910	77	8	11	9	12	2	5
SL1344_1910	fliR	+	2023919	2024713	30	6	7	6	9	2	5
SL1344_1911	rcsA	+	2024995	2025618	18	8	7	7	4	2	8
SL1344_1912	dsrB	-	2025657	2025851	74	131	120	125	279	136	153
