locus_tag	common gene name	strand	start	end	Anaerobic growth	Aerobic shock
SL1344_1694	narX	+	1821135	1822931	6	11
SL1344_1695	narL	+	1822924	1823574	9	12
SL1344_1696	ychP	-	1823575	1824999	19	32
SL1344_1697	ychN	+	1825176	1825529	63	60
SL1344_1698	chaB	-	1825609	1825839	42	177
SL1344_1699	chaA	+	1826106	1827206	7	40
SL1344_1700	kdsA	-	1827260	1828114	90	97
SL1344_1701	ychA	-	1828152	1828961	48	75
SL1344_1702	sirC	-	1828965	1829354	24	44
SL1344_1703	hemK	-	1829351	1830184	14	34
SL1344_1704	prfA	-	1830184	1831266	18	50
SL1344_1705	hemA	-	1831307	1832563	76	86
SL1344_1706	hemM	+	1832877	1833500	34	60
SL1344_1707	ipk	+	1833497	1834348	88	169
SL1344_1708	prs	+	1834614	1835561	78	243
SL1344_1709	ychM	+	1835710	1837371	7	12
SL1344_1710	ychH	-	1837416	1837694	226	33
SL1344_1711	pth	+	1837970	1838554	19	32
SL1344_1712	ychF	+	1838671	1839762	34	76
SL1344_1713		-	1839921	1841186	21	21
SL1344_1714	hyaA	+	1841681	1842799	86	1
SL1344_1715		+	1842796	1844589	62	2
SL1344_1716	hyaC	+	1844608	1845339	64	2
SL1344_1717	hyaD	+	1845336	1845932	50	2
SL1344_1718	hyaE	+	1845922	1846326	46	1
SL1344_1719	hyaF	+	1846323	1847171	42	2
SL1344_1720	appC	+	1847246	1848790	34	2
SL1344_1721	appB	+	1848802	1849938	31	3
SL1344_1722		+	1849951	1850040	162	42
SL1344_1723		+	1850384	1851709	15	107
STnc3610		-	1850400	1850045	31	44
SL1344_1724	treA	+	1851923	1853635	15	24
SL1344_1725	ymgE	-	1853698	1853952	42	60
SL1344_1726	ycgR	+	1854121	1854855	71	125
SL1344_1727	emtA	-	1854869	1855480	10	21
SL1344_1728	ldcA	+	1855651	1856565	16	21
SL1344_1729	cvrA	+	1856662	1858395	51	62
SL1344_1730	alr-a	-	1858458	1859528	5	87
SL1344_1731	dadA	-	1859542	1860840	6	88
SL1344_1732	ycgB	+	1861169	1862695	33	35
SL1344_1733	fadR	-	1862742	1863461	75	59
SL1344_1734	nhaB	+	1863681	1865225	39	67
SL1344_1735	dsbB	+	1865367	1865897	140	197
SL1344_1736		+	1866006	1866347	5	3
SL1344_1737		-	1866419	1866592	674	543
STnc3620		+	1866668	1866747	79	116
SL1344_1738		-	1866784	1866921	126	65
SL1344_1739	ycgN	-	1867273	1867734	35	62
SL1344_1740	ycgM	-	1867812	1868471	48	73
SL1344_1741	ycgL	-	1868521	1868853	83	107
SL1344_1742	minC	+	1868940	1869647	127	270
SL1344_1743	minD	+	1869671	1870483	212	356
SL1344_1744	minE	+	1870487	1870753	300	425
SL1344_1745	rnd	-	1870875	1872002	5	12
SL1344_1746	tnpA_1a	-	1872138	1872596	0	0
SL1344_1747	fadD	-	1872787	1874472	15	23
SL1344_1748	yeaY	-	1874677	1875258	28	48
SL1344_1749	yeaZ	-	1875330	1876025	23	59
SL1344_1750	yoaA	-	1876083	1877993	9	24
SL1344_1751	yoaB	+	1878124	1878468	308	308
SL1344_1752	yoaH	-	1878474	1878653	110	102
SL1344_1753	pabB	+	1878734	1880098	24	50
SL1344_1754	yeaB	+	1880102	1880680	11	27
SL1344_1755	sdaA	+	1880944	1882308	48	82
SL1344_1756		+	1882446	1884047	6	6
SL1344_1757	yoaE	-	1884069	1885628	6	10
SL1344_1759		+	1886101	1887069	119	27
SL1344_1760		+	1887122	1887922	76	24
SL1344_1761		+	1887926	1888786	103	37
SL1344_1762		+	1888844	1889302	7	9
SL1344_1763	yebN	+	1889712	1890278	24	13
SL1344_1764	rrmA	-	1890275	1891084	6	17
SL1344_1765	ftsI2	-	1891150	1892895	4	7
SL1344_1766	cspC	-	1893115	1893324	2074	2139
SL1344_1767	yobF	-	1893337	1893480	1837	2205
STnc3630		+	1894039	1894125	967	94
SL1344_1768		-	1894129	1894416	257	362
SL1344_1769	yobG	-	1894487	1894630	901	1003
SL1344_1770		+	1894788	1895027	380	878
SL1344_1771	kdgR	-	1895239	1896030	105	138
SL1344_1772		+	1896206	1897579	5	6
SL1344_1773	htpX	-	1897627	1898508	56	128
SL1344_1774	prc	-	1898702	1900750	57	125
SL1344_1775	proQ	-	1900770	1901456	98	277
SL1344_1776	yebR	-	1901554	1902138	111	216
SL1344_1777	yebS	+	1902180	1903463	22	40
SL1344_1778		+	1903426	1906065	17	35
SL1344_1779	yebU	+	1906143	1907582	6	18
SL1344_1780		+	1907697	1907936	104	111
SL1344_1781	yebW	+	1908047	1908238	59	68
SL1344_1782	pphA	-	1908257	1908907	5	19
SL1344_1783		-	1909131	1909295	67	129
SL1344_1784	sopE2	-	1909580	1910302	86	246
SL1344_1785		+	1910986	1911381	22	3
SL1344_1786		+	1911711	1912187	33	33
SL1344_1787		-	1912575	1912994	18	208
SL1344_1788		+	1913364	1913633	23	27
STnc1130		-	1913755	1913615	57	44
SL1344_1789		+	1913799	1914048	32	38
SL1344_1790		-	1914085	1915279	2	2
SL1344_1791		+	1915403	1915771	3	2
STnc3640		+	1915824	1916082	39	45
SL1344_1792		-	1916257	1916457	6	6
SL1344_1793	pagO	+	1917075	1917989	4	12
SL1344_1794		+	1918122	1918280	3	13
SL1344_1795		+	1918290	1918904	1	6
SL1344_1796		-	1919231	1919377	2	4
SL1344_1797	pagM	-	1919657	1919839	24	25
SL1344_1798		+	1920177	1920299	1	1
SL1344_1799	pagK	+	1920747	1920947	75	77
SL1344_1800	mig-3	-	1921044	1921925	2	1
SL1344_1801		-	1922080	1922343	4	6
SL1344_1802		+	1922651	1922818	17	17
SL1344_1803		-	1923075	1923608	0	0
SL1344_1804		-	1923662	1923892	1	1
SL1344_1805		+	1923923	1924576	0	1
SL1344_1806		+	1924594	1925490	4	4
SraC		+	1925543	1925853	262	640
SdsR		-	1925723	1925621	4404	2528
SL1344_1807		-	1925864	1926217	38	104
SL1344_1808		-	1926234	1927109	59	127
SL1344_1809	yobA	-	1927110	1927490	46	93
SL1344_1810	holE	+	1927622	1927852	16	65
SL1344_1811		+	1927960	1928616	38	58
SL1344_1812	exoX	+	1928640	1929338	45	51
SL1344_1813	opdB	-	1929373	1931424	21	35
STnc1690		+	1931455	1931546	209	251
SL1344_1814	yebE	-	1931637	1932296	26	53
SL1344_1815	yebF	-	1932390	1932743	89	184
SL1344_1816	yebG	-	1932811	1933101	45	79
SL1344_1817	purT	+	1933232	1934410	4	7
SL1344_1818	eda	-	1934510	1935151	62	75
SL1344_1819	edd	-	1935189	1937000	19	19
SL1344_1820	zwf	-	1937235	1938710	26	53
STnc200		-	1937244	1937130	153	112
SL1344_1821	hexR	+	1939052	1939921	26	13
SL1344_1822	pykA	+	1940045	1941487	108	37
SL1344_1823	msbB	-	1941560	1942531	33	52
SL1344_1824	yebA	-	1942648	1943967	34	72
SL1344_1825	znuA	-	1943983	1944984	28	56
SL1344_1826	znuC	+	1945006	1945761	25	16
SL1344_1827	znuB	+	1945758	1946543	18	17
SL1344_1828	ruvB	-	1946622	1947551	20	42
SL1344_1829	ruvA	-	1947641	1948252	32	63
SL1344_1830		+	1948585	1949567	2	4
SL1344_1830A		-	1949628	1950061	0	2
SL1344_1832	yebB	+	1950194	1950793	4	7
SL1344_1833	ruvC	-	1950795	1951316	41	120
SL1344_1834	yebC	-	1951353	1952093	41	106
SL1344_1835	ntpA	-	1952123	1952575	60	155
SL1344_1836	aspS	-	1952678	1954450	39	95
SL1344_1837	yecD	+	1954775	1955341	20	33
SL1344_1838	yecE	+	1955338	1956156	6	17
SL1344_1839	yecN	+	1956209	1956604	107	128
SL1344_1840	yecO	+	1956645	1957388	38	73
SL1344_1841	yecP	+	1957385	1958356	25	48
SL1344_1842	cutC	-	1958592	1959338	7	14
RyeF		-	1958819	1958513	77	31
SL1344_1843	yecM	-	1959358	1959927	4	18
SL1344_1844	argS	+	1960164	1961897	19	51
SL1344_1845		+	1962086	1963957	2	2
SL1344_1846		-	1964011	1965150	9	12
SL1344_1847	flhE	-	1965387	1965779	24	35
SL1344_1848	flhAa	-	1965779	1967857	21	55
SL1344_1849	flhB	-	1967850	1969001	32	98
SL1344_1850	cheZ	-	1969195	1969839	287	323
SL1344_1851	cheY	-	1969850	1970239	293	343
SL1344_1852	cheB	-	1970257	1971306	236	205
SL1344_1853	cheR	-	1971303	1972169	235	190
SL1344_1854	cheM	-	1972323	1973984	331	226
SL1344_1855	cheW	-	1974221	1974724	756	624
SL1344_1856	cheA	-	1974745	1976760	240	329
SL1344_1857	motB	-	1976765	1977694	261	297
SL1344_1858	motA	-	1977691	1978521	250	269
SL1344_1859	flhC	-	1978703	1979281	499	376
SL1344_1860	flhD	-	1979284	1979634	364	294
SL1344_1861	yecG	+	1980421	1980849	104	28
SL1344_1862	otsA	-	1980867	1982288	28	53
SL1344_1863	otsB	-	1982263	1983066	32	67
SL1344_1864	araH	-	1983700	1984257	17	7
SL1344_1865	ftnB	+	1984808	1985311	317	61
SL1344_1866		-	1985490	1986128	14	12
SL1344_1867		+	1986384	1986719	68	94
SL1344_1868	ftn	+	1986959	1987456	163	181
SL1344_1869	yecH	-	1987502	1987741	33	2
SL1344_1870	tyrP	+	1987968	1989179	4	12
SL1344_1871	yecA	-	1989254	1989919	67	39
SL1344_1872		-	1990157	1990462	113	190
SL1344_1873		-	1990696	1992135	11	21
SL1344_1874		-	1992348	1992680	85	163
SL1344_1874A		-	1992726	1992853	5	7
STnc2180		-	1992913	1992863	1564	2067
SL1344_1875	pgsA	-	1993381	1993929	119	75
SL1344_1876	uvrC	-	1993986	1995818	35	48
SL1344_1877	sirA	-	1995815	1996471	178	148
SL1344_1878	yecF	+	1996935	1997159	48	168
SL1344_1879	sdiA	-	1997226	1997948	80	54
SL1344_1880	yecC	-	1998180	1998932	23	26
SL1344_1881	yecS	-	1998929	1999597	15	21
SL1344_1882	dcyD	-	1999618	2000604	12	16
SL1344_1883	fliY	-	2000758	2001558	114	154
SL1344_1884	fliZ	-	2001705	2002256	229	319
SL1344_1885	fliA	-	2002315	2003034	595	845
SL1344_1886	tnpA_2b	-	2003303	2003812	0	0
SL1344_1887	fliB	-	2003942	2005147	55	85
SL1344_1888	fliC	-	2005226	2006713	2927	2425
SL1344_1889	fliD	+	2006970	2008373	477	649
SL1344_1890	fliS	+	2008388	2008795	506	678
SL1344_1891	fliT	+	2008795	2009163	298	419
SL1344_1892	amyA	+	2009235	2010719	14	17
SL1344_1893	yedD	-	2010759	2011184	36	54
SL1344_1894	yedE	+	2011310	2012575	3	4
SL1344_1895	yedF	+	2012572	2012805	6	8
SL1344_1896		+	2013070	2013456	66	280
SL1344_1897	fliE	-	2013576	2013890	79	332
SL1344_1898	fliF	+	2014107	2015789	65	167
SL1344_1899	fliG	+	2015782	2016777	73	191
SL1344_1900	fliH	+	2016770	2017477	67	163
SL1344_1901	fliI	+	2017477	2018847	61	126
SL1344_1902	fliJ	+	2018869	2019312	52	139
SL1344_1903	fliK	+	2019309	2020526	48	101
SL1344_1904	fliL	+	2020631	2021098	89	215
SL1344_1905	fliM	+	2021103	2022107	64	174
SL1344_1906	fliN	+	2022104	2022517	65	164
SL1344_1907	fliO	+	2022517	2022894	72	141
SL1344_1908	fliP	+	2022894	2023631	42	87
SL1344_1909	fliQ	+	2023641	2023910	20	68
SL1344_1910	fliR	+	2023919	2024713	13	31
SL1344_1911	rcsA	+	2024995	2025618	3	14
SL1344_1912	dsrB	-	2025657	2025851	149	127
SL1344_1913	yodD	+	2025980	2026207	122	74
DsrA		-	2026302	2026216	1691	890
SL1344_1914	mngB	+	2026517	2027332	5	8
SL1344_1915	gcpA	-	2027311	2029023	8	22
SL1344_1916		-	2029188	2029373	143	308
SL1344_1917	yedI	-	2029450	2030361	21	32
SL1344_1918	yedA	+	2030537	2031457	9	5
SL1344_1919	vsr	-	2031446	2031916	17	13
SL1344_1920	dcm	-	2031897	2033327	18	28
SL1344_1921	yedJ	-	2033401	2034096	5	15
SL1344_1922		-	2034188	2034487	10	17
RseX		+	2034743	2034837	4	5
SL1344_1923	ompS	+	2035137	2036333	9	7
SL1344_1924	cspB	-	2036793	2037005	46	18
SL1344_1925	umuC	-	2037460	2038728	6	8
SL1344_1926	umuD	-	2038731	2039150	5	9
SL1344_1927		-	2039277	2039438	1	3
SL1344_1927A		-	2039416	2039658	22	28
STnc1280		+	2039984	2040056	1591	1256
SL1344_1927B		-	2040072	2040263	51	65
SL1344_1928		+	2040503	2041510	6	7
SL1344_1929		-	2041795	2042394	7	9
SL1344_1930		-	2042364	2043959	3	5
SL1344_1931		-	2043913	2044500	2	4
SL1344_1932		-	2044503	2045024	5	4
SL1344_1933		-	2045059	2045604	7	8
SL1344_1934		-	2045576	2045989	2	6
SL1344_1935		-	2045994	2046527	4	7
SL1344_1936		-	2046527	2047585	4	7
SL1344_1937		-	2047582	2048922	3	7
SL1344_1938		-	2048956	2050884	5	12
SL1344_1939		-	2050969	2051295	4	15
SL1344_1940		-	2051292	2051648	16	19
SL1344_1941		-	2051648	2053144	3	7
SL1344_1942		-	2053302	2053862	2	5
SL1344_1943		-	2053859	2054377	2	7
SL1344_1944		-	2054343	2054747	2	8
SL1344_1945		-	2054744	2055067	5	12
SL1344_1946		-	2055070	2055270	2	4
SL1344_1947		-	2055321	2056526	5	7
SL1344_1948		-	2056541	2057227	2	5
SL1344_1949		-	2057169	2058410	2	6
SL1344_1950		-	2058604	2060337	3	7
SL1344_1951		-	2060334	2060837	10	11
SL1344_1952		-	2060954	2061304	9	11
SL1344_1953		-	2061365	2061667	31	39
SL1344_1954		-	2061887	2062306	9	10
SL1344_1955	rzpR	-	2062519	2063004	3	5
SL1344_1956		-	2063001	2063615	2	5
SL1344_1957		-	2063618	2063962	2	7
SL1344_1958		-	2064488	2064847	122	190
SL1344_1959		-	2064878	2065501	5	6
SL1344_1960		-	2065512	2066507	3	3
SL1344_1961		-	2066509	2067414	3	6
SL1344_1962		-	2067772	2068665	2	5
SL1344_1963		-	2068665	2069282	2	4
SL1344_1964		-	2069149	2069967	2	5
SL1344_1965		-	2070185	2071393	19	26
STnc1290		-	2070988	2070801	8039	7818
STnc1300		+	2071271	2071409	2691	2797
SL1344_1966		-	2071339	2072049	5	10
SL1344_1967		+	2072244	2072939	213	218
STnc1310		+	2073265	2073338	582	315
SL1344_1968		+	2073535	2074125	168	108
SL1344_1969		+	2074183	2075010	12	18
SL1344_1970		+	2075147	2075686	4	6
SL1344_1971		+	2075984	2076499	3	7
SL1344_1972		+	2076496	2077113	4	6
SL1344_1973		+	2077110	2077943	6	6
SL1344_1974		+	2077947	2078516	4	5
SL1344_1975		+	2078541	2078783	10	10
SL1344_1976		+	2078785	2079774	6	9
SL1344_1977	yeeI	+	2080066	2080863	37	17
SL1344_1978		+	2081235	2081525	1	3
STnc2050		+	2082064	2082105	100	301
SL1344_1979		+	2082173	2082646	2	7
SL1344_1980		+	2082737	2083009	1	1
SL1344_1981		+	2083094	2083819	1	0
SL1344_1982		+	2084162	2086330	2	4
SL1344_1983		+	2086387	2088117	3	5
STnc3680		+	2088048	2088167	141	125
SL1344_1985		-	2088651	2088905	9	15
SL1344_1986	amn	-	2089022	2090476	23	33
SL1344_1987		-	2090672	2090998	48	52
SL1344_1988		-	2090992	2091378	52	44
SL1344_1989		+	2091704	2091871	80	49
SL1344_1990	yeeO	-	2092092	2093549	12	12
SL1344_1991	erfK	-	2094011	2094940	35	20
SL1344_1992	cobT	-	2095018	2096088	40	15
SL1344_1993	cobS	-	2096115	2096858	29	14
SL1344_1994	cobU	-	2096855	2097400	31	11
SL1344_1995	cbiP	-	2097397	2098917	35	10
SL1344_1996	cbiO	-	2098914	2099729	55	16
SL1344_1997	cbiQ	-	2099738	2100415	35	5
SL1344_1998	cbiN	-	2100402	2100683	36	2
SL1344_1999	cbiM	-	2100685	2101422	42	5
SL1344_2000	cbiL	-	2101419	2102132	31	4
STnc1530		+	2101640	2101718	108	81
SL1344_2001	cbiK	-	2102129	2102923	44	3
SL1344_2002	cbiJ	-	2102926	2103717	71	3
SL1344_2003	cbiH	-	2103714	2104439	44	4
SL1344_2004	cbiG	-	2104439	2105494	50	4
SL1344_2005	cbiF	-	2105475	2106248	33	3
SL1344_2006	cbiT	-	2106232	2106810	42	3
SL1344_2007	cbiE	-	2106800	2107405	41	2
SL1344_2008	cbiD	-	2107399	2108538	40	3
SL1344_2009	cbiC	-	2108538	2109170	45	2
SL1344_2010	cbiB	-	2109181	2110140	44	3
SL1344_2011	cbiA	-	2110137	2111516	31	2
SL1344_2012	pocR	-	2112114	2112878	53	5
SL1344_2013	pduF	-	2113242	2114036	101	11
SL1344_2014	pduA	+	2114561	2114845	359	2
SL1344_2015	pduB	+	2114953	2115654	250	2
SL1344_2016	dhaB	+	2115673	2117337	243	2
SL1344_2017	pduD	+	2117348	2118022	240	1
SL1344_2018	pduE	+	2118037	2118558	363	1
SL1344_2019	pduG	+	2118568	2120400	251	2
SL1344_2020	pduH	+	2120390	2120740	214	1
SL1344_2021	pduJ	+	2120759	2121034	241	2
SL1344_2022	pduK	+	2121038	2121520	338	5
SL1344_2023	pduL	+	2121520	2122152	309	2
SL1344_2024	pduM	+	2122149	2122640	132	4
SL1344_2025	pduN	+	2122644	2122919	129	2
SL1344_2026	pduO	+	2122929	2123939	86	2
SL1344_2027	pduP	+	2123936	2125330	77	2
SL1344_2028	pduQ	+	2125342	2126454	93	2
SL1344_2029	pduS	+	2126451	2127806	98	3
SL1344_2030	pduT	+	2127809	2128363	81	2
SL1344_2031	pduU	+	2128363	2128713	73	2
SL1344_2032	pduV	+	2128718	2129170	50	1
SL1344_2033	pduW	+	2129155	2130369	128	8
SL1344_2034	pduX	+	2130427	2131329	146	17
SL1344_2035	yeeX	-	2131363	2131698	576	372
STnc3700		+	2131885	2131995	65	33
SL1344_2036	yeeA	-	2131943	2133001	22	27
STnc1650		+	2132959	2133102	137	82
SL1344_2037	gyrI	-	2133120	2133587	84	68
SL1344_2038	dacD	-	2133740	2134912	5	7
SL1344_2039	phsC	-	2135036	2135800	62	9
SL1344_2040	phsB	-	2135797	2136375	48	8
SL1344_2041	phsA	-	2136390	2138666	62	8
SL1344_2042		-	2138911	2139018	1	1
SL1344_2043	sopA	+	2139285	2141633	14	93
SL1344_2044	sbcB	+	2141976	2143406	20	40
SL1344_2045	yeeF	-	2143542	2144906	14	111
SL1344_2045A	yoeI	-	2144890	2144952	19	262
SL1344_2046	yeeY	-	2145186	2146100	36	29
SL1344_2047	yeeZ	-	2146146	2146970	77	69
STnc700		+	2147102	2147280	1882	1378
SL1344_2048	hisG	+	2147330	2148229	5	16
SL1344_2049	hisD	+	2148332	2149636	8	18
SL1344_2050	hisC	+	2149633	2150712	8	20
SL1344_2051	hisB	+	2150709	2151776	17	31
SL1344_2052	hisH	+	2151773	2152366	12	32
SL1344_2053	hisA	+	2152366	2153103	11	29
SL1344_2054	hisF	+	2153085	2153861	17	45
SL1344_2055	hisI	+	2153855	2154466	14	31
SL1344_2056	wzzB	-	2154547	2155530	109	326
SL1344_2057	udg	-	2155673	2156839	111	172
SL1344_2058	gnd	-	2157076	2158482	66	134
SL1344_2059	rfbP	-	2158646	2160076	73	109
SL1344_2060	rfbK	-	2160148	2161581	58	104
SL1344_2061	cpsB2	-	2161568	2163007	64	113
SL1344_2062	rfbN	-	2163008	2163952	80	129
SL1344_2063	rfbU	-	2163953	2165014	94	120
SL1344_2064	rfbV	-	2165334	2166335	176	201
SL1344_2065	rfbX	-	2166340	2167632	83	105
SL1344_2066	rfbJ	-	2167714	2168613	129	215
SL1344_2067	rfbH	-	2168641	2169954	142	290
SL1344_2068	rfbG	-	2169981	2171060	141	282
SL1344_2069	rfbF	-	2171065	2171838	108	217
SL1344_2070	rfbI	-	2171835	2172827	101	209
SL1344_2071	rfbC	-	2172833	2173384	135	246
SL1344_2072	rfbA	-	2173385	2174263	52	105
SL1344_2073	rfbD	-	2174311	2175210	44	100
STnc1320		+	2174386	2174470	74	45
SL1344_2074	rfbB	-	2175210	2176295	49	114
SL1344_2075	galF	-	2176672	2177694	145	284
SL1344_2076	wcaM	-	2177743	2179146	1	3
SL1344_2077	wcaL	-	2179157	2180377	1	2
SL1344_2078	wcaK	-	2180374	2181654	1	1
SL1344_2079	wzx	-	2181676	2183154	0	1
SL1344_2080	wcaJ	-	2183287	2184681	1	1
SL1344_2081	cpsG	-	2184735	2186105	0	1
SL1344_2082	cpsB	-	2186216	2187652	1	2
SL1344_2083	wcaI	-	2187655	2188878	1	3
SL1344_2084	gmm	-	2188875	2189348	1	2
SL1344_2085	fcl	-	2189351	2190316	1	2
SL1344_2086	gmd	-	2190319	2191440	1	3
SL1344_2087	wcaF	-	2191464	2192018	0	2
SL1344_2088	wcaE	-	2192034	2192780	1	2
SL1344_2089	wcaD	-	2192793	2194007	1	4
SL1344_2090	wcaC	-	2193982	2195199	1	2
SL1344_2091	wcaB	-	2195196	2195684	1	2
SL1344_2092	wcaA	-	2195687	2196529	1	2
SL1344_2093	wzc	-	2196616	2198775	1	1
SL1344_2094	wzb	-	2198772	2199221	2	2
SL1344_2095	wza	-	2199227	2200282	0	2
SL1344_2096	yegH	+	2201041	2202621	28	35
SL1344_2097	asmA	-	2202707	2204563	49	71
SL1344_2098	dcd	-	2204602	2205183	22	48
SL1344_2099	udk	-	2205274	2205915	34	64
SL1344_2100	yegE	+	2206246	2209236	11	11
SL1344_2101	alkA	-	2209204	2210073	2	9
SL1344_2102	yegD	+	2210207	2211559	2	6
RyeC		+	2211623	2211760	5004	3662
SL1344_2103		+	2212000	2213241	4	6
SL1344_2104	yegN	+	2213241	2216363	3	5
SL1344_2105	yegO	+	2216364	2219444	3	5
SL1344_2106	yegB	+	2219441	2220853	7	14
SL1344_2107	baeS	+	2220853	2222256	8	14
SL1344_2108	baeR	+	2222253	2222975	11	18
STnc1150		+	2222979	2223134	247	410
SL1344_2109		+	2223562	2224446	0	2
SL1344_2110		+	2224446	2225162	1	3
SL1344_2111		+	2225173	2227284	4	6
SL1344_2112	yegQ	+	2227400	2228761	4	30
CyaR		+	2228847	2228932	6039	879
SL1344_2113	sseK2	+	2229212	2230258	1	1
SL1344_2114	srcA	-	2230294	2230710	4	11
SL1344_2115		-	2230832	2231167	6	23
SL1344_2116		-	2231529	2231645	6	5
SL1344_2117	yegS	+	2231729	2232628	15	31
SL1344_2118	fbaB	-	2232681	2233733	29	89
SL1344_2119	yegT	+	2233987	2235258	3	4
SL1344_2120	yegU	+	2235255	2236259	12	10
SL1344_2121	yegV	+	2236361	2237221	5	4
SL1344_2122	yegW	-	2237195	2237941	51	47
SL1344_2123	thiD	-	2237977	2238777	10	12
SL1344_2124	thiM	-	2238764	2239561	8	13
SL1344_2125		+	2239971	2240285	36	63
STnc740		-	2240366	2240283	69	72
SL1344_2126	stcD	-	2240548	2241555	2	4
SL1344_2127	stcC	-	2241571	2244060	3	4
SL1344_2128	stcB	-	2244074	2244757	2	1
SL1344_2129	stcA	-	2244813	2245343	12	2
SL1344_2130	yehE	-	2245622	2245903	70	67
SL1344_2131	mrp	-	2246181	2247290	51	85
SL1344_2132	metG	+	2247455	2249488	27	73
SL1344_2133	yehR	+	2249729	2250187	8	10
SL1344_2134		+	2250359	2250889	6	10
STnc1890		+	2250891	2250938	44	54
SL1344_2135	yehS	-	2250946	2251413	27	43
SL1344_2136	yehT	-	2251460	2252179	10	11
SL1344_2137	yehU	-	2252176	2253861	8	8
SL1344_2138	yehV	+	2254084	2254815	20	26
SL1344_2139	yohO	+	2254875	2254982	221	589
SL1344_2140	yehW	-	2254963	2255694	14	19
SL1344_2141	yehX	-	2255678	2256625	18	38
SL1344_2142	yehY	-	2256618	2257787	21	40
SL1344_2143	yehZ	-	2257791	2258708	39	74
SL1344_2144	bglX	-	2258889	2261186	11	38
SL1344_2145	dld	+	2261453	2263183	21	31
SL1344_2146	pbpG	-	2263241	2264149	27	37
STnc3720		+	2264259	2264328	53	40
SL1344_2147	yohC	-	2264354	2264941	3	6
SL1344_2148	yohD	+	2265073	2265669	14	16
SL1344_2149	yohF	-	2265718	2266479	6	17
SL1344_2150	yohG	-	2266545	2267981	4	4
STnc1330		+	2268274	2268414	400	342
SL1344_2151	yohI	-	2268440	2269378	4	9
SL1344_2152		-	2269487	2270680	6	10
SL1344_2153		-	2270695	2271339	4	7
SL1344_2154		-	2271348	2272049	2	4
SL1344_2155		-	2272065	2273102	1	1
SL1344_2156		-	2273114	2274472	1	1
SL1344_2157		+	2274598	2275506	11	30
SL1344_2158	yohJ	+	2275638	2276036	82	47
SL1344_2159	yohK	+	2276033	2276728	13	15
SL1344_2160	cdd	+	2276882	2277766	41	19
SL1344_2161	sanA	+	2277943	2278662	96	142
SL1344_2162	b2145	+	2278659	2278904	68	36
SL1344_2163		+	2279109	2280350	37	6
SL1344_2164	yeiA	+	2280344	2281579	42	6
SL1344_2165	mglC	-	2281654	2282664	8	9
SL1344_2166	mglA	-	2282680	2284200	4	7
SL1344_2167	mglB	-	2284334	2285332	8	14
SL1344_2168	galS	-	2285831	2286853	5	4
SL1344_2169	yeiB	-	2287003	2288145	21	37
SL1344_2170	folE	-	2288160	2288828	33	57
SL1344_2171	yeiG	+	2289158	2290015	65	104
SL1344_2172		-	2290004	2290393	23	20
SL1344_2173		-	2290398	2291765	8	8
SL1344_2174		+	2291982	2292869	0	0
SL1344_2175		+	2292902	2294224	3	3
SL1344_2176	cirA	-	2294268	2296259	3	3
SL1344_2177	lysP	-	2296604	2298073	25	82
SL1344_2178	yeiE	-	2298263	2299126	44	42
SL1344_2179	yeiH	+	2299247	2300296	235	20
SL1344_2180	nfo	+	2300375	2301232	43	47
SL1344_2181	fruA	-	2301297	2302985	3	4
SL1344_2182	fruK	-	2303002	2303859	3	4
SL1344_2183	fruB	-	2303940	2305070	1	1
SL1344_2184	setB	+	2305439	2306620	3	5
SL1344_2185	STM228	-	2306685	2307350	7	9
SL1344_2186	STM229	-	2307352	2307474	6	11
SL1344_2187		-	2307862	2308116	10	14
SL1344_2188	yeiP	+	2308440	2309012	23	76
SL1344_2189	yeiR	+	2309225	2310211	21	26
SL1344_2190	yeiU	+	2310241	2310960	21	61
STnc3010		-	2311126	2310959	197	165
SL1344_2191	spr	+	2311374	2311946	397	426
SL1344_2192	rtn	+	2312272	2313828	34	32
SL1344_2193	yejA	+	2313935	2315740	19	22
SL1344_2194	yejB	+	2315750	2316844	31	28
SL1344_2195	yejE	+	2316844	2317869	16	19
SL1344_2196	yejF	+	2317871	2319460	19	23
SL1344_2197	yejG	-	2319464	2319808	56	320
STnc1340		-	2320037	2319956	652	117
SL1344_2198	bcr	-	2320199	2321389	12	29
STnc1540		-	2321137	2321042	365	250
SL1344_2199	rsuA	-	2321417	2322112	16	32
SL1344_2200	yejH	+	2322264	2324024	8	11
SL1344_2201	rplY	+	2324149	2324433	178	861
SL1344_2202		-	2324542	2325162	50	86
SL1344_2203	yejK	-	2325190	2326197	16	50
SL1344_2204	yejL	+	2326377	2326604	78	153
SL1344_2205	yejM	+	2326636	2328396	26	61
SL1344_2206		-	2328677	2329147	4	3
SL1344_2207		+	2329208	2329498	1	2
SL1344_2208	oafA	+	2329846	2331675	20	123
SL1344_2209		-	2331729	2332172	2	4
SL1344_2210		-	2332550	2333077	2	3
SL1344_2211		-	2333080	2334321	1	1
SL1344_2212		-	2334382	2334900	1	1
SL1344_2213		-	2334914	2335243	0	0
SL1344_2214		+	2335540	2336871	66	68
SL1344_2215		-	2336900	2337268	4	8
SL1344_2216		-	2337283	2338272	1	2
SL1344_2217	sspH2	-	2338601	2340967	7	10
SL1344_2218		-	2341136	2341339	0	0
SL1344_2219		-	2341636	2342463	1	3
