Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC
NC_004663.1	BT_1058	BT_1058	1344660	1345793	-	-0.3117676851	-0.02289417324	-0.6712821657	-0.8450553804	-0.5900522857	1.415118892	-0.01020566301	0.1656381262	1.176153811	1.181013221	0.899397173	0.03613804047	0.5548463425	-0.4137522372
NC_004663.1	BT_1059	BT_1059	1345817	1346746	-	-0.3114637877	0.002947599779	-0.4508150416	-0.7535096002	-0.5820526993	1.128423981	-0.02148002327	0.2427090063	1.053436032	1.007380402	0.5713344441	0.04858326494	0.4069075941	-0.5966156328
NC_004663.1	BT_1060	BT_1060	1346957	1347910	+	0.3038394016	0.2484755444	1.604549652	0.7618221636	0.789495403	-2.888773057	-1.048199776	-0.05428304344	-3.772094242	-3.832466148	-3.266562181	0.01854350524	-0.3895470184	2.435469607
NC_004663.1	BT_1061	BT_1061	1348152	1349111	+	0.1544422935	0.03199013433	1.248378684	0.2112730345	0.3714614742	-1.995192205	-0.9142413311	-0.2069888149	-1.936577131	-1.834334598	-1.225952696	0.157376905	-0.5538989851	0.3653751716
NC_004663.1	BT_1062	BT_1062	1349217	1350170	-	0.6833113184	-0.1435915921	1.086537712	0.9506714686	0.7210429127	-1.017204345	0.6914341352	0.6864141878	-0.2755634492	-0.3308436846	0.5000943888	0.5669599152	0.1341568857	1.034662789
NC_004663.1	BT_1063	BT_1063	1350390	1352090	-	0.156337456	-0.1456002391	0.4334736606	0.4797251687	0.02267344812	-0.1464203074	-0.1444860681	-0.09267490942	-0.4388901132	-0.3454000702	-0.3240125117	-0.1085723108	-0.1338473943	0.3859327907
NC_004663.1	BT_1064	BT_1064	1352127	1353305	-	0.8541095051	0.2925734536	0.9616856895	1.304284001	0.4667608828	-1.293378481	0.1182745804	-0.0973864836	-0.2325664817	-0.09027039115	-0.4688793051	-0.08038512812	-0.3811414939	0.8392758991
NC_004663.1	BT_1066	BT_1066	1353660	1354229	-	0.1191985304	0.8815499621	0.7626753458	0.03418089841	0.1264588305	0.08612459114	1.063997777	0.2480618864	-0.7520059339	1.045974934	1.650917927	0.6053694609	0.9169322886	0.07507603462
NC_004663.1	BT_1067	BT_1067	1354244	1356070	-	-0.05416662147	-0.420111031	-0.2386974584	-0.04218323747	-0.4708395728	-1.445630557	0.2168340439	0.4758513538	-0.1234500977	-0.3656719146	0.6356093579	-0.2671528825	-0.2520434998	-1.002045895
NC_004663.1	BT_1069	BT_1069	1356788	1357330	-	-0.05891297523	-0.1202541183	-0.9224692312	-0.592164619	-0.2052071138	0.4668858686	0.3403909509	0.3425422675	0.7308481027	0.7014382272	1.268672018	0.1099400775	0.07418989295	-1.675649399
NC_004663.1	BT_1070	BT_1070	1357327	1358631	-	-0.04657304804	-0.1153313755	-0.6302840073	-0.5817912803	-0.2266542833	0.770335827	0.3823600377	0.2087345266	0.9654363561	1.067830574	1.334248628	0.0255320875	-0.008323922891	-1.388919966
NC_004663.1	BT_1071	BT_1071	1358635	1359042	-	-0.008595456832	-0.1152492742	-0.4322306944	-0.4145073531	-0.1246122222	0.6553574991	0.4345225391	0.3753932194	0.7359901174	0.8133830009	1.052579876	-0.01629049141	0.02710073121	-0.8084484163
NC_004663.1	BT_1072	BT_1072	1359724	1360278	+	-1.72918907	-1.469470473	-2.630962391	0.8691268454	-1.885009704	-5.209995179	-1.238701536	-0.7853509832	-0.4183164776	-2.243530609	-3.331819201	0.07094875534	0.9839605207	-1.810147732
NC_004663.1	BT_1073	BT_1073	1360381	1361025	+	-1.925496742	-1.111601675	-2.908349796	1.026548413	-2.02871174	-5.261318745	-1.257717743	-0.8174197383	-0.1931874959	-1.684216006	-3.094656325	-0.09029905339	0.872666893	-1.823149964
NC_004663.1	BT_1074	BT_1074	1361037	1361672	+	-1.810381394	-1.162649924	-2.882315273	1.049596621	-1.580575324	-5.738751581	-1.063290093	-0.7947971018	-0.6985965128	-1.668978083	-3.48873886	-0.02489800454	0.7913926899	-1.564417802
NC_004663.1	BT_1075	BT_1075	1361784	1362821	+	-0.9200125685	-0.3657379571	-0.1856594668	0.4936099149	-0.734029812	-4.037522535	-1.300318566	-0.9006000876	-1.134198712	-1.856241184	-2.331622721	-0.1097994752	0.8202068013	-0.01757259809
NC_004663.1	BT_1076	BT_1076	1362814	1363593	+	-0.6104432326	-0.2589290866	0.7049655711	0.2356733009	-0.622806596	-3.830559313	-1.42865823	-0.8432319254	-2.361358048	-2.360093925	-2.582344969	-0.07735975459	0.7652162234	0.5399996367
NC_004663.1	BT_1077	BT_1077	1363962	1365278	+	0.4676069101	0.4649557375	-0.2288321341	0.3431600324	0.5697769775	0.5316686558	-0.316603497	-0.2740132114	-0.4569455541	-0.1443925594	0.1210397991	0.004653803267	0.07143154967	0.09137490605
NC_004663.1	BT_1078	BT_1078	1365429	1366019	+	0.271235837	0.4473037754	0.45709043	0.3454328171	0.4553716447	0.05033502135	0.6535656977	0.5453072083	0.1634390293	0.3498399386	0.1226726079	0.08419231505	0.5880044194	1.78933154
NC_004663.1	BT_1079	BT_1079	1366016	1366555	-	-0.311786865	-0.445228296	-1.752324239	-0.6644077853	-0.6104639493	2.116207139	0.3160788177	-0.1203640962	2.236558237	2.555044519	1.837472367	0.04660596898	0.5988505183	-2.831687114
NC_004663.1	BT_1080	BT_1080	1366562	1367011	-	-0.2161362903	-0.4059970103	-1.257929962	-0.4737466816	-0.4629275108	2.163523088	0.4124355935	-0.1266478538	2.481250754	2.554730427	1.744330686	-0.0869398825	0.2952047208	-2.669097563
NC_004663.1	BT_1081	recR	1367048	1367665	-	-0.5225858545	-0.5106289086	-1.227797745	-0.5610008746	-0.575955589	1.141932223	0.2721600205	-0.05737909941	2.486217826	1.633500561	1.013212402	0.03324050313	0.09839012813	-2.54187056
NC_004663.1	BT_1082	BT_1082	1367892	1369208	+	-0.5225023448	-0.2506859482	-1.24062582	-0.6671097064	-0.6036329803	1.374297439	0.3534837205	0.1703305809	2.249357897	1.351135822	1.121493335	-0.0698412452	0.1965114777	-1.38976788
NC_004663.1	BT_1083	engB	1369332	1369940	+	-0.5517527629	-0.2669565003	-0.9369416032	-0.3498765073	-0.7691191447	0.9398659706	-0.2781079513	-0.07945423737	0.6433528803	0.821257669	0.5070234312	-0.2147416724	0.01710403689	-1.483085041
NC_004663.1	BT_1084	BT_1084	1369947	1370546	+	-0.5847299346	-0.2921901472	-1.306167412	-0.4339643562	-0.6504329729	0.9039016899	-0.5716690709	0.1600464827	0.2713441564	0.4827498823	0.3614734248	-0.09737446998	0.06780394638	-1.889269227
NC_004663.1	BT_1085	BT_1085	1371242	1371637	+	-0.2866956092	-0.3674547839	0.007098329097	0.05042640625	-0.3879236505	-0.1410020855	0.3679623398	-0.3875173747	0.8598575762	-0.5010706025	0.0668152442	0.06448759143	0.1011643824	-0.3797663969
NC_004663.1	BT_1086	BT_1086	1371733	1373721	+	-0.254226694	-0.114555357	-0.6508719739	-0.6669368824	-0.467012817	0.448884263	-0.03333019245	-0.2412735308	-0.1593536458	0.6143638672	0.1593460489	-0.06949947242	0.115933073	-0.1696705484
NC_004663.1	BT_1087	BT_1087	1373723	1375270	+	-0.1693160146	-0.1394614601	-0.1398159492	-0.362767377	-0.3495904363	0.3316998523	-0.2669741971	-0.1716946252	-0.51423407	0.3513281535	-0.08836853464	-0.1263092022	0.135515181	-0.2308745566
NC_004663.1	BT_1088	BT_1088	1375282	1376214	+	-0.1131618917	-0.2460093121	-0.1634770786	-0.2504440571	-0.2344944867	-0.08163362658	-0.8276536003	-0.1548552729	-1.256769198	-0.3811245004	-0.9104091284	-0.1714539118	0.06514475424	0.9851271531
NC_004663.1	BT_1089	BT_1089	1376273	1376956	-	-0.3641910062	-0.03721781991	-0.5528557319	-0.1228760643	-0.2845164362	0.03719277356	0.3006095414	-0.07856255254	-0.07026629576	-0.1465208872	-0.08045092503	0.1267991231	0.1933366194	0.6129985478
NC_004663.1	BT_1090	BT_1090	1377046	1377882	+	-0.30612281	-0.4459591148	-0.6781984344	-0.3767330639	-0.2834722289	0.8044400358	0.2196861014	0.1426198923	1.577645828	0.5027271406	0.4972536956	-0.1913729976	0.2069968935	0.3295856055
NC_004663.1	BT_1091	BT_1091	1378180	1380396	-	0.6105130628	-0.04639389813	1.458693121	1.164593933	0.8621447168	-2.565943812	-0.1246895764	-0.2510884728	-1.491549275	-1.942206112	-2.022775205	0.08549561989	-0.07556468684	2.126564514
NC_004663.1	BT_1092	BT_1092	1380460	1380819	-	-1.092016058	-0.5310413396	-0.2552175315	-0.8056110673	-0.8395587595	-1.501742653	0.1051512685	0.6301423266	1.542486529	1.607952339	0.5781331386	0.3977979939	0.2050004767	0.06378131997
NC_004663.1	BT_1093	BT_1093	1380843	1381946	-	-0.2433882559	-0.6447415451	-1.553720891	-0.9567157157	-0.2979054514	-0.7872536353	0.4628846744	0.3282385596	2.877303781	2.113452995	1.224963064	0.2118745339	-0.2760248039	0.1447019622
NC_004663.1	BT_1094	BT_1094	1382238	1382474	-	-0.5766423899	0.1804495643	-1.970929014	-1.224325841	0.1151500003	-1.358918772	0.6974351318	0.2617053937	2.719605266	2.856936238	0.965482466	0.03796678307	-0.2794732108	0.6006570595
NC_004663.1	BT_1095	BT_1095	1382888	1383199	-	-0.1928955793	-0.576580858	-0.5568424028	-0.2312312489	-0.3605490199	0.3972300515	-0.5538203414	-0.8184433082	0.08786554065	0.2598980756	0.08315157333	0.1162686319	-0.3294786064	0.1905314538
NC_004663.1	BT_1096	BT_1096	1383208	1383672	-	-0.09829456484	-0.6487085303	-0.4203524683	-1.143948099	-0.5211840472	0.1812996423	0.146815994	-0.1881939288	-0.212626388	0.1646280566	1.017500009	-0.5690190215	-0.8959797522	-2.493406175
NC_004663.1	BT_1097	BT_1097	1383849	1384103	-	-1.008927351	-0.3362743418	-0.3854824092	-0.1166962745	-0.2441723248	-1.128543415	-0.03561122681	-0.6311863084	-1.134268868	-0.05187195099	0.1708902162	-0.952871115	-0.2503737107	-0.4966902367
NC_004663.1	BT_1098	mgsA	1385256	1385792	-	0.2652535566	-0.3660758009	0.7422006252	0.1173517186	0.2332474959	-1.942591533	-1.005937149	-0.03618786286	-3.701789355	-2.797654123	-2.170719522	0.04515852901	0.2614295133	0.7188645157
NC_004663.1	BT_1099	BT_1099	1385847	1386656	-	0.1789155351	-0.3218019202	0.7598869886	0.05226371364	0.1225801006	-2.508444493	-1.153296641	-0.1704242258	-3.45928696	-3.355714928	-2.5407852	-0.1681603868	0.1002500995	0.8898029487
NC_004663.1	BT_1100	BT_1100	1386673	1389231	-	0.0742150541	-0.3716360689	0.4850965584	-0.03365842311	-0.02086977479	-2.369411797	-1.078147738	-0.1014569315	-3.630762059	-3.266310809	-2.326210354	-0.01799758864	0.09073840556	0.6571164789
NC_004663.1	BT_1101	BT_1101	1389253	1391499	-	0.005883288916	-0.3912785591	0.4042067892	-0.09574171493	-0.1093960213	-1.923730174	-0.8216387223	-0.105397173	-3.409272074	-2.975082232	-1.687505906	0.01460408927	-0.09739538692	0.7237139109
NC_004663.1	BT_1102	pfkA	1391513	1392496	-	-0.07830847615	-0.3898485478	0.3041054741	-0.07608107754	-0.1177439261	-2.301090779	-0.6796354901	-0.01106364386	-3.506745438	-3.453945012	-1.84345569	0.05918033326	-0.1667865478	1.076140541
NC_004663.1	BT_1103	BT_1103	1392562	1393056	-	-0.04245229762	-0.5140442335	0.5511855135	0.09384862503	-0.01390564084	-2.605226718	-0.6918392901	-0.0943237492	-3.639836079	-3.827640817	-2.096408745	-0.02145270925	-0.1334156178	1.513699009
NC_004663.1	BT_1104	BT_1104	1393103	1393531	-	-0.2196368824	-0.288292137	1.295222278	0.3843233731	-0.1554963404	-3.114324594	-0.1678592827	-0.1176593288	-4.204274003	-3.880008586	-2.181085375	-0.04794726615	0.1702728999	2.79318878
NC_004663.1	BT_1105	gpmA	1393599	1394348	-	-0.00759564202	-0.2433456171	0.8557162681	0.1698913445	-0.1651740705	-3.332282008	-0.392870753	-0.1046573902	-4.431235369	-3.93095938	-2.411241919	-0.1450951202	0.009402027563	1.155878757
NC_004663.1	BT_1106	BT_1106	1394362	1395411	-	-0.006417234315	-0.3124593994	0.6628094726	0.1863598318	-0.1024414064	-3.260938215	-0.3900698465	-0.008138305528	-4.579405614	-3.905240279	-2.306776949	-0.01421548687	-0.01446394687	1.6656887
NC_004663.1	BT_1107	BT_1107	1395440	1395922	-	-0.05741088477	-0.3156900517	0.7971832372	0.3445194498	-0.1312715013	-3.503687808	-0.584931155	-0.004722396308	-5.095928087	-4.413690795	-2.390280785	0.03336016549	-0.06106698627	1.998916096
NC_004663.1	BT_1108	BT_1108	1395973	1396698	-	0.005764020377	-0.1677556044	0.9867833184	0.2939210196	-0.0001886549885	-1.584275742	-0.380045396	-0.3105463289	-3.628166923	-2.996435618	-1.212450971	0.03485837626	-0.2197283078	2.312073218
NC_004663.1	BT_1109	BT_1109	1396723	1397175	-	0.2385310831	-0.06492911836	1.116266542	0.30146299	0.3447637844	3.96274884	2.158008563	-0.2329137984	2.035115564	2.321061608	1.992640008	0.4085526662	1.920099946	2.663326879
NC_004663.1	BT_1110	BT_1110	1397337	1397546	-	0.2494934464	-0.03524871174	0.7997638588	0.05518707303	0.1890858504	4.249434573	2.871509119	0.4133410055	2.719749759	2.943565729	2.179228077	0.3833746473	2.222297991	2.36310583
NC_004663.1	BT_1111	BT_1111	1397724	1397945	+	1.334455642	-0.431889599	-0.5620799982	1.799926878	1.041040172	-5.681944045	0.8472598993	-0.5338249764	-6.024865026	-5.173748978	0.04843174861	0.04011508794	-0.6944766343	2.088914005
NC_004663.1	BT_1112	BT_1112	1399205	1399498	+	-0.8045045861	0.1642874635	-2.997758776	0.08101159705	0.02220954451	-4.96213535	0.5867578368	-0.2464125682	-4.317900361	-2.114481571	0.1464623254	0.02147244746	-0.7081620204	1.517614592
NC_004663.1	BT_1113	BT_1113	1400017	1400367	-	0.1837796529	-0.4670059696	0.6008120118	0.2039182663	0.3093526015	-1.447827281	-0.949167253	-0.2743458309	-0.9642654215	-0.7122354981	-0.6958002789	-0.1660927684	0.1496107884	-0.5281797477
NC_004663.1	BT_1114	BT_1114	1400600	1401631	-	-0.02861664598	-0.285437054	0.5765630888	0.1596544782	-0.09002084379	-1.495790142	-0.8960301213	-0.2418427728	-1.252001824	-1.298863282	-0.6620694834	0.03250637508	0.116309982	0.1528567894
NC_004663.1	BT_1115	BT_1115	1401639	1402793	-	-0.1494430739	-0.3326991492	0.3031360545	0.1261275498	-0.1794537477	-1.695248427	-0.7675576052	-0.2728724829	-1.374238569	-1.268054898	-1.109228351	-0.04062511217	0.1272623799	0.1674878623
NC_004663.1	BT_1116	BT_1116	1402938	1403495	-	-0.3825470869	-0.2937267158	0.1574614224	0.05597433421	-0.4048168341	-2.036819602	-0.4758504232	-0.01045099893	-1.575235267	-1.711171776	-1.462632302	0.1562599069	-0.09327929031	0.66713844
NC_004663.1	BT_1117	BT_1117	1403593	1403958	-	-0.1630617048	-0.2130576058	0.7239858756	0.3724627675	-0.1629883326	-2.441606899	-0.6598202326	0.06609330885	-2.136741706	-2.354904987	-1.767290917	-0.04416028065	-0.0145533434	1.876749283
NC_004663.1	BT_1118	BT_1118	1403968	1405560	-	-0.2819451506	-0.1249745184	-0.04859526898	-0.2753327547	-0.4193753824	-0.9067523398	-0.1749382144	0.006496405646	-0.3526214871	-0.4176932208	-0.2458354565	-0.05123095093	0.2623803715	0.4839590575
NC_004663.1	BT_1119	BT_1119	1405597	1408293	-	-0.3070192911	-0.1227672764	-0.1763360721	-0.01794998079	-0.233715532	-0.4399387225	0.328985514	0.2240237201	1.943418107	0.4707125848	0.4627688513	0.08233037654	0.143867464	0.6602268779
NC_004663.1	BT_1120	BT_1120	1409009	1409248	+	-0.4321617696	-0.3415063998	0.4764653618	0.3712590291	0.2049360036	-1.770126177	-0.06223997772	-0.04393261469	-0.2124034199	-1.443545536	-2.181537412	-0.105545041	-0.4195163205	0.3321233446
NC_004663.1	BT_1121	BT_1121	1409462	1411069	-	0.6935463892	-0.1052047887	1.107070754	1.378471633	0.6606958794	-2.398671533	0.6707123453	-0.003964735211	-1.68835208	-2.007077654	-2.229927026	0.4503596968	-0.1487243309	1.12789966
NC_004663.1	BT_1122	BT_1122	1411094	1412248	-	1.074855036	0.431175163	2.144647978	1.587614388	1.457408879	-3.949975571	0.09685600872	-0.39240472	-2.425932184	-3.15173643	-3.198956434	0.271539945	-0.0777885152	2.416621218
NC_004663.1	BT_1123	BT_1123	1412528	1413448	+	-0.3908402221	0.1040859134	-0.2629849952	-0.2754087162	-0.1664220252	-0.9721597335	0.3897124895	0.215339728	-0.07527042765	-0.3876988939	0.2789365948	0.03024493079	0.1114817174	0.8860573701
NC_004663.1	BT_1124	BT_1124	1413517	1414443	-	1.10930033	-0.2424331832	1.042846896	1.529454686	0.9638921787	-3.50402491	0.02035790723	-0.4273868244	-2.184991668	-4.028693593	-2.797010803	-0.2501317159	-0.5748258617	0.9969815718
NC_004663.1	BT_1125	BT_1125	1414451	1415212	-	0.7513766171	0.3007047578	1.50066971	1.608687829	0.7493018408	-3.227127006	0.3489135293	-0.2599282631	-4.756913725	-3.473526737	-2.812107526	-0.1365344785	-0.321108933	1.463040961
NC_004663.1	BT_1126	BT_1126	1415242	1416192	-	1.93245102	1.943656021	2.860933709	2.783105714	2.306346096	-3.264842744	0.1969255761	-0.5432168171	-2.331363761	-2.958359148	-1.716866897	-0.2550219354	-0.0115319296	2.805674347
NC_004663.1	BT_1129	BT_1129	1417749	1418060	+	-0.1946695927	1.056479207	-0.3282661455	0.5885462267	-0.07911386962	-1.159419113	0.04192709658	0.2063500095	-0.7581447622	-0.7404781666	-0.9393383952	-0.1308090334	-0.3737927855	1.783799062
NC_004663.1	BT_1130	BT_1130	1418104	1418427	+	-0.6352123824	-0.1556243226	-1.072761508	0.08251629688	-0.5991663714	-1.488167133	0.5766295458	-0.1331219893	-1.125823662	-1.335616235	-0.8690719316	0.0961136816	0.2127684316	1.957790914
NC_004663.1	BT_1133	BT_1133	1419376	1419936	-	-0.3753059304	-0.2401197249	-2.336393912	-1.591203045	-0.9842961843	-0.3623134233	0.8556592875	0.3366256573	3.045136899	2.746164488	2.305167352	0.05489566668	0.588000614	-1.548167185
NC_004663.1	BT_1134	BT_1134	1420174	1420554	-	-0.4760860369	-0.3038659121	-0.2061547934	-0.9895711892	0.06909221342	0.7174964964	-1.059487635	0.2732924555	3.559537389	3.131592368	2.508100598	-2.505735734	-0.62385036	-0.7973250211
NC_004663.1	BT_1135	BT_1135	1420882	1421481	-	-0.1916055586	-0.07473967906	-0.5522907363	-0.1981034553	-0.2559090521	1.59700417	0.2104589376	0.06358829677	2.948767836	1.659136062	1.354588281	0.1280350312	0.2218488564	-0.8033825298
NC_004663.1	BT_1138	BT_1138	1422161	1423396	-	-0.7260840585	-0.1652617353	1.109597352	-0.611118506	-0.477546171	-0.5420714748	0.7828798969	-0.4600522499	1.898630704	1.546919133	1.620265463	-0.1204593597	0.3582571655	0.7634633594
NC_004663.1	BT_1139	BT_1139	1423594	1424652	-	-0.5251306735	-0.1150521273	0.5932222459	-0.8426515794	-0.8010706836	-0.4733496915	0.751740749	-0.1704450294	1.913553954	1.641310879	1.415450258	0.2149225226	0.4556867028	-0.08177310053
NC_004663.1	BT_1140	BT_1140	1424803	1425201	-	-0.2526179417	-0.08964779373	-0.4457798949	-0.1814417138	-0.3849443212	0.6898593909	0.678039048	0.1491257654	1.585219153	0.9176781714	0.6286857783	0.180686597	0.456411998	-0.2324027281
NC_004663.1	BT_1141	BT_1141	1425511	1426434	+	-0.09289481445	-0.05649232542	-0.6501562242	-0.3571051738	-0.4931224932	1.124630964	0.2035422576	0.1277052037	-0.3091191959	0.09124691169	0.1091097126	-0.1154363056	0.48183018	-0.2993872643
NC_004663.1	BT_1142	BT_1142	1426444	1426929	-	-0.9135234476	0.2133892979	0.2660459975	-0.2564769148	-1.429834986	-2.369104677	-1.755531826	0.9631088605	0.5176117247	-1.168990096	-1.943034365	-0.1390900748	-0.3269556442	0.9954726303
NC_004663.1	BT_1143	BT_1143	1427144	1427344	-	-0.2598080878	0.05888543925	-0.5650528821	0.05224045451	-0.4069768565	0.8411524153	-0.1091306882	0.4246350828	1.476244738	0.5516263661	0.7485068611	0.02005985601	0.1474310524	-1.065606277
NC_004663.1	BT_1144	BT_1144	1427603	1428454	+	-0.4479409914	0.4775978329	0.8600452135	-0.1296583433	-0.3115044494	-0.7839701685	0.1878373916	0.159800476	0.0948337228	0.1473790804	0.1420941613	-0.2630394448	0.1639918841	2.211846899
NC_004663.1	BT_1145	gidB	1428568	1429188	+	-0.3064236348	0.2694802822	0.9881748718	-0.2056447806	-0.2250768313	-0.2357276605	-0.07887155352	0.05845588724	-0.6020224259	-0.173215236	-0.04150633192	-0.199921798	0.007232713451	0.9793852189
NC_004663.1	BT_1146	BT_1146	1429237	1429848	+	-0.0994806842	0.180838402	1.385714423	0.048511304	0.0768715693	-0.3739351986	-0.4080012807	-0.2522654093	-0.8723500701	-0.2445204333	-0.2057622996	-0.351727481	-0.2030574387	1.182112896
NC_004663.1	BT_1147	BT_1147	1429971	1432820	+	0.1967200707	0.2788474722	2.164293676	0.4518690218	0.3106267759	-0.5909676665	-0.7331353144	0.0402045263	-1.383065417	-0.7400930527	-0.476383804	-0.1896958045	-0.3087569997	1.918619163
NC_004663.1	BT_1148	BT_1148	1433023	1433592	-	-0.2701045015	-0.2996067258	-0.785471023	-0.4710346103	-0.3595563401	0.4030178213	-0.005817366884	-0.2526330547	0.6438727422	0.6386641291	0.07921459397	0.03280173141	-0.2883929939	0.238578744
NC_004663.1	BT_1149	BT_1149	1433635	1434720	-	-0.2661768491	-0.3527864874	-1.015313464	-0.5243126759	-0.5202620628	0.9674182198	0.07795258543	-0.03700389078	1.51373536	1.352691816	0.8355637163	0.03028884834	0.004723537957	-1.257783376
NC_004663.1	BT_1150	BT_1150	1434742	1435350	-	-0.1401532656	-0.3609794989	-1.11039217	-0.5071220878	-0.4844361197	0.9631200004	0.1617555461	0.1123653593	1.577267224	1.096180096	0.7623925716	0.02921114346	-0.05395776335	-1.176986238
NC_004663.1	BT_1151	BT_1151	1435606	1436853	-	0.2510986255	0.05993338882	-1.137572276	-0.07377589109	0.0547770422	0.6376566476	-0.6461122499	-0.2481352155	-1.10269513	-0.3570303905	-0.2575305452	-0.1408508923	-0.1843890139	-0.5177008725
NC_004663.1	BT_1152	BT_1152	1437011	1437931	-	-0.02469236672	0.02218522602	-1.582078657	-0.02190772272	-0.3502213958	0.2711951973	-0.5643396684	0.2651226802	-1.583410707	-0.7839204184	-0.3899211143	-0.0748595589	0.08059333442	-0.6663983809
NC_004663.1	BT_1153	BT_1153	1438046	1439113	-	-0.1253148637	-0.02133051086	-1.692010811	0.06831705926	-0.3969127472	0.5040699042	-0.5519134864	-0.03186392577	-1.072565489	-0.5244765217	-0.4397446556	-0.1629511115	0.2766528612	-0.9183545899
