locus_tag	common gene name	strand	start	end	EEP	MEP	LEP	ESP (biological replicate 1)	ESP (biological replicate 2)	ESP average (biological replicate 1 and 2)	LSP (biological replicate 1)	LSP (biological replicate 2)	LSP average (biological replicate 1 and 2)
SL1344_1130	fabH	+	1233454	1234407	413	221	149	56	59	57	3	2	2
SL1344_1131	fabD	+	1234423	1235352	406	277	186	63	66	65	3	2	2
SL1344_1132	fabG	+	1235365	1236099	1346	1043	614	277	258	268	47	28	37
SL1344_1133	acpP	+	1236255	1236491	8194	7637	5209	3186	3596	3391	476	465	471
SL1344_1134	fabF	+	1236577	1237818	658	698	392	128	152	140	3	5	4
SL1344_1135	pabC	+	1237942	1238751	87	49	38	18	25	22	3	2	2
SL1344_1136	yceG	+	1238820	1239776	54	39	32	21	22	22	2	3	3
SL1344_1137	tmk	+	1239766	1240407	63	49	35	23	30	26	1	1	1
SL1344_1138	holB	+	1240404	1241408	67	46	35	21	23	22	1	0	0
SL1344_1139	ycfH	+	1241419	1242216	65	43	41	57	39	48	101	46	74
SL1344_1140	ptsG	+	1242511	1243944	289	89	211	149	193	171	11	13	12
SL1344_1141	fhuE	-	1244029	1246203	5	4	1	2	1	1	3	2	3
SL1344_1142	ycfF	+	1246545	1246904	83	102	121	82	93	88	15	22	18
SL1344_1143	ycfL	+	1246907	1247281	84	113	102	88	74	81	7	10	9
SL1344_1144	ycfM	+	1247295	1247933	42	54	50	44	40	42	5	5	5
SL1344_1145	thiK	+	1247914	1248738	31	40	33	26	22	24	12	8	10
SL1344_1146	nagZ	+	1248749	1249774	25	40	43	45	52	49	7	6	6
SL1344_1147	ycfP	+	1249799	1250341	50	71	71	104	99	102	10	10	10
SL1344_1148	ndh	+	1250596	1251900	117	182	14	18	18	18	11	7	9
SL1344_1149	ycfJ	+	1252079	1252618	16	14	29	19	20	20	29	24	27
STnc850		+	1252598	1252673	91	97	199	516	439	477	4283	2994	3639
STnc1090		-	1252626	1252560	39	50	42	26	40	33	13	14	14
SL1344_1150	ycfQ	-	1252693	1253328	59	89	77	50	54	52	25	23	24
SL1344_1151	ycfR	+	1253570	1253827	98	47	13	7	8	8	11	26	18
SL1344_1152	ycfS	-	1253924	1254889	10	7	18	18	15	17	21	17	19
SL1344_1153	mfd	-	1255037	1258483	27	30	25	18	21	19	7	6	6
STnc3410		-	1255077	1254996	106	303	272	312	260	286	117	98	108
SL1344_1154	ycfU	+	1258821	1260020	68	63	50	23	32	28	2	2	2
SL1344_1155	lolD	+	1260013	1260714	69	56	44	19	25	22	1	1	1
SL1344_1156	ycfW	+	1260714	1261958	65	56	41	22	24	23	1	1	1
SL1344_1157	ycfX	+	1261987	1262898	82	78	66	35	39	37	2	2	2
SL1344_1158	cobB	+	1262917	1263738	81	111	88	76	80	78	4	5	5
SL1344_1159	potD	-	1263820	1264866	104	82	65	33	29	31	2	2	2
SL1344_1160	potC	-	1264891	1265670	105	73	57	26	25	26	4	2	3
SL1344_1161	sifA	-	1265986	1266996	14	11	7	16	14	15	180	81	130
SL1344_1162	potB	-	1267325	1268188	94	48	30	11	10	10	1	1	1
SL1344_1163	potA	-	1268172	1269308	106	54	39	13	18	16	2	2	2
SL1344_1164	pepT	+	1269559	1270788	7	9	16	42	53	47	3	4	3
SL1344_1165		+	1270792	1272837	12	10	9	10	10	10	5	4	4
SL1344_1166		+	1270948	1271457	0	0	0	0	0	0	0	0	0
SL1344_1167	ycfD	-	1272877	1273998	64	67	50	40	45	43	10	7	9
SL1344_1168	phoQ	-	1274079	1275542	112	133	132	157	178	168	9	9	9
SL1344_1169	phoP	-	1275542	1276216	192	205	262	273	277	275	32	19	25
SL1344_1170	purB	-	1276340	1277710	56	71	36	23	19	21	1	1	1
SL1344_1171	ycfC	-	1277714	1278361	88	96	67	30	38	34	1	1	1
SL1344_1172	mnmA	-	1278442	1279548	190	148	113	53	69	61	4	3	4
SL1344_1173	ymfB	-	1279602	1280063	18	17	15	10	12	11	2	2	2
SL1344_1174		-	1280075	1280404	27	22	16	13	18	16	2	4	3
SL1344_1175	rluB	-	1280401	1281066	40	40	33	18	25	22	42	20	31
SL1344_1176	icdA	+	1281238	1282488	123	290	549	335	315	325	38	51	45
STnc150		-	1282677	1282521	35	29	42	45	40	43	67	68	68
SL1344_1177		+	1282936	1284060	16	14	91	168	223	195	46	26	36
SL1344_1179	envF	-	1285042	1285830	7	2	6	6	5	5	3	1	2
IsrC		+	1285998	1286285	4	2	7	8	9	8	7	3	5
SL1344_1180	msgA	-	1286319	1286558	195	216	161	102	122	112	24	11	17
SL1344_1181	envE	-	1286749	1287270	54	23	51	59	58	58	2	1	2
SL1344_1182	cspH	-	1287685	1287897	104	59	48	7	12	9	1	3	2
SL1344_1183	pagD	-	1288029	1288292	0	1	8	22	20	21	3	3	3
SL1344_1184	pagC	+	1289191	1289661	12	16	143	1164	749	956	53	39	46
STnc3420		-	1289799	1289667	7	6	26	21	16	19	39	22	31
STnc520		-	1290674	1290590	273	537	1701	4527	5317	4922	61	102	82
SL1344_1185	pliC	-	1290898	1291242	92	76	223	448	441	444	12	11	12
SL1344_1186		+	1291945	1292217	10	5	13	15	17	16	5	5	5
SL1344_1187		+	1292369	1292836	55	108	56	132	115	123	36	44	40
STnc1760		-	1292935	1292835	59	48	55	73	61	67	175	139	157
STnc1210		+	1292956	1293014	228	401	217	776	628	702	660	677	669
SL1344_1188		+	1293175	1294218	8	10	14	16	12	14	17	9	13
SL1344_1189		-	1294301	1294831	10	19	33	23	17	20	4	3	4
STnc1990		+	1294841	1294974	105	110	175	88	95	92	91	65	78
SL1344_1190		-	1294980	1295294	65	41	19	11	9	10	4	2	3
STnc3430		-	1295057	1294946	112	98	80	83	84	83	57	32	44
SL1344_1191		+	1295976	1297610	6	7	12	25	19	22	1	1	1
SL1344_1192		+	1297610	1298584	4	5	6	11	7	9	1	0	0
SL1344_1193		+	1298574	1299386	7	8	8	16	8	12	1	1	1
SL1344_1194		+	1299380	1300177	5	5	6	7	5	6	1	0	0
SL1344_1195		+	1300171	1300761	3	2	5	6	6	6	0	0	0
SL1344_1196		-	1300843	1301976	7	6	15	13	14	14	18	12	15
SL1344_1197		+	1302170	1302496	23	14	54	47	51	49	42	48	45
IsrD		-	1302641	1302591	0	0	0	1	0	1	0	0	0
SL1344_1198		+	1302693	1303340	35	28	20	17	17	17	18	15	17
STnc3440		+	1303294	1303380	19	21	103	66	113	89	161	156	159
SL1344_1199	aadA	+	1303449	1304237	13	13	17	17	17	17	5	5	5
SL1344_1200		+	1304382	1304975	3	2	13	10	13	11	10	13	11
SL1344_1201		+	1305044	1305892	47	41	41	15	17	16	5	4	5
SL1344_1202		-	1306147	1306395	61	112	691	403	436	420	65	48	57
SL1344_1203		-	1306474	1306623	6	7	12	29	23	26	88	42	65
SL1344_1204	aroQ	+	1306706	1307251	22	49	76	63	57	60	1	2	1
SL1344_1205	yeaS	+	1307448	1308086	119	110	79	44	48	46	9	6	8
SL1344_1206	yeaR	+	1308259	1308620	17	19	21	20	19	19	2	1	2
SL1344_1207	yoaG	+	1308623	1308805	27	25	30	30	29	30	5	10	8
SL1344_1208		+	1309035	1309676	8	5	7	5	4	5	10	5	7
SL1344_1209		+	1309798	1309983	15	21	122	279	240	259	52	28	40
RyhB-2		-	1309937	1309727	161	109	22	37	28	32	7823	10464	9144
SL1344_1210	yeaQ	+	1309991	1310239	31	31	177	315	338	326	39	62	51
SL1344_1211	yaoF	+	1310672	1310923	15	15	25	57	59	58	5	3	4
SL1344_1212		+	1310992	1311303	98	79	68	80	68	74	36	22	29
SL1344_1213	yeaO	-	1311289	1311636	46	46	32	24	29	27	8	6	7
SL1344_1214	yeaN	-	1311755	1312939	7	5	4	2	2	2	1	0	0
SL1344_1215	yeaM	+	1313040	1313834	13	11	13	8	8	8	8	8	8
SL1344_1216	yeaL	-	1313814	1314260	8	11	15	10	10	10	0	1	1
SL1344_1217	yeaK	-	1314570	1315088	9	9	20	18	19	19	2	1	1
SL1344_1218	yeaJ	-	1315138	1316631	10	12	34	24	29	27	4	2	3
STnc1480		+	1316874	1317268	11	13	67	267	209	238	31	29	30
SL1344_1219	yeaH	-	1317272	1318558	10	16	35	76	95	86	42	33	37
SL1344_1220	yeaG	-	1318681	1320465	5	9	33	82	90	86	78	55	66
SL1344_1221	mipA	+	1321042	1321788	170	238	333	332	307	319	16	12	14
SL1344_1222		+	1322078	1323274	6	3	5	3	4	3	2	1	1
SL1344_1223		+	1323371	1324228	9	13	16	16	14	15	2	2	2
SL1344_1224	yeaD	-	1324327	1325211	27	29	12	9	10	10	4	3	4
SL1344_1224A		-	1325211	1325465	40	61	21	17	23	20	1	1	1
SL1344_1225	gapA	-	1325546	1326541	1047	1049	307	342	354	348	35	41	38
SL1344_1226	yeaA	+	1326853	1327296	158	177	351	335	250	293	27	19	23
SL1344_1227	yeaC	+	1327338	1327616	169	229	325	279	200	240	22	16	19
SL1344_1228	nam	-	1327968	1328624	45	40	26	14	14	14	1	2	1
SL1344_1229	ansA	-	1328651	1329667	33	33	24	17	16	16	7	4	6
SL1344_1230	sppA	-	1329763	1331619	35	35	27	15	19	17	1	2	1
SL1344_1231	ydjA	+	1331793	1332344	43	40	33	31	32	31	25	12	18
SL1344_1232	selD	+	1332462	1333505	64	75	55	35	35	35	3	2	3
SL1344_1233	topB	+	1333510	1335459	56	66	43	29	34	31	1	1	1
SL1344_1234	gdhA	-	1335489	1336832	18	17	15	15	17	16	2	2	2
SL1344_1235		+	1337071	1337346	130	168	183	270	356	313	61	37	49
SL1344_1236		-	1337306	1337722	10	10	8	4	5	4	1	0	0
SL1344_1237	xthA	-	1337795	1338601	33	39	29	28	20	24	13	8	11
SL1344_1238	argDa	+	1339047	1340273	2	2	39	19	12	16	50	40	45
SL1344_1239	astA	+	1340264	1341298	1	1	50	15	13	14	43	38	41
SL1344_1240	astD	+	1341295	1342773	1	2	41	14	12	13	54	38	46
SL1344_1241	astB	+	1342770	1344113	2	3	38	16	18	17	35	29	32
SL1344_1242	astE	+	1344106	1345074	2	2	26	9	10	10	13	10	12
SL1344_1243		+	1345410	1345895	8	10	41	46	43	45	20	25	22
STnc1640		+	1345883	1345970	30	114	399	1087	778	933	1299	579	939
SL1344_1244		-	1345970	1346851	16	18	19	13	13	13	5	4	4
SL1344_1245	nadE	-	1346972	1347799	37	51	38	42	42	42	14	13	13
SL1344_1246	osmE	+	1348018	1348359	75	122	385	1126	1046	1086	207	166	186
SL1344_1247	celA	+	1348660	1348980	39	26	76	63	65	64	7	5	6
SL1344_1248	celB	+	1349063	1350421	9	7	36	26	29	28	3	3	3
SL1344_1249	celC	+	1350472	1350819	15	12	26	32	29	30	4	3	3
SL1344_1250	celD	+	1350908	1351672	9	7	19	20	25	22	4	3	4
SL1344_1251	celF	+	1351797	1353152	5	4	12	11	12	12	61	32	46
SL1344_1252	celG	+	1353165	1353923	9	14	26	20	20	20	3	4	4
STnc2010		+	1353832	1353959	17	29	63	101	96	99	43	66	54
SL1344_1253	katE	-	1353967	1356219	2	5	32	53	53	53	26	22	24
SL1344_1254	cedA	+	1356584	1356826	57	53	42	29	23	26	21	16	19
SL1344_1255	ydjN	-	1356928	1358319	33	22	11	14	11	13	2	3	3
SL1344_1256	ydjM	-	1358456	1359055	8	7	4	1	2	1	1	1	1
STnc3570		-	1359183	1359017	272	249	207	183	142	163	22	14	18
SL1344_1257	yniC	-	1359193	1359861	25	33	28	19	26	22	4	5	4
SL1344_1258	yniB	+	1360010	1360546	32	37	45	47	40	44	21	17	19
SL1344_1259		-	1360589	1361449	7	10	24	42	43	43	13	11	12
SL1344_1260	ydiZ	-	1361556	1361846	8	11	16	27	30	29	7	6	6
SL1344_1261	pfkB	-	1361943	1362875	12	23	32	37	37	37	11	10	11
SL1344_1262	ydiY	+	1363164	1363922	101	66	35	6	6	6	2	2	2
STnc3460		+	1363846	1363967	135	115	83	60	54	57	63	68	65
SL1344_1263		-	1363971	1364930	5	10	180	335	292	313	2	1	1
STnc4210		-	1363997	1363925	15	30	744	2630	3371	3000	2418	1431	1925
SL1344_1264		+	1365073	1365387	8	7	41	120	95	108	13	6	9
SL1344_1265		+	1365483	1366238	15	16	29	44	51	47	27	21	24
SL1344_1330A		+	1366411	1366617	11	8	11	9	7	8	1	1	1
SL1344_1266		-	1366940	1368163	72	77	70	36	40	38	5	3	4
SL1344_1267		+	1369055	1370983	422	373	254	145	175	160	12	10	11
SL1344_1268		+	1370987	1371529	9495	6586	3875	1678	1682	1680	135	98	117
SL1344_1269		+	1371625	1371822	10181	5923	3622	1112	1115	1114	10	15	13
SL1344_1270		+	1371873	1372229	7655	5107	3046	1139	1010	1075	21	22	21
SL1344_1271		+	1372531	1373514	125	96	75	36	38	37	1	1	1
SL1344_1272		+	1373530	1375917	210	163	152	123	114	119	18	14	16
SL1344_1273		+	1375910	1376221	977	920	962	1061	1079	1070	335	362	349
STnc540		+	1376271	1376364	286	350	406	980	809	895	327	390	358
SL1344_1274		+	1376424	1377404	32	32	22	12	12	12	1	1	1
SL1344_1275		+	1377496	1378047	25	27	26	19	23	21	21	13	17
SL1344_1276		+	1378047	1378796	15	15	15	10	12	11	2	2	2
SL1344_1277		+	1378873	1379337	35	32	32	29	30	30	7	6	6
SL1344_1278		+	1379651	1380364	16	14	21	26	24	25	74	47	60
SL1344_1279		+	1380426	1381868	31	34	20	13	15	14	9	9	9
SL1344_1280	ydiE	-	1381903	1382094	379	218	10	3	4	3	268	158	213
SL1344_1281	aroH	-	1382251	1383297	26	38	26	17	20	19	2	3	3
SL1344_1282	ydiA	-	1383453	1384286	13	26	25	22	21	21	11	6	8
SL1344_1283	pps	+	1384581	1387001	12	214	286	150	136	143	9	8	9
SL1344_1284	ydiD	-	1387043	1388683	3	3	3	3	3	3	2	1	2
SL1344_1285	ydiT	-	1388773	1389066	2	1	4	1	1	1	0	0	0
SL1344_1286	ydiS	-	1389063	1390349	2	1	1	1	1	1	1	0	0
SL1344_1287	ydiR	-	1390406	1391341	7	6	8	5	6	5	1	1	1
SL1344_1288	ydiQ	-	1391363	1392127	0	0	1	0	0	0	0	0	0
SL1344_1289	ydiP	+	1392590	1393480	3	2	2	1	1	1	1	0	1
SL1344_1290	ydiO	-	1393556	1394707	15	8	16	13	12	12	5	5	5
SL1344_1291	ydiF	-	1394721	1396316	1	1	1	1	1	1	2	1	2
SL1344_1292	aroD	-	1396470	1397228	14	15	11	10	13	12	3	2	2
SL1344_1293	aroE	-	1397273	1398139	3	6	6	7	6	7	3	2	3
SL1344_1294	ydiN	-	1398221	1399440	0	0	1	0	0	0	1	0	0
SL1344_1296	ydiM	-	1399804	1401015	1	1	1	2	1	2	1	1	1
SL1344_1297	ydiL	-	1401156	1401515	1	2	2	3	4	4	1	1	1
RprA		-	1401790	1401682	265	724	1341	3669	3425	3547	27837	22921	25379
SL1344_1298	ydiK	-	1401973	1403091	24	18	18	14	18	16	5	6	5
SL1344_1299	ydiJ	+	1403356	1406412	12	21	20	21	22	22	1	1	1
SL1344_1300		+	1406409	1406819	15	24	20	23	25	24	1	1	1
SL1344_1301	ydiH	+	1406918	1407106	116	108	139	190	237	213	22	16	19
RydB		+	1407278	1407371	127	178	263	516	524	520	123	171	147
SL1344_1302		-	1407394	1408740	5	6	12	8	9	8	2	2	2
SL1344_1303	sufA	+	1409167	1409535	38	31	6	8	8	8	75	42	58
SL1344_1304	sufB	+	1409544	1411031	24	28	6	7	9	8	10	8	9
SL1344_1305	sufC	+	1411048	1411794	21	20	5	10	12	11	11	11	11
SL1344_1306	sufD	+	1411769	1413040	24	27	6	10	11	11	10	8	9
SL1344_1307	sufS	+	1413037	1414257	16	16	7	6	7	7	6	6	6
SL1344_1308	ynhA	+	1414270	1414686	25	16	5	7	7	7	7	6	7
SL1344_1309	ynhG	+	1414841	1415842	17	16	15	24	25	24	35	34	34
SL1344_1310	lppB	-	1415909	1416148	39	33	28	25	22	24	16	16	16
SL1344_1311	lpp	-	1416231	1416467	27954	34684	36051	26256	22849	24553	1341	1955	1648
SL1344_1312	pykF	-	1416778	1418136	188	86	33	39	43	41	6	6	6
SL1344_1313	orf48	-	1418592	1419935	3	2	4	4	4	4	1	1	1
SL1344_1314	orf32	-	1419957	1420850	2	1	4	3	3	3	1	0	0
SL1344_1315	orf245	-	1420909	1421646	1	1	7	12	9	10	2	1	1
SL1344_1316	orf408	-	1421658	1422884	0	0	4	6	6	6	6	2	4
SL1344_1317	ttrA	-	1423207	1426269	1	2	2	2	1	1	1	1	1
SL1344_1318	ttrC	-	1426262	1427284	0	0	1	1	1	1	0	0	0
SL1344_1319	ttrB	-	1427285	1428037	0	0	1	1	1	1	0	0	0
SL1344_1320	ttrS	+	1428201	1429979	9	16	28	30	30	30	2	1	1
SL1344_1321	ttrR	+	1429936	1430574	6	15	17	20	19	19	3	1	2
SL1344_1322	orf70	+	1430672	1430884	105	80	86	60	66	63	7	6	6
SL1344_1323	orf319	-	1430980	1431939	14	20	40	52	51	52	34	28	31
SL1344_1324	orf242	-	1432112	1432840	15	18	16	19	20	19	3	3	3
SL1344_1325	ssrB	-	1433019	1433657	6	5	21	101	93	97	7	5	6
SL1344_1326	spiR	-	1433688	1436450	4	3	11	37	40	38	5	3	4
SL1344_1327	ssaB	+	1436851	1437252	1	1	1	11	10	10	2	2	2
SL1344_1328	ssaC	+	1437254	1438747	2	1	2	7	11	9	6	3	4
SL1344_1329	ssaD	+	1438728	1439939	3	1	4	10	11	10	5	3	4
SL1344_1330	ssaE	+	1439947	1440189	8	4	6	102	115	108	30	16	23
SL1344_1331	sseA	+	1440510	1440779	7	4	9	72	87	80	52	29	40
SL1344_1332	sseBa	+	1440786	1441376	7	7	8	53	65	59	66	51	59
SL1344_1333	sscA	+	1441373	1441846	6	6	5	35	38	36	16	13	14
SL1344_1334	sseC	+	1441849	1443303	7	7	8	35	36	36	6	4	5
SL1344_1335	sseD	+	1443319	1443906	5	6	6	21	21	21	3	2	2
SL1344_1336	sseE	+	1443909	1444325	3	3	6	17	15	16	3	3	3
SL1344_1337	sscB	+	1444377	1444811	7	6	9	17	18	18	13	12	13
SL1344_1338	sseF	+	1444827	1445609	4	3	3	6	6	6	2	1	2
SL1344_1339	sseG	+	1445606	1446295	8	6	6	8	8	8	2	2	2
SL1344_1340	ssaG	+	1446389	1446604	6	4	10	80	98	89	13	10	12
SL1344_1341	ssaH	+	1446645	1446872	5	2	3	58	62	60	8	5	7
SL1344_1342	ssaI	+	1446884	1447132	4	0	2	34	41	37	2	2	2
SL1344_1343	ssaJ	+	1447129	1447878	3	1	2	32	48	40	2	2	2
SL1344_1344		+	1447896	1448444	6	3	4	21	32	27	4	3	4
SL1344_1345	ssaK	+	1448441	1449115	2	2	2	23	27	25	2	2	2
STnc1220		-	1448790	1448718	2	2	12	34	28	31	328	178	253
SL1344_1346	ssaL	+	1449081	1450097	11	7	8	21	19	20	7	4	5
SL1344_1347	ssaM	+	1450155	1450523	8	2	4	18	21	19	5	3	4
SL1344_1348	ssaV	+	1450508	1452553	3	2	3	10	10	10	1	1	1
SL1344_1349	ssaN	+	1452543	1453844	8	7	6	12	14	13	1	1	1
SL1344_1350	ssaO	+	1453847	1454224	6	10	7	13	14	14	3	2	2
SL1344_1351	ssaP	+	1454205	1454579	11	9	9	12	15	13	5	4	4
SL1344_1352	ssaQ	+	1454560	1455528	7	11	12	15	14	15	15	9	12
SL1344_1353	ssaR	+	1455596	1456243	8	5	6	22	22	22	3	3	3
SL1344_1354	ssaS	+	1456240	1456506	2	2	3	7	7	7	0	0	0
SL1344_1355	ssaT	+	1456507	1457286	4	4	3	8	11	9	2	3	3
SL1344_1356	ssaU	+	1457283	1458341	5	3	3	7	8	8	13	4	9
SL1344_1357	norM	-	1458814	1460187	35	17	40	31	32	32	20	19	19
SL1344_1358	ribE	+	1460404	1461045	79	93	63	46	51	49	5	5	5
SL1344_1359	cfa	-	1461087	1462235	53	60	63	89	106	98	58	58	58
SL1344_1360	ydhC	-	1462525	1463730	41	7	7	3	4	4	3	2	2
SL1344_1361	ydhB	+	1463843	1464775	10	8	7	8	7	8	2	2	2
SL1344_1362	purR	-	1464772	1465797	69	55	42	33	26	29	1	1	1
STnc4220		-	1464870	1464776	540	712	592	595	561	578	84	100	92
SL1344_1362A	ynhF	+	1466093	1466182	1243	1046	1627	2258	2154	2206	214	216	215
SL1344_1363	sodB	-	1466265	1466846	260	238	347	618	812	715	3	13	8
SL1344_1364	ydhO	-	1466973	1467827	47	54	46	22	26	24	8	5	7
SL1344_1365	ydhD	+	1468129	1468476	974	810	637	357	333	345	110	71	91
SL1344_1366	rnt	-	1468554	1469201	137	85	64	27	39	33	2	3	3
SL1344_1367	gloA	-	1469302	1469709	96	118	95	110	94	102	47	32	39
SL1344_1368	nemA	-	1469778	1470875	19	18	15	11	11	11	1	0	0
SL1344_1369	ydhM	-	1470934	1471533	27	23	20	17	17	17	13	6	9
SL1344_1370	ydhL	+	1471636	1471875	17	16	29	50	28	39	178	73	126
SL1344_1371	ydhF	+	1471926	1472822	38	47	32	22	24	23	11	11	11
SL1344_1372	sodCb	+	1472902	1473423	21	31	39	72	54	63	65	44	55
SL1344_1373		-	1473399	1475438	13	12	6	5	4	4	1	1	1
SL1344_1374	ydhJ	-	1475438	1476334	23	17	10	7	6	7	1	1	1
SL1344_1375	ydhI	-	1476301	1476537	37	25	15	9	10	9	8	6	7
SL1344_1376	slyA	+	1476732	1477172	146	241	331	621	702	661	83	65	74
SL1344_1377	slyB	-	1477220	1477687	493	510	445	409	387	398	585	377	481
SL1344_1378	anmK	+	1477959	1479080	12	11	10	9	10	9	1	1	1
SL1344_1379	mliC	+	1479168	1479497	35	46	46	42	43	42	5	5	5
SL1344_1380	pdxH	+	1479556	1480212	62	70	59	31	36	33	2	2	2
SL1344_1381	tyrS	+	1480339	1481613	175	148	112	69	77	73	3	4	3
SL1344_1382	pdxY	+	1481673	1482533	41	61	33	16	19	17	0	0	0
SL1344_1383	gst	-	1482592	1483197	17	32	42	78	67	73	28	17	22
SL1344_1384	tppB	-	1483302	1484807	108	104	122	53	55	54	3	2	2
SL1344_1385	nth	-	1485409	1486044	82	48	43	24	25	25	18	16	17
SL1344_1386	rnfE	-	1486044	1486736	105	47	45	10	12	11	2	2	2
SL1344_1387	rnfG	-	1486739	1487359	78	38	33	9	8	8	2	2	2
SL1344_1388	rnfD	-	1487363	1488421	82	28	29	5	4	4	0	0	0
SL1344_1389	rnfC	-	1488422	1490629	120	48	40	12	13	12	0	0	0
SL1344_1390	rnfB	-	1490622	1491200	166	75	65	29	34	32	2	1	1
SL1344_1391	rnfA	-	1491200	1491781	200	75	83	21	23	22	2	2	2
SL1344_1392	ydgK	-	1491858	1492298	205	116	82	37	41	39	8	6	7
SL1344_1393	ydgT	-	1492387	1492617	237	149	108	55	79	67	22	10	16
SL1344_1393A	blr	-	1492900	1493025	269	260	239	44	71	58	3	2	2
SL1344_1394	ydgJ	+	1493233	1494273	33	35	31	31	32	31	3	3	3
SL1344_1395	add	-	1494348	1495349	40	68	39	23	27	25	5	4	4
STnc3500		+	1495398	1495512	8	10	16	29	17	23	58	41	50
SL1344_1396	ydgA	-	1496053	1497561	49	52	49	36	39	38	20	17	19
SL1344_1397	manA	-	1497664	1498839	32	40	25	24	25	25	4	2	3
SL1344_1398	fumA	+	1499039	1500685	26	74	170	102	73	88	6	4	5
SL1344_1400	fumC	+	1500853	1502256	16	25	71	59	54	56	7	6	6
SL1344_1401	tus	-	1502253	1503182	10	10	10	7	8	8	15	8	11
SL1344_1402	rstB	-	1503258	1504559	7	6	5	4	5	4	1	1	1
SL1344_1403		-	1504670	1506376	1	1	1	1	1	1	2	2	2
SL1344_1404	ompN	-	1506529	1507662	3	2	3	3	3	3	3	1	2
STnc3510		-	1506596	1506482	31	46	114	68	79	74	44	54	49
SL1344_1405	rstA	-	1508142	1508873	169	167	178	108	123	115	30	25	28
SL1344_1406	ydgC	+	1509000	1509335	24	20	24	14	17	16	4	4	4
SL1344_1407	ydgI	-	1509397	1510779	100	17	19	6	5	6	6	5	5
SL1344_1408	ydgH	-	1511078	1512022	108	133	113	99	93	96	16	13	15
SL1344_1409	pntA	+	1512549	1514078	86	62	43	46	51	48	3	2	3
SL1344_1410	pntB	+	1514089	1515477	98	72	45	49	48	48	4	3	4
SL1344_1411	tqsA	-	1515652	1516686	13	6	10	9	9	9	3	3	3
SL1344_1412	ydgF	+	1517104	1517466	43	33	48	24	30	27	2	3	2
SL1344_1413	ydgE	+	1517453	1517782	23	16	22	16	19	18	0	1	0
SL1344_1414		-	1517822	1518643	7	9	17	40	27	33	25	13	19
SL1344_1414A	ydgU	-	1518743	1518826	0	0	0	0	2	1	2	0	1
SL1344_1415	asr	-	1518912	1519196	7	8	5	6	7	7	5	5	5
STnc3480		+	1519287	1519547	65	79	66	32	37	35	5	6	5
SL1344_1416	ynfM	-	1519555	1520808	7	6	7	8	8	8	4	3	3
SL1344_1417	ynfL	+	1520928	1521827	7	5	7	8	6	7	1	1	1
SL1344_1418	mlc	+	1521955	1523175	47	21	41	38	50	44	4	4	4
SL1344_1419	bioDb	+	1523301	1523996	23	11	16	55	82	68	3	4	4
SL1344_1420	clcB	-	1523952	1525241	9	7	6	5	5	5	2	1	1
SL1344_1421		-	1525377	1526525	2	4	9	8	10	9	3	2	3
SL1344_1422		-	1526525	1527172	1	3	4	4	4	4	3	2	2
SL1344_1423		-	1527182	1528084	1	1	4	3	3	3	1	1	1
SL1344_1424		-	1528113	1528823	1	1	5	6	5	5	18	14	16
SL1344_1425	ynfI	-	1529128	1529742	28	24	20	21	20	20	3	3	3
SL1344_1426		-	1529785	1530642	23	14	13	14	14	14	2	1	2
SL1344_1427		-	1530644	1531261	1	1	0	1	2	2	0	0	0
SL1344_1428	dmsA2	-	1531272	1533707	1	1	1	4	5	4	0	0	0
SL1344_1429	dmsA1	-	1533806	1536247	3	2	2	7	9	8	1	1	1
SL1344_1430	ynfD	-	1536401	1536709	34	31	36	42	39	40	69	44	57
SL1344_1431	ynfC	+	1536804	1537523	19	23	30	32	27	30	69	40	55
SL1344_1432	speG	-	1537564	1538124	118	183	141	82	87	84	6	3	4
SL1344_1433	ynfB	-	1538160	1538501	109	144	116	69	76	72	14	8	11
SL1344_1434	ynfA	+	1538654	1538980	6	6	12	8	6	7	1	0	1
SL1344_1435	rspA	+	1539102	1540316	2	3	7	6	5	5	0	0	0
SL1344_1436	rspB	+	1540327	1541346	1	5	8	7	5	6	2	1	1
SL1344_1437	ydfJ	+	1541400	1542779	2	4	10	9	8	9	4	3	3
SL1344_1438	ydfI	+	1542923	1544389	5	8	7	7	8	7	2	1	2
SL1344_1439	ydfZ	-	1544456	1544659	34	18	21	135	169	152	2	2	2
SL1344_1440	ydfH	-	1544840	1545526	31	32	25	16	20	18	4	3	3
SL1344_1441	ydfG	-	1545656	1546402	42	62	68	68	62	65	70	48	59
SL1344_1442	dcp	+	1546541	1548583	12	13	11	11	10	11	2	2	2
SL1344_1443		+	1548928	1549110	11	6	72	193	172	182	1567	2429	1998
SL1344_1444	ydeJ	-	1549230	1549757	3	2	8	22	21	22	35	19	27
SL1344_1445	ydeI	+	1550184	1550576	3	4	20	61	57	59	32	33	33
MgrR		+	1550746	1550844	6432	5169	7277	8218	7525	7871	6881	4689	5785
SL1344_1446	ydeE	-	1551267	1552454	5	5	7	6	5	5	3	2	3
SL1344_1447	ydeD	+	1552682	1553584	8	11	13	8	7	8	1	1	1
SL1344_1448	marB	-	1553703	1553918	23	18	4	3	2	2	1	1	1
STnc2170		-	1553737	1553669	93	78	41	38	36	37	32	22	27
SL1344_1449	marA	-	1553947	1554336	32	20	9	4	6	5	1	0	0
