locus_tag	common gene name	strand	start	end	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_1326	spiR	-	1433688	1436450	3	4	2	5	94	5	5	4
SL1344_1327	ssaB	+	1436851	1437252	1	1	0	1	4	1	1	1
SL1344_1328	ssaC	+	1437254	1438747	1	2	1	1	7	1	1	0
SL1344_1329	ssaD	+	1438728	1439939	1	2	1	2	8	2	3	2
SL1344_1330	ssaE	+	1439947	1440189	4	9	6	7	26	10	17	5
SL1344_1331	sseA	+	1440510	1440779	4	3	1	5	15	10	11	4
SL1344_1332	sseBa	+	1440786	1441376	7	6	5	5	15	7	10	5
SL1344_1333	sscA	+	1441373	1441846	6	3	5	4	12	8	9	3
SL1344_1334	sseC	+	1441849	1443303	7	9	7	6	12	9	11	6
SL1344_1335	sseD	+	1443319	1443906	6	5	4	3	5	4	6	5
SL1344_1336	sseE	+	1443909	1444325	3	4	1	2	4	7	2	1
SL1344_1337	sscB	+	1444377	1444811	6	11	7	7	8	5	8	5
SL1344_1338	sseF	+	1444827	1445609	3	3	1	2	2	3	4	2
SL1344_1339	sseG	+	1445606	1446295	6	6	5	5	9	6	7	19
SL1344_1340	ssaG	+	1446389	1446604	4	4	4	4	6	4	7	6
SL1344_1341	ssaH	+	1446645	1446872	2	4	0	2	5	2	7	3
SL1344_1342	ssaI	+	1446884	1447132	0	3	3	1	3	3	2	2
SL1344_1343	ssaJ	+	1447129	1447878	1	4	2	2	3	1	2	1
SL1344_1344		+	1447896	1448444	3	3	3	4	10	3	4	3
SL1344_1345	ssaK	+	1448441	1449115	2	2	1	0	3	1	1	1
STnc1220		-	1448790	1448718	2	0	7	2	96	13	5	12
SL1344_1346	ssaL	+	1449081	1450097	7	10	4	7	10	6	7	8
SL1344_1347	ssaM	+	1450155	1450523	2	6	0	2	3	2	3	4
SL1344_1348	ssaV	+	1450508	1452553	2	2	2	2	2	3	3	2
SL1344_1349	ssaN	+	1452543	1453844	7	6	4	4	3	9	7	2
SL1344_1350	ssaO	+	1453847	1454224	10	5	5	5	3	11	12	3
SL1344_1351	ssaP	+	1454205	1454579	9	12	4	6	3	12	10	7
SL1344_1352	ssaQ	+	1454560	1455528	11	8	5	8	10	17	12	11
SL1344_1353	ssaR	+	1455596	1456243	5	8	5	2	5	5	6	3
SL1344_1354	ssaS	+	1456240	1456506	2	7	1	1	3	3	3	0
SL1344_1355	ssaT	+	1456507	1457286	4	7	4	2	6	4	3	2
SL1344_1356	ssaU	+	1457283	1458341	3	4	2	2	16	5	5	2
SL1344_1357	norM	-	1458814	1460187	17	23	19	32	13	25	17	13
SL1344_1358	ribE	+	1460404	1461045	93	78	37	70	77	115	90	59
SL1344_1359	cfa	-	1461087	1462235	60	40	16	97	197	179	92	87
SL1344_1360	ydhC	-	1462525	1463730	7	10	6	58	6	7	6	4
SL1344_1361	ydhB	+	1463843	1464775	8	6	5	8	15	14	8	5
SL1344_1362	purR	-	1464772	1465797	55	65	32	47	14	56	44	8
STnc4220		-	1464870	1464776	712	567	760	1087	309	297	730	263
SL1344_1362A	ynhF	+	1466093	1466182	1046	1115	1559	947	3117	1547	1104	2376
SL1344_1363	sodB	-	1466265	1466846	238	227	168	240	487	194	39	705
SL1344_1364	ydhO	-	1466973	1467827	54	48	25	44	39	81	52	30
SL1344_1365	ydhD	+	1468129	1468476	810	849	871	740	694	803	329	254
SL1344_1366	rnt	-	1468554	1469201	85	101	51	72	76	88	70	27
SL1344_1367	gloA	-	1469302	1469709	118	87	70	92	168	202	117	136
SL1344_1368	nemA	-	1469778	1470875	18	26	4	14	31	41	20	28
SL1344_1369	ydhM	-	1470934	1471533	23	39	27	21	100	39	32	57
SL1344_1370	ydhL	+	1471636	1471875	16	16	36	11	82	33	24	42
SL1344_1371	ydhF	+	1471926	1472822	47	60	36	31	41	76	45	67
SL1344_1372	sodCb	+	1472902	1473423	31	35	16	20	40	42	27	58
SL1344_1373		-	1473399	1475438	12	16	10	9	5	10	10	4
SL1344_1374	ydhJ	-	1475438	1476334	17	20	9	15	8	17	14	8
SL1344_1375	ydhI	-	1476301	1476537	25	29	30	17	25	25	28	19
SL1344_1376	slyA	+	1476732	1477172	241	237	258	144	186	226	333	283
SL1344_1377	slyB	-	1477220	1477687	510	442	435	719	628	1153	490	272
SL1344_1378	anmK	+	1477959	1479080	11	13	6	8	5	12	12	11
SL1344_1379	mliC	+	1479168	1479497	46	42	37	43	163	61	62	68
SL1344_1380	pdxH	+	1479556	1480212	70	64	31	56	37	106	69	66
SL1344_1381	tyrS	+	1480339	1481613	148	140	116	120	80	212	140	77
SL1344_1382	pdxY	+	1481673	1482533	61	57	15	33	10	95	67	27
SL1344_1383	gst	-	1482592	1483197	32	29	19	15	37	46	36	122
SL1344_1384	tppB	-	1483302	1484807	104	116	52	50	49	146	118	27
SL1344_1385	nth	-	1485409	1486044	48	104	91	82	17	45	39	18
SL1344_1386	rnfE	-	1486044	1486736	47	68	32	66	14	45	35	15
SL1344_1387	rnfG	-	1486739	1487359	38	65	22	49	17	41	25	10
SL1344_1388	rnfD	-	1487363	1488421	28	63	24	46	11	30	22	3
SL1344_1389	rnfC	-	1488422	1490629	48	86	51	81	13	45	34	8
SL1344_1390	rnfB	-	1490622	1491200	75	124	80	114	33	54	63	14
SL1344_1391	rnfA	-	1491200	1491781	75	148	65	105	67	71	68	13
SL1344_1392	ydgK	-	1491858	1492298	116	153	91	118	84	69	87	38
SL1344_1393	ydgT	-	1492387	1492617	149	156	211	189	78	113	124	54
SL1344_1393A	blr	-	1492900	1493025	260	137	242	260	314	444	247	122
SL1344_1394	ydgJ	+	1493233	1494273	35	38	24	23	23	62	37	34
SL1344_1395	add	-	1494348	1495349	68	77	17	27	60	77	53	19
STnc3500		+	1495398	1495512	10	14	10	8	61	21	13	43
SL1344_1396	ydgA	-	1496053	1497561	52	52	13	46	45	80	43	18
SL1344_1397	manA	-	1497664	1498839	40	49	13	22	33	69	44	31
SL1344_1398	fumA	+	1499039	1500685	74	85	29	28	62	135	27	81
SL1344_1400	fumC	+	1500853	1502256	25	29	17	13	33	41	21	51
SL1344_1401	tus	-	1502253	1503182	10	8	9	9	71	12	11	7
SL1344_1402	rstB	-	1503258	1504559	6	7	3	5	7	10	10	4
SL1344_1403		-	1504670	1506376	1	1	1	1	1	1	0	1
SL1344_1404	ompN	-	1506529	1507662	2	4	2	2	8	4	2	4
STnc3510		-	1506596	1506482	46	38	47	79	65	54	76	84
SL1344_1405	rstA	-	1508142	1508873	167	216	109	197	124	173	171	101
SL1344_1406	ydgC	+	1509000	1509335	20	60	35	13	23	29	30	9
SL1344_1407	ydgI	-	1509397	1510779	17	29	37	50	8	9	5	4
SL1344_1408	ydgH	-	1511078	1512022	133	153	67	105	54	187	130	96
SL1344_1409	pntA	+	1512549	1514078	62	69	13	46	27	100	86	63
SL1344_1410	pntB	+	1514089	1515477	72	59	16	47	30	116	92	59
SL1344_1411	tqsA	-	1515652	1516686	6	13	7	8	29	10	10	12
SL1344_1412	ydgF	+	1517104	1517466	33	60	27	45	278	81	38	55
SL1344_1413	ydgE	+	1517453	1517782	16	22	13	22	103	26	19	23
SL1344_1414		-	1517822	1518643	9	11	16	5	23	17	11	19
SL1344_1414A	ydgU	-	1518743	1518826	0	7	4	0	2	0	3	2
SL1344_1415	asr	-	1518912	1519196	8	22	10	23	21	11	10	9
STnc3480		+	1519287	1519547	79	47	114	132	26	31	59	35
SL1344_1416	ynfM	-	1519555	1520808	6	10	3	5	19	8	7	5
SL1344_1417	ynfL	+	1520928	1521827	5	8	5	5	16	8	9	5
SL1344_1418	mlc	+	1521955	1523175	21	35	26	24	27	74	29	67
SL1344_1419	bioDb	+	1523301	1523996	11	24	9	12	8	21	9	267
SL1344_1420	clcB	-	1523952	1525241	7	15	10	10	17	6	9	7
SL1344_1421		-	1525377	1526525	4	2	2	4	193	8	6	5
SL1344_1422		-	1526525	1527172	3	3	1	0	162	4	3	2
SL1344_1423		-	1527182	1528084	1	0	0	1	208	3	2	1
SL1344_1424		-	1528113	1528823	1	1	1	0	299	4	2	1
SL1344_1425	ynfI	-	1529128	1529742	24	28	15	18	23	46	24	28
SL1344_1426		-	1529785	1530642	14	19	11	12	15	13	15	20
SL1344_1427		-	1530644	1531261	1	1	0	0	1	1	0	3
SL1344_1428	dmsA2	-	1531272	1533707	1	1	1	0	1	1	1	7
SL1344_1429	dmsA1	-	1533806	1536247	2	2	1	2	4	2	2	15
SL1344_1430	ynfD	-	1536401	1536709	31	34	24	19	69	52	38	44
SL1344_1431	ynfC	+	1536804	1537523	23	26	33	17	32	37	33	37
SL1344_1432	speG	-	1537564	1538124	183	124	37	76	93	233	165	98
SL1344_1433	ynfB	-	1538160	1538501	144	91	32	63	62	184	113	77
SL1344_1434	ynfA	+	1538654	1538980	6	9	6	10	14	14	13	5
SL1344_1435	rspA	+	1539102	1540316	3	8	4	1	2	9	1	1
SL1344_1436	rspB	+	1540327	1541346	5	6	1	0	3	9	3	2
SL1344_1437	ydfJ	+	1541400	1542779	4	7	2	1	5	4	2	15
SL1344_1438	ydfI	+	1542923	1544389	8	5	5	4	4	9	7	6
SL1344_1439	ydfZ	-	1544456	1544659	18	37	10	21	22	16	7	143
SL1344_1440	ydfH	-	1544840	1545526	32	42	22	19	31	45	36	31
SL1344_1441	ydfG	-	1545656	1546402	62	77	44	38	135	128	72	124
SL1344_1442	dcp	+	1546541	1548583	13	14	7	8	10	23	18	19
SL1344_1443		+	1548928	1549110	6	9	8	4	375	26	21	19
SL1344_1444	ydeJ	-	1549230	1549757	2	2	1	1	57	5	4	5
SL1344_1445	ydeI	+	1550184	1550576	4	5	1	3	86	12	6	9
MgrR		+	1550746	1550844	5169	7785	8021	9121	7192	6577	5106	5036
SL1344_1446	ydeE	-	1551267	1552454	5	8	4	3	7	6	6	9
SL1344_1447	ydeD	+	1552682	1553584	11	13	5	8	11	16	13	7
SL1344_1448	marB	-	1553703	1553918	18	20	5	33	51	31	30	13
STnc2170		-	1553737	1553669	78	60	69	294	331	393	157	132
SL1344_1449	marA	-	1553947	1554336	20	36	10	40	112	63	26	19
SL1344_1450	marR	-	1554350	1554784	21	59	20	53	152	59	50	26
SL1344_1451	marC	+	1555043	1555708	28	24	20	38	75	39	40	39
SL1344_1452	sotB	-	1555755	1556945	12	24	7	21	10	8	14	2
SL1344_1453	yneJ	-	1557061	1557933	6	8	3	5	24	9	8	5
SL1344_1454	yneI	+	1558036	1559424	5	6	2	13	5	8	7	4
SL1344_1455	yneH	+	1559497	1560423	27	30	11	31	14	31	27	8
SL1344_1456	yneG	+	1560423	1560782	14	21	5	9	12	15	19	17
SL1344_1457		+	1561039	1561953	75	72	33	74	37	26	91	15
SL1344_1458		-	1562009	1562551	4	5	3	6	10	7	6	5
SL1344_1459		+	1563370	1564386	6	9	3	14	21	9	8	7
STnc3530		+	1564332	1564503	63	65	60	91	92	105	74	25
SL1344_1460	hypA	-	1564527	1564868	4	2	2	1	2	5	5	1
SL1344_1461		-	1564881	1565768	4	4	2	1	4	4	6	5
SL1344_1462	hyaF2	-	1565756	1566817	7	6	2	4	4	11	9	8
SL1344_1463	hyaE2	-	1566835	1567245	5	6	2	4	3	8	7	3
SL1344_1464		-	1567242	1567541	6	6	0	3	2	5	6	2
SL1344_1465	hyaD2	-	1567541	1568149	9	5	3	6	5	12	12	8
SL1344_1466	hyaC2	-	1568155	1568898	5	4	4	5	8	11	9	6
SL1344_1467	hyaB2	-	1568849	1570651	3	4	3	5	4	6	5	5
SL1344_1468	hyaA2	-	1570654	1571757	3	3	1	5	6	9	4	3
SL1344_1469		+	1572186	1573277	7	5	2	13	58	14	11	11
SL1344_1470		+	1573443	1574114	66	53	60	42	53	72	68	80
SL1344_1471		-	1574173	1575198	7	7	2	2	5	11	8	6
SL1344_1472		-	1575173	1576459	4	6	3	2	4	9	5	2
SL1344_1473	pqaA	-	1576636	1578192	1	1	1	2	7	4	2	2
SL1344_1474		-	1578262	1579503	3	5	1	2	4	4	3	3
SL1344_1475		-	1579493	1581001	2	2	0	2	6	3	3	1
SL1344_1476		+	1581046	1581534	36	28	30	40	54	42	37	33
SL1344_1477		+	1581727	1582806	12	13	11	17	34	22	21	9
SL1344_1478		-	1582858	1583247	18	27	13	10	23	26	17	8
SL1344_1479		-	1583418	1583702	38	53	57	46	130	52	65	40
SL1344_1480		-	1583692	1583940	68	77	106	96	387	134	97	89
SL1344_1481		+	1584297	1584629	5	9	6	5	10	4	7	12
SL1344_1482		+	1584772	1585680	9	13	8	8	12	15	12	14
SL1344_1483		-	1585908	1586495	1	0	0	1	1	0	1	0
IsrF		-	1587013	1586724	26	24	27	16	37	27	29	35
SL1344_1484		-	1587258	1588724	44	40	67	28	73	60	82	38
SL1344_1485		+	1588983	1589990	6	6	4	7	4	10	5	6
SL1344_1486		+	1590134	1591585	3	5	3	2	2	4	4	3
SL1344_1487		+	1591598	1592800	5	6	3	3	4	5	5	7
SL1344_1488		-	1592913	1594988	4	4	3	4	7	7	6	7
SL1344_1489		-	1595045	1597573	2	1	1	1	5	4	3	2
SL1344_1490		-	1597570	1599354	2	2	2	1	9	4	3	2
SL1344_1491		-	1599483	1600268	1	2	0	0	7	4	2	2
SL1344_1492	hdeB	-	1600411	1600740	15	20	19	38	81	33	37	123
SL1344_1493	osmC	-	1601090	1601521	5	5	3	5	261	27	19	25
SL1344_1494	yddX	+	1602034	1602249	16	10	6	22	3086	43	25	19
SL1344_1495	rpsV	+	1602344	1602487	93	49	49	125	4534	377	247	359
SL1344_1496	sfcA	+	1602664	1604361	39	42	10	20	21	50	42	24
SL1344_1497	adhP	+	1604728	1605657	14	11	3	15	21	29	23	16
SL1344_1498	fdnI	-	1605748	1606389	8	7	3	6	4	13	5	25
STnc3540		-	1605912	1605727	96	97	101	119	45	123	184	127
SL1344_1499	fdnH	-	1606397	1607281	9	7	3	7	2	11	7	28
SL1344_1500	fdnG	-	1607295	1610342	10	10	4	7	3	11	8	36
SL1344_1502	yddG	+	1610677	1611501	4	6	3	3	1	5	4	5
SL1344_1503	ompD	+	1611987	1613114	3259	2119	1165	570	1395	3669	1860	1950
SL1344_1504		+	1613198	1613638	40	47	9	2	5	32	10	15
SL1344_1505	smvA	-	1613663	1615150	9	62	8	9	72	10	35	12
SL1344_1506		+	1615267	1615845	90	101	86	90	422	96	161	114
SL1344_1507	narU	+	1616060	1617448	1	3	1	1	8	1	1	1
SL1344_1508	narZ	+	1617540	1621280	1	2	2	2	4	2	2	2
SL1344_1509	narY	+	1621277	1622821	2	1	1	1	2	2	2	1
SL1344_1510	narW	+	1622821	1623516	1	2	1	1	2	2	2	0
SL1344_1511	narV	+	1623513	1624193	3	4	2	2	6	3	3	6
SL1344_1512	yddE	+	1624299	1625192	5	8	4	4	10	10	6	7
SL1344_1513	nhoA	-	1625228	1626073	11	22	7	7	8	13	11	8
SL1344_1514	steA	-	1626357	1626989	109	107	109	297	204	204	142	210
SL1344_1515	ansP	+	1627502	1628995	25	51	12	47	12	26	17	5
SL1344_1516		-	1629072	1629293	11	21	12	19	23	24	19	14
SL1344_1517		-	1629438	1630499	53	52	16	32	24	236	412	9
SL1344_1518	yncD	+	1630763	1632883	4	3	1	4	34	15	9	3
SL1344_1519	yncC	-	1632950	1633615	5	6	4	11	30	16	9	4
SL1344_1520	yncB	-	1633949	1634986	19	18	18	12	61	33	26	23
SL1344_1521	yncA	+	1635198	1635713	13	18	8	8	27	32	21	25
SL1344_1522	ydcZ	+	1635713	1636162	19	21	14	9	28	27	25	46
SL1344_1523	ydcY	-	1636167	1636400	55	54	52	46	87	87	43	51
SL1344_1524	srfA	+	1636624	1637943	105	63	95	50	44	124	96	19
SL1344_1525	srfB	+	1637948	1640929	63	45	32	28	16	63	55	8
SL1344_1526	srfC	+	1640926	1643070	53	39	25	29	16	63	49	11
SL1344_1527	ydcX	-	1643115	1643378	30	60	44	28	23	14	23	27
STnc1110		+	1643465	1643658	217	118	173	125	273	189	221	181
SL1344_1528	ydcW	-	1643687	1645132	15	11	7	13	8	24	16	11
SL1344_1529	ydcR	-	1645247	1646671	18	11	5	16	13	31	17	5
SL1344_1530	pdgL	-	1646807	1647577	10	11	7	13	16	17	10	9
SL1344_1530A		-	1647836	1648066	4	8	3	5	38	4	6	7
SL1344_1531	ugtL	-	1648099	1648497	8	12	11	11	88	9	13	6
SL1344_1532	sifB	+	1649034	1649984	2	9	4	1	8	2	2	2
SL1344_1533	yncJ	+	1650258	1650488	4	8	11	8	25	7	7	9
SL1344_1534	ydcP	-	1650489	1652453	42	36	17	26	17	44	26	13
SL1344_1535	ydcN	-	1652532	1653068	35	47	37	30	63	36	41	33
SL1344_1536		+	1653159	1654337	28	41	39	43	125	31	40	21
SL1344_1537		-	1654391	1655059	83	100	68	51	33	139	83	126
SL1344_1538	tehB	-	1655215	1655811	44	35	19	33	21	63	61	34
SL1344_1539	tehA	-	1655798	1656811	21	17	13	18	20	32	34	20
SL1344_1540	ydcK	+	1656918	1657898	3	3	3	3	10	6	6	7
SL1344_1541	rimL	-	1657895	1658434	10	9	6	5	5	24	14	19
SL1344_1542		+	1658651	1659769	0	1	0	0	1	1	1	2
SL1344_1543		+	1659766	1660047	0	2	0	1	0	0	1	1
SL1344_1544		+	1660058	1661371	1	1	1	1	1	1	2	3
SL1344_1545		+	1661385	1662191	1	2	1	1	2	2	1	1
RyjB		-	1662282	1662190	397	138	266	323	487	122	474	767
SL1344_1546		+	1662323	1662760	2	3	2	1	1	2	2	4
SL1344_1547		+	1662772	1663404	2	2	0	2	1	1	2	1
SL1344_1548		+	1663420	1664211	6	9	8	3	7	7	10	12
SL1344_1549	aac	+	1664211	1664648	4	5	6	7	18	11	9	16
SL1344_1550		-	1664695	1665897	4	4	1	3	4	2	4	1
SL1344_1551		-	1665909	1666484	6	6	5	4	7	8	5	2
SL1344_1552	ydcG	-	1666680	1668335	52	55	19	31	21	67	58	20
SL1344_1553		-	1668555	1670063	13	12	11	8	10	21	14	11
SL1344_1554		-	1670112	1671455	6	9	7	2	6	27	4	22
SL1344_1555	ydcI	+	1671748	1672671	12	60	92	27	86	99	29	4
SL1344_1556	trg	-	1672732	1674357	38	91	36	9	15	93	29	165
SL1344_1557	adhC	-	1674526	1675644	21	31	9	25	21	35	19	14
SL1344_1558		-	1675676	1675951	44	88	52	78	75	78	35	12
SL1344_1559	steB	+	1676474	1676875	4	11	3	11	19	3	3	2
SL1344_1560		-	1677004	1677720	1	2	1	1	8	1	0	1
SL1344_1561	sseJ	+	1678146	1679372	1	1	1	1	6	1	1	1
SL1344_1562		-	1679493	1679837	10	10	1	8	8	8	10	2
SL1344_1563		+	1680744	1681505	9	8	10	9	187	9	14	1
SL1344_1564		+	1681512	1682159	5	9	4	7	91	4	6	2
SL1344_1565		+	1682184	1682915	1	1	1	1	21	2	1	0
SL1344_1566		+	1682912	1683592	1	1	1	1	6	1	3	1
SL1344_1567		+	1683729	1685279	3	8	2	5	14	2	3	3
SL1344_1568		+	1685743	1686405	118	81	81	30	67	52	69	13
RydC		+	1686526	1686591	7799	9217	20513	9639	8526	6378	6961	11448
SL1344_1569	cybB	-	1686676	1687206	38	31	24	26	18	50	47	28
SL1344_1570	ydcF	-	1687323	1688123	31	23	13	19	22	39	29	20
SL1344_1571	hrpA	-	1688187	1692089	29	25	20	24	25	36	31	20
SL1344_1572	acpD	+	1692290	1692895	13	19	7	9	12	26	14	9
SL1344_1573		-	1692892	1693341	29	33	16	21	36	35	30	18
SL1344_1574	ydbL	-	1693484	1693807	15	19	7	17	11	24	13	8
SL1344_1575	ynbE	-	1693815	1694006	27	10	22	28	16	29	19	14
SL1344_1576	ydbH	-	1694006	1696642	21	25	19	21	12	16	18	10
SL1344_1577	ldhA	+	1696882	1697871	119	139	48	81	108	155	138	43
SL1344_1578	hslJ	+	1697982	1698392	44	56	16	41	67	41	35	12
SL1344_1579		-	1698436	1698591	35	29	30	39	56	97	37	60
SL1344_1580		+	1698618	1698917	18	21	14	20	87	19	21	14
SL1344_1581	nifJ	+	1698978	1702502	10	10	5	13	13	15	7	7
MicC		-	1702639	1702531	79	74	69	73	113	58	71	54
SL1344_1582	ynaF	+	1702984	1703418	68	72	134	13	142	223	74	1096
SL1344_1583		-	1703468	1703806	112	151	176	123	247	158	137	148
SL1344_1584		+	1703907	1704110	78	89	32	47	21	91	37	20
SL1344_1585	ydaO	+	1704162	1705097	42	49	17	40	12	34	31	11
SL1344_1586	dbpA	-	1705141	1706514	12	20	16	17	11	17	12	5
FnrS		-	1706905	1706784	44	66	75	42	66	96	39	15916
SL1344_1587	zntB	-	1707001	1707984	18	16	21	14	32	28	21	17
SL1344_1588		-	1708130	1709284	15	11	11	9	8	24	24	11
SL1344_1589	ydaL	-	1709695	1710258	34	27	15	21	29	44	43	34
SL1344_1590	ogt	+	1710516	1711031	24	34	20	22	52	38	33	42
SL1344_1591	fnr	+	1711227	1711979	432	527	288	293	333	519	324	96
SL1344_1592	ydaA	+	1712130	1713077	84	134	179	50	110	142	86	244
SL1344_1593	ynaJ	-	1713132	1713386	270	297	383	215	695	425	427	219
SL1344_1594	ynaI	+	1713625	1714656	19	10	11	15	19	23	20	21
SL1344_1595		-	1714742	1715344	17	17	11	18	66	31	22	76
SL1344_1596		+	1715388	1716074	7	9	5	6	81	13	8	131
SL1344_1597		-	1716546	1717103	1	1	1	2	10	1	1	1
SL1344_1598		-	1717202	1718032	1	2	0	1	11	1	1	2
SL1344_1599		-	1718053	1720035	1	0	0	0	1	1	0	1
SL1344_1600		-	1720110	1720955	1	1	1	1	4	0	0	1
SL1344_1601		+	1721249	1722107	0	1	1	1	12	1	1	0
SL1344_1602		+	1722495	1723607	46	39	29	103	289	75	61	20
SL1344_1603		-	1723821	1724075	16	17	12	11	27	21	24	24
SL1344_1604		-	1724186	1724776	7	10	6	5	15	13	6	9
SL1344_1605		+	1724854	1725567	10	14	6	7	51	23	15	7
SL1344_1606		-	1725658	1726527	25	21	19	26	28	33	47	27
SL1344_1607		-	1726801	1727706	5	8	5	4	15	11	8	5
SL1344_1608		+	1727825	1728754	0	1	0	0	1	1	1	1
SL1344_1609	mppA	-	1728851	1730464	28	26	14	27	33	62	32	61
SL1344_1610	ycjI	+	1730654	1731382	14	19	12	10	23	16	16	17
SL1344_1611	ycjG	-	1731357	1732322	10	11	7	12	13	12	10	10
SL1344_1612	tpx	+	1732438	1732944	715	829	693	533	1138	440	774	161
SL1344_1613	tyrR	-	1733034	1734575	36	50	22	23	36	51	32	42
SL1344_1614	ycjF	-	1734723	1735784	28	32	9	12	42	24	46	18
SL1344_1615	ycjX	-	1735781	1737184	20	37	9	13	58	23	41	17
SL1344_1616	pspE	-	1737327	1737641	45	61	232	31	107	181	55	402
SL1344_1617	pspD	-	1737717	1737935	14	13	11	13	53	25	15	10
SL1344_1618	pspC	-	1737958	1738317	10	9	5	9	46	22	17	3
SL1344_1619	pspB	-	1738317	1738541	15	11	2	14	64	24	16	4
SL1344_1620	pspA	-	1738601	1739269	53	38	21	41	99	75	57	16
SL1344_1621	pspF	+	1739440	1740420	7	11	5	6	24	11	11	7
SL1344_1622	sapA	+	1740532	1742181	40	49	19	27	47	38	36	20
SL1344_1623	sapB	+	1742349	1743143	25	45	19	26	25	30	30	11
SL1344_1624	sapC	+	1743130	1744020	33	38	21	27	26	36	32	15
SL1344_1625	sapD	+	1744020	1745012	38	40	13	23	26	45	36	15
SL1344_1626	sapF	+	1745014	1745820	22	24	9	16	14	23	19	8
SL1344_1627		-	1745836	1746543	10	19	9	9	44	18	12	17
SL1344_1628	steC	-	1747010	1748383	2	4	3	2	25	3	2	3
SL1344_1629		+	1748418	1748597	0	4	0	1	10	1	1	3
SL1344_1630	ycjE	+	1748572	1748871	25	37	7	18	20	14	18	20
SL1344_1631	fabI	+	1748989	1749777	373	390	117	266	168	426	260	100
SL1344_1632	yciW	+	1749977	1751110	17	21	14	15	30	17	22	23
SL1344_1633	rnb	+	1751199	1753133	95	120	30	61	37	126	82	25
SL1344_1634	yciR	+	1753395	1755377	8	12	4	5	11	12	12	16
SL1344_1635		+	1755466	1755678	49	78	64	34	59	61	55	59
SL1344_1636	yciT	+	1755765	1756517	35	53	19	22	20	49	35	33
SL1344_1637	osmB	+	1756776	1756994	22	20	27	30	243	90	26	47
SL1344_1638	yciH	-	1757114	1757440	66	55	38	59	18	76	34	13
SL1344_1639	pyrF	-	1757440	1758177	46	41	25	44	26	54	27	8
SL1344_1640	yciM	-	1758368	1759483	61	68	23	40	109	85	68	54
SL1344_1641	yciS	-	1759544	1759852	104	144	62	80	352	136	114	74
SL1344_1642	pgpB	-	1760002	1760766	13	15	24	9	45	20	16	18
SL1344_1643	ribA	+	1760962	1761552	99	97	42	59	62	131	78	53
SL1344_1644	acnA	-	1761608	1764283	9	9	4	6	42	12	9	7
SL1344_1644A	ymiA	-	1764839	1764967	74	105	29	49	29	80	77	117
SL1344_1645	cysB	-	1765260	1766234	27	48	23	17	52	45	32	33
SL1344_1646	topA	-	1766645	1769242	77	124	20	57	88	86	90	33
SL1344_1647	yciN	+	1769645	1769896	252	205	325	296	674	423	321	421
SL1344_1648	sohB	-	1769938	1770984	41	43	22	36	32	68	43	34
SL1344_1649	yciK	+	1771222	1771983	27	37	10	14	27	70	27	26
SL1344_1650	btuR	+	1771980	1772570	38	61	21	26	52	75	49	51
SL1344_1651	yciL	-	1772657	1773532	87	93	33	144	44	94	61	17
SL1344_1652	yciO	-	1773633	1774253	52	29	10	31	42	57	50	40
SL1344_1653	trpH	-	1774261	1775142	41	32	35	26	48	45	44	38
SL1344_1654	trpE	+	1775403	1776965	1	2	2	2	5	2	1	1
SL1344_1655	trpD	+	1776965	1778560	2	3	3	2	4	3	2	2
SL1344_1656	trpC	+	1778564	1779922	6	7	4	5	14	8	7	5
SL1344_1657	trpB	+	1779932	1781125	5	8	3	4	9	10	7	7
SL1344_1658	trpA	+	1781125	1781931	8	11	6	7	11	7	8	8
SL1344_1659	yciG	+	1782411	1782593	4	3	1	2	384	6	9	10
SL1344_1660	yciF	+	1782683	1783186	1	1	0	1	200	1	1	0
SL1344_1661	yciE	+	1783260	1783766	0	2	1	0	81	1	1	1
SL1344_1662	katN	+	1783786	1784664	6	7	11	9	35	5	6	7
STnc2030		+	1784673	1784725	5	0	6	10	32	2	5	3
SL1344_1663	ompW	-	1784746	1785384	14	17	9	8	20	31	17	999
SL1344_1664		+	1785722	1786126	25	33	12	18	19	52	41	50
SL1344_1665	yciC	+	1786152	1786895	78	71	66	58	44	91	68	43
SL1344_1666	ispZ	+	1786952	1787491	84	91	49	69	50	117	66	45
SL1344_1667	yciA	+	1787652	1788053	100	119	82	85	32	78	50	28
SL1344_1668	tonB	-	1788113	1788841	91	90	61	71	26	161	198	8
SL1344_1669	yciI	+	1789065	1789361	100	126	90	60	179	190	170	162
STnc1270		-	1789691	1789368	470	637	758	744	498	548	531	389
SL1344_1670	cls	+	1789721	1791181	13	16	9	9	21	20	17	17
SL1344_1671	yciU	+	1791215	1791544	146	166	81	97	173	178	186	67
SL1344_1672		-	1791592	1792374	19	18	9	10	10	15	17	17
SL1344_1673	oppF	-	1792476	1793480	48	50	38	52	54	48	54	62
SL1344_1674	oppD	-	1793477	1794484	13	20	7	7	13	16	10	31
SL1344_1675	oppC	-	1794496	1795404	13	30	10	8	14	13	11	35
SL1344_1676	oppB	-	1795419	1796339	12	40	12	8	17	11	12	39
SL1344_1677	oppA	-	1796461	1798092	20	40	16	17	36	31	22	79
SL1344_1678		+	1798160	1798474	1	5	2	2	3	1	1	3
STnc3580		+	1798747	1798826	42	91	82	93	194	51	87	205
