locus_tag	common gene name	strand	start	end	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_1508	narZ	+	1617540	1621280	7	7	7	31	1	4
SL1344_1509	narY	+	1621277	1622821	7	6	7	27	2	2
SL1344_1510	narW	+	1622821	1623516	9	8	8	41	2	3
SL1344_1511	narV	+	1623513	1624193	13	15	14	48	6	8
SL1344_1512	yddE	+	1624299	1625192	13	12	13	13	4	6
SL1344_1513	nhoA	-	1625228	1626073	13	15	14	15	2	8
SL1344_1514	steA	-	1626357	1626989	125	112	119	649	600	91
SL1344_1515	ansP	+	1627502	1628995	14	13	13	11	6	4
SL1344_1516		-	1629072	1629293	7	3	5	4	5	9
SL1344_1517		-	1629438	1630499	12	11	12	7	19	17
SL1344_1518	yncD	+	1630763	1632883	9	9	9	16	2	8
SL1344_1519	yncC	-	1632950	1633615	8	12	10	15	5	19
SL1344_1520	yncB	-	1633949	1634986	62	56	59	125	13	33
SL1344_1521	yncA	+	1635198	1635713	25	25	25	17	21	30
SL1344_1522	ydcZ	+	1635713	1636162	20	22	21	25	22	41
SL1344_1523	ydcY	-	1636167	1636400	51	66	59	75	55	33
SL1344_1524	srfA	+	1636624	1637943	10	12	11	13	5	5
SL1344_1525	srfB	+	1637948	1640929	7	7	7	9	6	4
SL1344_1526	srfC	+	1640926	1643070	10	10	10	13	6	8
SL1344_1527	ydcX	-	1643115	1643378	29	27	28	39	31	42
STnc1110		+	1643465	1643658	273	274	274	693	130	326
SL1344_1528	ydcW	-	1643687	1645132	71	64	67	142	7	21
SL1344_1529	ydcR	-	1645247	1646671	84	75	79	136	8	12
SL1344_1530	pdgL	-	1646807	1647577	156	138	147	216	23	20
SL1344_1530A		-	1647836	1648066	654	679	666	1046	88	46
SL1344_1531	ugtL	-	1648099	1648497	1336	1240	1288	2271	219	87
SL1344_1532	sifB	+	1649034	1649984	692	802	747	339	17	88
SL1344_1533	yncJ	+	1650258	1650488	459	469	464	146	18	44
SL1344_1534	ydcP	-	1650489	1652453	17	19	18	13	3	13
SL1344_1535	ydcN	-	1652532	1653068	19	18	18	14	17	38
SL1344_1536		+	1653159	1654337	21	24	22	11	4	66
SL1344_1537		-	1654391	1655059	51	41	46	67	44	83
SL1344_1538	tehB	-	1655215	1655811	46	38	42	39	16	67
SL1344_1539	tehA	-	1655798	1656811	18	24	21	22	10	64
SL1344_1540	ydcK	+	1656918	1657898	12	11	11	24	5	20
SL1344_1541	rimL	-	1657895	1658434	16	16	16	25	10	15
SL1344_1542		+	1658651	1659769	1	1	1	1	1	1
SL1344_1543		+	1659766	1660047	0	0	0	2	0	0
SL1344_1544		+	1660058	1661371	4	2	3	4	1	2
SL1344_1545		+	1661385	1662191	2	3	3	3	1	1
RyjB		-	1662282	1662190	2034	1226	1630	853	1101	1180
SL1344_1546		+	1662323	1662760	3	4	4	7	1	2
SL1344_1547		+	1662772	1663404	6	4	5	3	1	1
SL1344_1548		+	1663420	1664211	13	11	12	18	14	18
SL1344_1549	aac	+	1664211	1664648	16	16	16	23	27	31
SL1344_1550		-	1664695	1665897	3	2	2	3	2	4
SL1344_1551		-	1665909	1666484	4	3	3	3	1	5
SL1344_1552	ydcG	-	1666680	1668335	26	24	25	21	4	15
SL1344_1553		-	1668555	1670063	16	13	14	17	3	8
SL1344_1554		-	1670112	1671455	5	6	6	11	2	5
SL1344_1555	ydcI	+	1671748	1672671	55	52	54	60	103	126
SL1344_1556	trg	-	1672732	1674357	2	3	2	6	23	25
SL1344_1557	adhC	-	1674526	1675644	33	26	30	43	54	19
SL1344_1558		-	1675676	1675951	27	24	25	30	378	18
SL1344_1559	steB	+	1676474	1676875	27	31	29	31	6	20
SL1344_1560		-	1677004	1677720	68	56	62	266	6	7
SL1344_1561	sseJ	+	1678146	1679372	740	532	636	667	180	75
SL1344_1562		-	1679493	1679837	23	28	26	22	7	12
SL1344_1563		+	1680744	1681505	631	507	569	166	5	12
SL1344_1564		+	1681512	1682159	215	220	218	82	7	13
SL1344_1565		+	1682184	1682915	71	50	61	14	1	3
SL1344_1566		+	1682912	1683592	32	26	29	12	1	3
SL1344_1567		+	1683729	1685279	22	22	22	37	6	10
SL1344_1568		+	1685743	1686405	107	86	96	20	14	14
RydC		+	1686526	1686591	8946	13176	11061	10270	30174	34991
SL1344_1569	cybB	-	1686676	1687206	39	47	43	36	5	35
SL1344_1570	ydcF	-	1687323	1688123	20	18	19	26	7	15
SL1344_1571	hrpA	-	1688187	1692089	15	13	14	19	16	17
SL1344_1572	acpD	+	1692290	1692895	12	18	15	8	6	9
SL1344_1573		-	1692892	1693341	42	44	43	68	11	41
SL1344_1574	ydbL	-	1693484	1693807	20	15	18	18	4	16
SL1344_1575	ynbE	-	1693815	1694006	28	23	25	16	5	15
SL1344_1576	ydbH	-	1694006	1696642	22	22	22	24	6	17
SL1344_1577	ldhA	+	1696882	1697871	78	62	70	102	25	66
SL1344_1578	hslJ	+	1697982	1698392	21	21	21	21	14	18
SL1344_1579		-	1698436	1698591	88	90	89	127	2	27
SL1344_1580		+	1698618	1698917	21	16	18	62	36	58
SL1344_1581	nifJ	+	1698978	1702502	16	14	15	33	6	16
MicC		-	1702639	1702531	147	148	148	132	68	123
SL1344_1582	ynaF	+	1702984	1703418	26	24	25	24	167	71
SL1344_1583		-	1703468	1703806	136	116	126	253	157	231
SL1344_1584		+	1703907	1704110	38	28	33	30	5	7
SL1344_1585	ydaO	+	1704162	1705097	29	28	28	22	4	13
SL1344_1586	dbpA	-	1705141	1706514	23	20	22	43	5	10
FnrS		-	1706905	1706784	50	61	56	61	32	104
SL1344_1587	zntB	-	1707001	1707984	19	24	21	33	11	26
SL1344_1588		-	1708130	1709284	28	32	30	49	10	139
SL1344_1589	ydaL	-	1709695	1710258	50	46	48	59	22	50
SL1344_1590	ogt	+	1710516	1711031	36	38	37	52	25	52
SL1344_1591	fnr	+	1711227	1711979	225	241	233	283	282	288
SL1344_1592	ydaA	+	1712130	1713077	120	98	109	184	121	139
SL1344_1593	ynaJ	-	1713132	1713386	255	242	248	299	427	372
SL1344_1594	ynaI	+	1713625	1714656	15	13	14	16	10	21
SL1344_1595		-	1714742	1715344	20	21	21	22	17	28
SL1344_1596		+	1715388	1716074	5	5	5	4	3	3
SL1344_1597		-	1716546	1717103	2	3	2	2	2	3
SL1344_1598		-	1717202	1718032	1	2	1	5	0	4
SL1344_1599		-	1718053	1720035	1	1	1	1	1	1
SL1344_1600		-	1720110	1720955	1	1	1	4	1	4
SL1344_1601		+	1721249	1722107	2	2	2	2	1	4
SL1344_1602		+	1722495	1723607	479	471	475	625	221	266
SL1344_1603		-	1723821	1724075	11	8	10	14	21	16
SL1344_1604		-	1724186	1724776	9	6	8	8	10	8
SL1344_1605		+	1724854	1725567	9	9	9	9	10	11
SL1344_1606		-	1725658	1726527	47	44	45	44	13	53
SL1344_1607		-	1726801	1727706	5	6	5	9	4	7
SL1344_1608		+	1727825	1728754	1	1	1	2	1	1
SL1344_1609	mppA	-	1728851	1730464	37	34	36	54	20	39
SL1344_1610	ycjI	+	1730654	1731382	12	14	13	13	6	22
SL1344_1611	ycjG	-	1731357	1732322	34	31	32	65	15	12
SL1344_1612	tpx	+	1732438	1732944	580	515	547	409	417	565
SL1344_1613	tyrR	-	1733034	1734575	26	24	25	31	26	29
SL1344_1614	ycjF	-	1734723	1735784	39	34	37	19	5	29
SL1344_1615	ycjX	-	1735781	1737184	45	33	39	20	4	28
SL1344_1616	pspE	-	1737327	1737641	497	372	435	244	85	117
SL1344_1617	pspD	-	1737717	1737935	30	23	26	33	20	19
SL1344_1618	pspC	-	1737958	1738317	31	25	28	28	22	23
SL1344_1619	pspB	-	1738317	1738541	27	17	22	33	37	29
SL1344_1620	pspA	-	1738601	1739269	48	32	40	33	33	27
SL1344_1621	pspF	+	1739440	1740420	6	6	6	6	8	6
SL1344_1622	sapA	+	1740532	1742181	24	20	22	24	3	20
SL1344_1623	sapB	+	1742349	1743143	18	19	18	23	2	14
SL1344_1624	sapC	+	1743130	1744020	19	20	19	19	4	13
SL1344_1625	sapD	+	1744020	1745012	20	18	19	18	3	11
SL1344_1626	sapF	+	1745014	1745820	12	13	12	17	3	5
SL1344_1627		-	1745836	1746543	19	23	21	29	10	25
SL1344_1628	steC	-	1747010	1748383	980	732	856	373	55	98
SL1344_1629		+	1748418	1748597	631	353	492	475	61	60
SL1344_1630	ycjE	+	1748572	1748871	315	253	284	169	34	42
SL1344_1631	fabI	+	1748989	1749777	674	609	641	282	76	105
SL1344_1632	yciW	+	1749977	1751110	26	36	31	42	24	28
SL1344_1633	rnb	+	1751199	1753133	98	92	95	55	17	34
SL1344_1634	yciR	+	1753395	1755377	12	10	11	20	12	31
SL1344_1635		+	1755466	1755678	71	52	61	48	64	74
SL1344_1636	yciT	+	1755765	1756517	38	36	37	31	13	57
SL1344_1637	osmB	+	1756776	1756994	44	31	38	99	18	35
SL1344_1638	yciH	-	1757114	1757440	34	31	32	28	6	10
SL1344_1639	pyrF	-	1757440	1758177	32	29	31	35	8	15
SL1344_1640	yciM	-	1758368	1759483	55	46	51	63	6	57
SL1344_1641	yciS	-	1759544	1759852	97	130	113	113	57	117
SL1344_1642	pgpB	-	1760002	1760766	25	29	27	49	17	34
SL1344_1643	ribA	+	1760962	1761552	53	53	53	44	35	42
SL1344_1644	acnA	-	1761608	1764283	24	20	22	43	212	42
SL1344_1644A	ymiA	-	1764839	1764967	121	134	127	109	217	52
SL1344_1645	cysB	-	1765260	1766234	36	37	37	36	73	45
SL1344_1646	topA	-	1766645	1769242	49	45	47	43	7	23
SL1344_1647	yciN	+	1769645	1769896	92	85	88	127	99	82
SL1344_1648	sohB	-	1769938	1770984	52	49	50	44	30	32
SL1344_1649	yciK	+	1771222	1771983	25	26	26	18	5	12
SL1344_1650	btuR	+	1771980	1772570	42	38	40	31	33	34
SL1344_1651	yciL	-	1772657	1773532	44	48	46	29	9	24
SL1344_1652	yciO	-	1773633	1774253	44	44	44	51	29	47
SL1344_1653	trpH	-	1774261	1775142	33	32	33	38	43	35
SL1344_1654	trpE	+	1775403	1776965	33	27	30	9	30	6
SL1344_1655	trpD	+	1776965	1778560	38	31	34	10	12	7
SL1344_1656	trpC	+	1778564	1779922	50	42	46	16	14	12
SL1344_1657	trpB	+	1779932	1781125	60	52	56	20	16	14
SL1344_1658	trpA	+	1781125	1781931	65	57	61	17	17	15
SL1344_1659	yciG	+	1782411	1782593	56	40	48	424	17	49
SL1344_1660	yciF	+	1782683	1783186	7	5	6	19	1	8
SL1344_1661	yciE	+	1783260	1783766	5	4	4	13	1	3
SL1344_1662	katN	+	1783786	1784664	13	10	12	14	7	14
STnc2030		+	1784673	1784725	6	5	5	10	3	20
SL1344_1663	ompW	-	1784746	1785384	33	28	30	27	22	26
SL1344_1664		+	1785722	1786126	33	40	37	52	13	47
SL1344_1665	yciC	+	1786152	1786895	107	107	107	148	43	52
SL1344_1666	ispZ	+	1786952	1787491	114	112	113	138	25	84
SL1344_1667	yciA	+	1787652	1788053	60	52	56	59	13	27
SL1344_1668	tonB	-	1788113	1788841	15	9	12	7	26	23
SL1344_1669	yciI	+	1789065	1789361	101	109	105	96	27	67
STnc1270		-	1789691	1789368	521	509	515	610	211	330
SL1344_1670	cls	+	1789721	1791181	13	12	12	16	6	17
SL1344_1671	yciU	+	1791215	1791544	99	80	89	84	15	50
SL1344_1672		-	1791592	1792374	19	17	18	26	6	18
SL1344_1673	oppF	-	1792476	1793480	41	40	40	57	19	35
SL1344_1674	oppD	-	1793477	1794484	21	18	19	26	2	8
SL1344_1675	oppC	-	1794496	1795404	20	18	19	28	4	12
SL1344_1676	oppB	-	1795419	1796339	19	20	19	36	5	16
SL1344_1677	oppA	-	1796461	1798092	63	46	54	91	18	25
SL1344_1678		+	1798160	1798474	4	6	5	5	1	5
STnc3580		+	1798747	1798826	46	33	39	39	184	217
SL1344_1679	ychE	-	1798857	1799504	12	18	15	10	2	7
SL1344_1680	adh	+	1799981	1802659	96	92	94	95	60	17
SL1344_1681	tdk	-	1802856	1803473	46	51	48	51	21	56
SL1344_1682	hns	+	1804136	1804549	3009	2581	2795	1984	803	2999
SL1344_1683	galU	-	1804681	1805589	101	94	97	92	36	61
SL1344_1684	hnr	-	1805792	1806805	47	39	43	61	10	39
SL1344_1685	ychK	-	1806896	1807801	56	53	54	73	13	39
SL1344_1686	ychJ	+	1807912	1808370	72	66	69	43	14	39
SL1344_1687	purU	+	1808421	1809263	91	83	87	48	19	34
SL1344_1688		-	1810579	1812054	11	11	11	25	6	15
STnc3600		+	1812121	1812328	24	24	24	57	89	81
SL1344_1689	narI	-	1812350	1813027	5	4	5	5	2	3
SL1344_1690	narJ	-	1813027	1813737	2	1	1	2	1	3
SL1344_1691	narH	-	1813734	1815269	2	1	1	2	1	1
SL1344_1692	narG	-	1815266	1819009	1	1	1	1	0	1
SL1344_1693	narK	-	1819397	1820794	1	1	1	4	1	9
STnc2040		-	1819414	1819352	83	37	60	138	74	170
SL1344_1694	narX	+	1821135	1822931	10	11	11	14	2	10
SL1344_1695	narL	+	1822924	1823574	24	18	21	26	11	21
SL1344_1696	ychP	-	1823575	1824999	18	16	17	34	10	23
SL1344_1697	ychN	+	1825176	1825529	81	69	75	74	51	59
SL1344_1698	chaB	-	1825609	1825839	155	210	183	204	24	85
SL1344_1699	chaA	+	1826106	1827206	15	19	17	21	6	17
SL1344_1700	kdsA	-	1827260	1828114	107	95	101	105	25	48
SL1344_1701	ychA	-	1828152	1828961	71	64	67	50	7	36
SL1344_1702	sirC	-	1828965	1829354	33	25	29	28	3	24
SL1344_1703	hemK	-	1829351	1830184	18	14	16	9	3	11
SL1344_1704	prfA	-	1830184	1831266	29	28	29	15	8	22
SL1344_1705	hemA	-	1831307	1832563	59	50	55	66	76	72
SL1344_1706	hemM	+	1832877	1833500	38	31	35	25	3	20
SL1344_1707	ipk	+	1833497	1834348	190	154	172	99	11	38
SL1344_1708	prs	+	1834614	1835561	286	277	281	104	26	31
SL1344_1709	ychM	+	1835710	1837371	12	12	12	6	3	6
SL1344_1710	ychH	-	1837416	1837694	6	13	9	31	251	10
SL1344_1711	pth	+	1837970	1838554	32	27	30	28	8	14
SL1344_1712	ychF	+	1838671	1839762	57	51	54	46	34	38
SL1344_1713		-	1839921	1841186	10	12	11	13	14	21
SL1344_1714	hyaA	+	1841681	1842799	0	0	0	0	0	0
SL1344_1715		+	1842796	1844589	1	2	1	2	1	1
SL1344_1716	hyaC	+	1844608	1845339	1	1	1	1	0	1
SL1344_1717	hyaD	+	1845336	1845932	1	1	1	1	0	1
SL1344_1718	hyaE	+	1845922	1846326	0	1	1	1	0	0
SL1344_1719	hyaF	+	1846323	1847171	1	0	1	1	0	1
SL1344_1720	appC	+	1847246	1848790	1	1	1	1	0	1
SL1344_1721	appB	+	1848802	1849938	2	2	2	3	0	2
SL1344_1722		+	1849951	1850040	51	31	41	41	41	64
SL1344_1723		+	1850384	1851709	6	6	6	16	12	14
STnc3610		-	1850400	1850045	102	83	93	109	47	136
SL1344_1724	treA	+	1851923	1853635	33	29	31	78	5	7
SL1344_1725	ymgE	-	1853698	1853952	65	69	67	256	22	72
SL1344_1726	ycgR	+	1854121	1854855	5	3	4	23	10	59
SL1344_1727	emtA	-	1854869	1855480	22	23	22	15	2	10
SL1344_1728	ldcA	+	1855651	1856565	23	24	24	42	10	25
SL1344_1729	cvrA	+	1856662	1858395	34	39	36	49	24	87
SL1344_1730	alr-a	-	1858458	1859528	9	7	8	24	20	34
SL1344_1731	dadA	-	1859542	1860840	7	9	8	34	48	39
SL1344_1732	ycgB	+	1861169	1862695	37	33	35	95	27	53
SL1344_1733	fadR	-	1862742	1863461	73	70	71	141	72	79
SL1344_1734	nhaB	+	1863681	1865225	34	38	36	28	13	33
SL1344_1735	dsbB	+	1865367	1865897	254	270	262	181	47	142
SL1344_1736		+	1866006	1866347	5	4	5	4	6	287
SL1344_1737		-	1866419	1866592	110	108	109	307	246	208
STnc3620		+	1866668	1866747	45	29	37	122	33	51
SL1344_1738		-	1866784	1866921	100	103	102	252	118	130
SL1344_1739	ycgN	-	1867273	1867734	46	45	45	28	5	27
SL1344_1740	ycgM	-	1867812	1868471	42	42	42	39	18	39
SL1344_1741	ycgL	-	1868521	1868853	99	64	81	78	72	104
SL1344_1742	minC	+	1868940	1869647	89	80	84	59	12	67
SL1344_1743	minD	+	1869671	1870483	142	146	144	96	50	123
SL1344_1744	minE	+	1870487	1870753	213	197	205	126	135	209
SL1344_1745	rnd	-	1870875	1872002	8	7	7	7	2	6
SL1344_1746	tnpA_1a	-	1872138	1872596	0	0	0	0	0	0
SL1344_1747	fadD	-	1872787	1874472	16	13	14	11	38	12
SL1344_1748	yeaY	-	1874677	1875258	42	34	38	60	13	23
SL1344_1749	yeaZ	-	1875330	1876025	42	52	47	31	4	25
SL1344_1750	yoaA	-	1876083	1877993	17	14	16	15	2	9
SL1344_1751	yoaB	+	1878124	1878468	450	409	429	445	198	360
SL1344_1752	yoaH	-	1878474	1878653	89	62	76	149	104	86
SL1344_1753	pabB	+	1878734	1880098	41	39	40	57	8	24
SL1344_1754	yeaB	+	1880102	1880680	22	22	22	35	3	12
SL1344_1755	sdaA	+	1880944	1882308	25	23	24	34	6	17
SL1344_1756		+	1882446	1884047	7	7	7	33	1	9
SL1344_1757	yoaE	-	1884069	1885628	15	14	15	7	1	9
SL1344_1759		+	1886101	1887069	88	84	86	81	206	27
SL1344_1760		+	1887122	1887922	61	62	61	42	81	18
SL1344_1761		+	1887926	1888786	107	110	108	86	205	42
SL1344_1762		+	1888844	1889302	10	11	10	12	3	5
SL1344_1763	yebN	+	1889712	1890278	12	19	16	27	1	10
SL1344_1764	rrmA	-	1890275	1891084	21	21	21	9	2	6
SL1344_1765	ftsI2	-	1891150	1892895	8	8	8	7	2	4
SL1344_1766	cspC	-	1893115	1893324	5633	6114	5874	2267	307	1915
SL1344_1767	yobF	-	1893337	1893480	4262	3746	4004	2570	307	1233
STnc3630		+	1894039	1894125	56	47	52	125	56	112
SL1344_1768		-	1894129	1894416	851	799	825	743	515	265
SL1344_1769	yobG	-	1894487	1894630	3661	3704	3682	4639	3169	1053
SL1344_1770		+	1894788	1895027	67	59	63	115	66	65
SL1344_1771	kdgR	-	1895239	1896030	106	96	101	85	105	96
SL1344_1772		+	1896206	1897579	8	6	7	11	4	14
SL1344_1773	htpX	-	1897627	1898508	56	56	56	39	39	55
SL1344_1774	prc	-	1898702	1900750	124	115	119	78	18	62
SL1344_1775	proQ	-	1900770	1901456	266	210	238	169	28	97
SL1344_1776	yebR	-	1901554	1902138	433	381	407	310	339	265
SL1344_1777	yebS	+	1902180	1903463	40	38	39	109	20	47
SL1344_1778		+	1903426	1906065	32	33	32	48	4	28
SL1344_1779	yebU	+	1906143	1907582	16	16	16	12	2	5
SL1344_1780		+	1907697	1907936	522	526	524	1298	99	286
SL1344_1781	yebW	+	1908047	1908238	57	44	50	137	29	80
SL1344_1782	pphA	-	1908257	1908907	26	25	25	41	1	10
SL1344_1783		-	1909131	1909295	606	704	655	1687	233	92
SL1344_1784	sopE2	-	1909580	1910302	3	3	3	12	3	13
SL1344_1785		+	1910986	1911381	6	7	6	15	3	6
SL1344_1786		+	1911711	1912187	30	51	40	52	21	26
SL1344_1787		-	1912575	1912994	191	151	171	88	20	146
SL1344_1788		+	1913364	1913633	27	24	25	49	12	38
STnc1130		-	1913755	1913615	91	95	93	248	55	171
SL1344_1789		+	1913799	1914048	90	88	89	110	27	63
SL1344_1790		-	1914085	1915279	1	1	1	2	1	2
SL1344_1791		+	1915403	1915771	2	2	2	4	2	2
STnc3640		+	1915824	1916082	41	31	36	60	50	137
SL1344_1792		-	1916257	1916457	8	5	6	13	4	6
SL1344_1793	pagO	+	1917075	1917989	106	129	118	146	14	15
SL1344_1794		+	1918122	1918280	186	259	223	188	3	17
SL1344_1795		+	1918290	1918904	81	101	91	65	2	5
SL1344_1796		-	1919231	1919377	36	30	33	130	1	4
SL1344_1797	pagM	-	1919657	1919839	575	468	522	3823	106	66
SL1344_1798		+	1920177	1920299	5	5	5	2	1	2
SL1344_1799	pagK	+	1920747	1920947	1439	2000	1720	3526	426	243
SL1344_1800	mig-3	-	1921044	1921925	1	1	1	2	1	2
SL1344_1801		-	1922080	1922343	3	3	3	7	2	4
SL1344_1802		+	1922651	1922818	33	29	31	59	1314	338
SL1344_1803		-	1923075	1923608	2	0	1	1	0	0
SL1344_1804		-	1923662	1923892	0	2	1	2	0	1
SL1344_1805		+	1923923	1924576	1	2	2	0	0	0
SL1344_1806		+	1924594	1925490	5	2	3	7	3	6
SraC		+	1925543	1925853	767	460	614	763	2010	1956
SdsR		-	1925723	1925621	5463	6646	6055	44161	2265	2425
SL1344_1807		-	1925864	1926217	57	49	53	35	8	32
SL1344_1808		-	1926234	1927109	52	46	49	42	15	55
SL1344_1809	yobA	-	1927110	1927490	58	57	58	44	75	55
SL1344_1810	holE	+	1927622	1927852	85	62	74	55	4	23
SL1344_1811		+	1927960	1928616	33	31	32	68	18	28
SL1344_1812	exoX	+	1928640	1929338	43	40	41	42	11	34
SL1344_1813	opdB	-	1929373	1931424	26	23	25	41	15	27
STnc1690		+	1931455	1931546	379	359	369	161	348	451
SL1344_1814	yebE	-	1931637	1932296	23	22	23	33	121	44
SL1344_1815	yebF	-	1932390	1932743	198	166	182	328	407	126
SL1344_1816	yebG	-	1932811	1933101	53	45	49	58	866	129
SL1344_1817	purT	+	1933232	1934410	45	40	43	17	7	6
SL1344_1818	eda	-	1934510	1935151	81	61	71	58	12	21
SL1344_1819	edd	-	1935189	1937000	16	12	14	10	4	6
SL1344_1820	zwf	-	1937235	1938710	57	53	55	51	29	27
STnc200		-	1937244	1937130	168	155	161	135	179	157
SL1344_1821	hexR	+	1939052	1939921	21	15	18	20	10	17
SL1344_1822	pykA	+	1940045	1941487	57	50	54	43	17	30
SL1344_1823	msbB	-	1941560	1942531	38	32	35	55	43	34
SL1344_1824	yebA	-	1942648	1943967	35	34	35	33	5	13
SL1344_1825	znuA	-	1943983	1944984	28	26	27	21	8	13
SL1344_1826	znuC	+	1945006	1945761	19	16	18	15	11	13
SL1344_1827	znuB	+	1945758	1946543	14	14	14	14	2	12
SL1344_1828	ruvB	-	1946622	1947551	32	36	34	29	11	27
SL1344_1829	ruvA	-	1947641	1948252	55	51	53	44	54	60
SL1344_1830		+	1948585	1949567	4	2	3	8	2	10
SL1344_1830A		-	1949628	1950061	1	1	1	2	2	4
SL1344_1832	yebB	+	1950194	1950793	4	6	5	9	4	9
SL1344_1833	ruvC	-	1950795	1951316	132	119	125	33	7	15
SL1344_1834	yebC	-	1951353	1952093	171	144	157	84	16	26
SL1344_1835	ntpA	-	1952123	1952575	224	178	201	103	25	27
SL1344_1836	aspS	-	1952678	1954450	121	121	121	72	17	20
SL1344_1837	yecD	+	1954775	1955341	29	29	29	49	5	19
SL1344_1838	yecE	+	1955338	1956156	18	12	15	21	2	8
SL1344_1839	yecN	+	1956209	1956604	107	109	108	173	73	100
SL1344_1840	yecO	+	1956645	1957388	52	56	54	43	6	32
SL1344_1841	yecP	+	1957385	1958356	30	26	28	27	2	18
SL1344_1842	cutC	-	1958592	1959338	20	19	19	16	3	6
RyeF		-	1958819	1958513	66	66	66	393	22	32
SL1344_1843	yecM	-	1959358	1959927	27	37	32	17	3	10
SL1344_1844	argS	+	1960164	1961897	49	50	50	28	9	13
SL1344_1845		+	1962086	1963957	3	2	2	3	1	2
SL1344_1846		-	1964011	1965150	10	7	8	7	2	5
SL1344_1847	flhE	-	1965387	1965779	11	8	9	15	8	8
SL1344_1848	flhAa	-	1965779	1967857	10	10	10	13	3	5
SL1344_1849	flhB	-	1967850	1969001	16	16	16	22	3	7
SL1344_1850	cheZ	-	1969195	1969839	16	11	13	55	25	140
SL1344_1851	cheY	-	1969850	1970239	17	16	16	81	58	193
SL1344_1852	cheB	-	1970257	1971306	6	7	6	39	26	153
SL1344_1853	cheR	-	1971303	1972169	4	6	5	40	72	165
SL1344_1854	cheM	-	1972323	1973984	5	6	6	76	242	292
SL1344_1855	cheW	-	1974221	1974724	21	27	24	159	138	1000
SL1344_1856	cheA	-	1974745	1976760	6	9	7	60	33	268
SL1344_1857	motB	-	1976765	1977694	5	7	6	49	49	247
SL1344_1858	motA	-	1977691	1978521	4	8	6	67	75	345
SL1344_1859	flhC	-	1978703	1979281	129	119	124	117	258	465
SL1344_1860	flhD	-	1979284	1979634	166	140	153	87	26	123
SL1344_1861	yecG	+	1980421	1980849	53	46	49	64	138	51
SL1344_1862	otsA	-	1980867	1982288	40	42	41	132	14	44
SL1344_1863	otsB	-	1982263	1983066	39	47	43	148	23	61
SL1344_1864	araH	-	1983700	1984257	7	5	6	8	7	5
SL1344_1865	ftnB	+	1984808	1985311	30	28	29	50	5	31
SL1344_1866		-	1985490	1986128	8	9	8	15	5	10
SL1344_1867		+	1986384	1986719	15	20	17	22	16	10
SL1344_1868	ftn	+	1986959	1987456	440	426	433	794	70	76
SL1344_1869	yecH	-	1987502	1987741	3	5	4	2	8	2
SL1344_1870	tyrP	+	1987968	1989179	15	16	15	10	4	6
SL1344_1871	yecA	-	1989254	1989919	19	25	22	24	28	35
SL1344_1872		-	1990157	1990462	167	139	153	126	55	83
SL1344_1873		-	1990696	1992135	26	24	25	16	8	8
SL1344_1874		-	1992348	1992680	527	517	522	393	160	89
SL1344_1874A		-	1992726	1992853	5	3	4	4	0	3
STnc2180		-	1992913	1992863	1321	1763	1542	2448	153	1917
SL1344_1875	pgsA	-	1993381	1993929	70	71	70	66	38	88
SL1344_1876	uvrC	-	1993986	1995818	18	21	20	17	7	33
SL1344_1877	sirA	-	1995815	1996471	79	70	75	91	47	113
SL1344_1878	yecF	+	1996935	1997159	112	190	151	52	16	37
SL1344_1879	sdiA	-	1997226	1997948	8	6	7	11	123	173
SL1344_1880	yecC	-	1998180	1998932	27	28	28	26	9	32
SL1344_1881	yecS	-	1998929	1999597	24	22	23	23	8	26
SL1344_1882	dcyD	-	1999618	2000604	21	22	22	22	11	18
SL1344_1883	fliY	-	2000758	2001558	115	100	107	108	90	161
SL1344_1884	fliZ	-	2001705	2002256	29	32	31	57	193	268
SL1344_1885	fliA	-	2002315	2003034	70	70	70	99	166	303
SL1344_1886	tnpA_2b	-	2003303	2003812	0	0	0	0	0	0
SL1344_1887	fliB	-	2003942	2005147	12	10	11	18	12	15
SL1344_1888	fliC	-	2005226	2006713	53	72	63	578	1685	1612
SL1344_1889	fliD	+	2006970	2008373	34	42	38	117	79	369
SL1344_1890	fliS	+	2008388	2008795	45	52	48	95	52	316
SL1344_1891	fliT	+	2008795	2009163	24	26	25	58	26	197
SL1344_1892	amyA	+	2009235	2010719	14	11	13	25	4	9
SL1344_1893	yedD	-	2010759	2011184	72	64	68	43	14	20
SL1344_1894	yedE	+	2011310	2012575	10	11	10	3	3	3
SL1344_1895	yedF	+	2012572	2012805	22	22	22	11	19	6
SL1344_1896		+	2013070	2013456	2	2	2	5	2	7
SL1344_1897	fliE	-	2013576	2013890	8	9	9	58	8	23
SL1344_1898	fliF	+	2014107	2015789	5	6	5	20	8	12
SL1344_1899	fliG	+	2015782	2016777	6	9	8	26	26	21
SL1344_1900	fliH	+	2016770	2017477	6	6	6	22	12	16
SL1344_1901	fliI	+	2017477	2018847	4	6	5	18	10	13
SL1344_1902	fliJ	+	2018869	2019312	5	3	4	17	6	10
SL1344_1903	fliK	+	2019309	2020526	5	5	5	13	8	8
SL1344_1904	fliL	+	2020631	2021098	13	19	16	27	15	14
